Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1737,177,28078.4,33705.7,2006.2,2006.5,2006.0,2006.1,727.5,775.8,710.8,702.3,48.0,60.6,77.6,77.5,14.0,17.1,18.8,18.7,4966.3,383185.1,390542.3,33589323.1,105318293.6,116803028.1,19337.5,62865.5,73190.8
Chemical tanker,320,201,10420.6,17246.2,2010.3,2010.4,2010.7,2010.7,1135.7,1504.6,1465.5,1469.4,119.5,152.2,261.6,261.7,31.0,42.7,57.8,57.8,1788.1,137658.2,140301.2,5034004.5,27948078.9,32529487.9,15731.3,101629.5,124334.3
Bulk carrier,275,238,15883.9,26678.1,2011.0,2011.0,2011.5,2011.5,1164.6,2216.5,2146.5,2172.0,146.0,239.0,459.0,462.9,77.0,94.0,104.4,104.4,1584.0,122481.3,124833.0,9957875.8,22492666.8,28931008.3,36210.5,132452.7,159338.0
Refrigerated bulk,203,21,2666.1,2520.7,2003.2,1997.2,2003.9,2003.8,983.0,996.9,1007.5,1013.6,56.0,63.9,86.6,88.9,20.0,36.1,26.8,27.3,1105.2,84340.9,85960.3,7477873.7,16339517.1,18404929.3,36836.8,78498.8,84755.2
Vehicle,120,95,9427.3,3196.6,2007.6,2008.2,2006.9,2006.7,728.1,1386.7,1376.7,1410.2,48.5,91.8,288.0,288.8,7.0,8.1,9.1,9.3,587.3,45488.8,46362.1,3236943.7,14271450.8,16527794.6,26974.5,102530.2,110345.0
Cruise,109,48,3335.5,345.4,2002.8,2003.1,2003.4,2002.6,242.3,481.9,498.3,503.4,16.0,34.4,57.3,58.9,9.0,10.2,9.3,9.8,832.4,64429.2,65666.2,1734507.3,7220162.1,7641352.3,15912.9,58198.4,57007.9
General cargo,94,71,3888.4,5793.3,2006.3,2008.8,2010.2,2010.2,1068.8,2201.0,2457.2,2503.4,99.5,204.7,422.7,424.5,44.0,67.3,74.9,75.5,477.2,36676.8,37381.0,2506809.8,8862931.2,12988988.4,26668.2,150501.1,204402.7
Oil tanker,37,32,1191.8,2064.6,2005.8,2005.8,2006.4,2006.4,906.3,889.3,863.9,852.7,107.0,107.8,164.7,164.1,29.0,37.4,35.3,35.2,192.5,14875.5,15161.2,1688381.2,3144625.9,3932262.9,45631.9,116981.5,142939.2
Service - tug,34,5,2.6,1.9,1970.0,1981.6,1976.9,1974.2,62.3,896.6,374.8,327.7,9.0,140.8,213.4,220.3,10.0,56.4,38.3,29.7,9.1,682.1,695.2,48058.1,113642.8,152161.6,1413.5,3649.8,4927.9
Liquefied gas tanker,19,4,1044.1,1208.0,2010.0,2010.8,2009.5,2009.4,1802.6,1712.9,1919.4,1934.7,187.0,203.4,196.9,197.1,90.0,102.8,125.2,128.2,191.5,14786.2,15070.0,394239.4,2198983.7,1955513.7,20749.4,157008.2,232737.9
Miscellaneous - fishing,8,6,135.3,117.8,1987.8,1984.7,1995.6,1995.5,6194.0,7705.4,8929.4,9548.1,584.5,747.0,1634.3,1692.8,123.5,108.0,133.6,133.7,83.9,6296.3,6417.2,828080.8,1836842.8,2088304.2,103510.1,243606.3,288780.4
Ferry-pax only,2,1,23.2,7.8,1973.0,1973.0,1973.0,1973.0,927.0,927.0,927.0,927.0,89.0,89.0,89.0,89.0,300.0,300.0,302.4,302.4,6.1,467.7,476.7,215271.0,606280.8,785328.5,107635.5,300256.9,397318.0
Ferry-RoPax,1,1,2.2,0.2,2007.0,2007.0,2007.0,2007.0,189.9,189.9,189.9,189.9,37.0,37.0,37.0,37.0,6.0,6.0,6.0,6.0,0.7,49.4,50.3,1161.2,2871.5,3523.4,1161.2,2478.7,2257.6
Ro-Ro,1,1,10.4,9.5,1985.0,1985.0,1985.0,1985.0,1015.4,1015.4,1015.4,1015.4,106.0,106.0,106.0,106.0,25.0,25.0,25.0,25.0,2.1,163.0,166.1,10174.9,18749.2,21860.3,10174.9,23914.7,25385.9
