Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1736,177,34140.1,40964.0,2006.2,2006.6,2006.8,2006.8,818.4,1016.9,865.7,855.2,52.0,67.3,108.6,107.9,16.0,21.9,26.4,26.2,6037.2,465389.8,474325.2,38208334.4,121418434.7,134655053.6,22009.4,73016.5,85312.8
Chemical tanker,323,202,8532.0,14116.9,2010.3,2010.4,2009.5,2009.5,969.8,1528.5,1190.7,1193.6,86.0,145.7,313.3,314.9,41.0,51.1,79.6,80.0,1525.0,117373.3,119626.9,4701922.4,23977524.5,27928586.6,14557.0,85965.3,104680.5
Bulk carrier,273,236,12601.3,20801.2,2011.0,2011.0,2010.9,2010.9,1186.5,1763.1,1712.3,1702.3,123.0,188.2,330.7,329.3,55.0,94.7,100.0,100.0,1245.5,96223.0,98070.5,8019738.9,18399228.7,24377935.1,29376.3,109946.4,133533.4
Refrigerated bulk,202,21,5539.5,5401.5,2003.3,1997.2,2001.3,2001.1,1804.1,3451.0,2101.5,2180.0,108.0,203.5,172.2,180.3,38.5,51.5,46.5,46.9,2133.0,162902.0,166029.7,16024264.6,35013796.2,39439748.5,79328.0,169047.2,182520.2
Vehicle,121,96,9705.4,3139.1,2007.6,2008.3,2009.1,2008.9,481.7,1530.2,1407.9,1376.0,43.0,113.0,365.3,362.6,9.0,17.9,31.1,30.1,535.9,41487.4,42284.0,3178764.3,14014942.2,16230731.5,26270.8,99855.2,107466.1
Cruise,108,47,3982.8,404.7,2002.9,2003.1,2002.6,2002.0,469.1,605.3,592.4,587.9,35.0,42.9,65.2,65.9,8.0,8.7,9.2,9.1,1002.9,77517.3,79005.7,2043541.9,8444080.5,8921901.9,18921.7,68794.8,67375.5
General cargo,94,71,3384.8,4921.3,2006.5,2008.7,2009.5,2009.4,1043.6,2099.0,2133.8,2123.5,95.0,204.2,426.3,424.2,59.0,95.6,118.0,116.1,457.2,35110.0,35784.1,2176386.2,7658197.0,11217161.3,23153.0,129328.8,175734.3
Oil tanker,38,33,1753.8,3090.4,2005.8,2005.8,2006.4,2006.4,1116.6,1217.0,1234.0,1239.0,99.5,134.0,197.3,198.0,38.5,47.3,50.3,50.1,262.7,20231.6,20620.0,2452448.4,4118612.2,5388370.2,64538.1,155040.5,193014.2
Service - tug,35,5,5.0,4.1,1969.9,1981.6,1972.6,1970.8,372.0,744.3,691.8,688.3,10.0,136.0,109.6,100.6,103.0,107.2,167.2,167.1,18.9,1420.0,1447.2,103855.9,245587.9,328829.0,2967.3,7662.1,10345.2
Liquefied gas tanker,19,4,728.3,812.9,2010.0,2010.8,2009.9,2009.9,923.1,1548.2,1339.0,1302.0,67.0,131.9,147.3,141.6,43.0,48.2,76.3,73.4,123.9,9556.9,9740.3,346905.3,1549630.8,1467612.2,18258.2,122330.5,174404.0
Miscellaneous - fishing,7,5,10.8,9.2,1988.4,1985.0,1998.4,1998.7,1004.4,727.9,802.3,837.7,66.0,75.8,97.6,101.4,24.0,188.0,432.3,430.8,8.3,623.5,635.4,64578.3,143247.1,162857.5,9225.5,21711.7,25737.9
Ferry-pax only,2,1,15.4,5.2,1973.0,1973.0,1973.0,1973.0,616.6,616.6,616.6,616.6,256.0,256.0,466.1,466.1,910.5,910.5,1584.6,1584.6,12.2,917.4,935.0,143179.1,403244.2,522330.8,71589.6,199704.2,264260.7
Ferry-RoPax,1,1,2.0,0.2,2007.0,2007.0,2007.0,2007.0,172.2,172.2,172.2,172.2,20.0,20.0,20.0,20.0,6.0,6.0,6.0,6.0,0.6,45.1,45.9,1053.0,2604.1,3195.2,1053.0,2247.8,2047.3
Ro-Ro,1,1,9.6,8.7,1985.0,1985.0,1985.0,1985.0,935.8,935.8,935.8,935.8,92.0,92.0,92.0,92.0,3.0,3.0,3.0,3.0,1.9,148.3,151.1,9376.9,17278.8,20145.9,9376.9,22039.3,23395.1
