Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,353,98,8347.7,10180.6,2005.8,2005.9,2007.5,2007.3,661.2,646.7,663.4,663.5,62.0,106.7,126.5,127.7,50.0,66.7,57.4,58.4,1613.5,124595.2,126987.5,7973595.3,23862525.5,26813889.3,22588.1,73613.6,86136.8
General cargo,252,107,3109.1,4312.5,2003.2,2005.4,2009.4,2009.6,633.8,2127.1,1516.7,1559.3,64.5,246.0,375.0,388.7,81.0,151.8,170.3,176.3,652.6,50032.5,50993.1,3070990.0,9889285.3,14099766.3,12186.5,58161.1,76705.3
Bulk carrier,220,200,11742.9,19820.8,2007.7,2007.9,2008.3,2008.2,1076.3,2091.0,2025.6,2012.0,211.0,317.3,406.7,407.8,170.0,300.5,296.5,295.9,1398.4,108126.2,110202.3,8068950.6,18174493.1,24311626.9,36677.0,135199.8,164044.4
Chemical tanker,149,51,1411.1,2248.0,2006.9,2006.8,2007.5,2007.4,727.6,1106.7,939.5,947.1,95.0,193.5,359.8,357.5,123.0,151.6,187.1,186.6,642.4,48790.6,49727.4,2134897.2,6616343.5,7854474.6,14328.2,49430.2,58745.7
Service - tug,124,37,80.0,70.8,1998.0,2005.2,2007.0,2007.5,168.7,1031.4,533.5,514.6,70.5,281.0,602.5,557.0,24.0,210.3,189.2,175.0,90.3,6798.5,6929.0,1809831.1,4279705.7,5730294.6,14595.4,37688.0,50885.2
Oil tanker,90,78,39030.9,74410.4,2009.3,2009.0,2010.2,2010.2,3403.7,4434.5,4847.4,4882.0,344.0,423.0,647.8,648.7,33.5,76.6,49.0,48.7,2371.1,183618.4,187143.9,22791593.5,41545992.9,44982667.0,253239.9,668729.1,827891.1
Refrigerated bulk,84,42,916.5,1044.1,1998.3,1992.5,1999.1,1998.9,881.5,1748.6,1453.4,1464.4,102.0,174.2,191.5,193.2,48.0,144.6,88.5,89.8,552.6,42018.4,42825.2,3097325.1,6767805.7,7623296.7,36872.9,78575.8,84838.2
Ro-Ro,74,26,1410.6,711.9,2006.1,2007.8,2004.9,2005.3,582.8,509.5,567.3,556.9,53.5,101.3,74.3,79.2,56.0,72.5,62.1,63.0,294.6,22589.8,23023.6,791923.2,1689801.1,1759944.4,10701.7,25200.7,27222.7
Liquefied gas tanker,50,15,8961.5,7521.5,2011.2,2010.5,2008.5,2008.4,720.5,3604.5,5713.3,5480.2,101.5,332.3,661.9,665.5,84.5,114.7,170.4,171.6,1050.9,66899.3,68183.7,1879245.1,13199455.6,11106463.7,37584.9,326812.2,503014.7
Service - other,33,4,3.2,1.8,1994.2,1992.8,1994.1,1997.7,170.1,201.7,242.6,166.8,71.0,75.2,151.4,90.4,24.0,35.1,120.3,67.3,9.4,709.1,722.7,12299.0,25234.9,27192.1,372.7,829.3,936.4
Vehicle,25,10,671.1,229.0,2004.8,2003.8,2004.5,2004.7,644.3,542.5,526.6,517.1,52.0,46.2,63.9,63.4,48.0,49.6,57.3,57.8,55.0,4257.4,4339.2,231907.8,1022464.9,1184118.6,9276.3,35259.3,37946.7
Ferry-RoPax,24,1,3.2,0.7,1974.0,1974.0,1974.0,1974.0,119.3,119.3,121.5,121.5,31.0,31.0,82.7,82.7,38.0,38.0,47.7,47.7,12.9,969.9,988.5,25261.8,54652.4,72663.3,1052.6,2349.9,3348.7
Miscellaneous - fishing,7,4,8.5,9.9,1993.7,1990.0,1982.5,1982.1,178.9,739.3,1116.3,1733.3,30.0,100.5,271.4,279.2,5.0,93.0,320.3,331.0,4.2,324.6,330.9,69931.4,155121.4,176357.3,9990.2,23511.5,27871.4
Ferry-pax only,1,1,0.1,0.0,1983.0,1983.0,1983.0,1983.0,207.8,207.8,207.8,207.8,34.0,34.0,34.0,34.0,103.0,103.0,103.0,103.0,0.2,17.8,18.2,1316.4,2681.0,3377.3,1316.4,3061.3,4035.8
