Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,421,17,83.0,69.7,2005.3,2005.5,2007.1,2007.6,101.4,252.7,125.2,122.1,23.0,379.7,248.7,182.6,16.0,47.6,93.4,87.5,79.5,5966.4,6080.9,1781833.0,4213498.7,5641647.0,4232.4,10928.8,14755.7
Service - other,113,7,7.4,6.1,1996.7,1997.1,1999.7,2001.8,158.8,384.4,190.1,201.1,41.0,103.3,238.2,288.6,29.0,66.7,67.0,46.8,41.6,3123.7,3183.7,42825.4,87868.3,94683.4,379.0,843.3,952.2
Chemical tanker,71,9,64.7,105.7,2005.0,2007.0,2005.3,2005.2,63.5,88.3,98.8,98.5,11.0,95.2,82.6,83.9,50.0,86.6,94.4,94.7,111.8,8415.9,8577.5,126272.9,358826.7,425032.6,1778.5,5574.7,6535.2
Container,23,14,131.2,163.0,2007.4,2006.7,2008.0,2007.9,119.6,206.9,162.7,159.8,57.0,102.8,96.6,96.3,61.0,61.5,68.9,68.5,63.9,4928.1,5022.7,136946.3,429774.3,486439.8,5954.2,20369.3,24180.0
Bulk carrier,16,14,77.7,135.7,2004.8,2004.9,2006.1,2006.0,131.5,175.6,172.4,171.3,102.0,293.3,350.0,350.7,110.5,168.5,207.4,206.2,28.1,2169.3,2211.0,60230.5,122101.7,154610.9,3764.4,12362.4,14516.3
Miscellaneous - fishing,16,1,0.4,0.0,1991.0,1991.0,1991.0,1991.0,297.8,297.8,439.7,439.7,25.5,25.5,280.0,280.0,27.5,27.5,90.9,90.9,6.1,456.8,465.6,296.8,658.4,748.5,18.6,43.7,51.8
General cargo,13,10,7.9,10.7,1999.3,1996.4,2007.2,2007.2,109.7,100.8,99.8,97.8,12.0,102.7,96.5,109.4,22.0,43.2,54.8,53.1,6.6,499.2,508.8,12805.1,38739.9,54302.6,985.0,4130.8,5359.9
Oil tanker,3,3,39.4,72.1,2002.7,2002.7,2008.1,2008.2,139.9,144.5,144.3,144.0,8.0,10.3,12.0,12.1,93.0,339.0,354.2,349.2,58.9,4559.5,4647.0,25572.9,49659.4,53673.7,8524.3,21792.9,27263.3
Ferry-RoPax,2,1,0.2,0.0,1974.0,1974.0,1974.0,1974.0,86.2,86.2,86.2,86.2,11.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,0.1,7.5,7.7,1492.5,3228.8,4292.9,746.2,1666.0,2374.1
Liquefied gas tanker,1,1,0.3,0.4,2014.0,2014.0,2014.0,2014.0,59.0,59.0,59.0,59.0,38.0,38.0,38.0,38.0,52.0,52.0,52.0,52.0,1.3,99.5,101.4,288.8,836.8,924.1,288.8,1581.4,2079.5
