Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,329,71,16658.5,1521.9,1999.7,2002.9,2005.0,2004.3,433.2,482.1,567.4,525.4,35.0,34.5,54.2,54.2,9.0,9.9,9.8,11.6,3234.5,250081.1,254882.6,3573879.7,23887410.1,28705783.8,10862.9,64574.5,74150.2
Oil tanker,294,184,47378.7,90183.5,2007.4,2007.6,2009.9,2009.9,604.0,2515.2,3129.9,3215.2,118.5,309.0,867.0,874.7,45.0,88.0,66.2,66.1,4189.1,323422.5,329632.2,33303034.6,61952492.5,69108155.2,113275.6,292042.6,360642.8
Container,165,28,1076.5,1317.9,2006.5,2006.9,2007.4,2007.3,209.7,517.8,438.8,436.2,19.0,44.8,95.4,97.0,30.0,42.4,33.7,33.8,281.0,21526.8,21940.2,1530938.0,5160150.9,5845136.1,9278.4,32999.6,39302.9
General cargo,92,37,423.5,593.2,1996.9,2001.6,2002.4,2001.9,209.3,589.9,638.0,621.8,36.0,132.3,191.7,195.2,33.0,123.8,143.4,153.3,109.1,8310.3,8469.9,419870.1,1353609.9,1932594.5,4563.8,21765.3,28789.4
Chemical tanker,60,38,577.1,945.7,2005.2,2005.7,2007.0,2007.0,210.9,803.5,579.9,578.2,40.0,182.9,180.6,180.6,40.5,113.5,70.2,70.6,221.7,17022.2,17349.0,392022.9,1819408.3,2159566.0,6533.7,34998.1,43222.5
Bulk carrier,53,33,3409.3,6118.0,2005.3,2008.1,2011.7,2011.8,327.9,2133.9,3076.1,3329.8,35.0,497.9,1210.4,1218.2,47.0,336.4,149.1,147.7,340.1,26264.5,26768.7,1999672.9,4358123.1,5323965.2,37729.7,122955.5,147132.0
Vehicle,43,25,233.2,76.7,2006.2,2006.4,2005.2,2005.1,83.6,123.0,121.6,121.4,9.0,13.7,21.2,21.0,9.0,10.1,10.5,10.5,18.7,1447.2,1475.0,77688.4,342522.4,396675.8,1806.7,6867.3,7390.7
Refrigerated bulk,33,10,210.7,229.2,1994.5,1995.2,1994.2,1994.3,556.9,442.6,506.4,505.6,33.0,30.2,100.2,99.2,36.0,27.7,45.8,45.5,108.7,8258.8,8417.4,679893.2,1485599.6,1673388.2,20602.8,43904.4,47403.5
Liquefied gas tanker,25,14,546.6,621.4,2006.8,2008.4,2011.1,2011.0,763.8,1304.0,1272.8,1254.5,116.0,163.2,300.6,299.9,38.0,75.0,74.3,73.9,100.5,7694.6,7842.4,390458.4,1291730.6,1354664.7,15618.3,90520.1,122068.3
Service - tug,11,6,5.1,3.6,2006.9,2007.7,2007.9,2007.5,387.6,1050.1,619.2,551.6,77.0,1241.2,1679.8,877.4,56.0,102.0,85.5,90.6,11.3,851.1,867.4,91893.7,217300.9,290954.2,8354.0,21571.5,29125.1
Service - other,3,2,5.9,7.1,2003.7,2000.5,2007.0,2009.2,637.5,791.2,902.6,978.7,135.0,212.8,326.9,352.6,46.0,204.0,456.2,517.4,4.2,313.5,319.5,49221.9,100992.6,108825.6,16407.3,36509.0,41223.8
Ro-Ro,1,1,0.2,0.1,2010.0,2010.0,2010.0,2010.0,67.3,67.3,67.3,67.3,20.0,20.0,20.0,20.0,3.0,3.0,3.0,3.0,0.2,13.6,13.9,512.5,3951.3,1864.6,512.5,1250.8,1783.0
Ferry-RoPax,1,1,0.0,0.0,1974.0,1974.0,1974.0,1974.0,55.5,55.5,55.5,55.5,8.0,8.0,8.0,8.0,163.0,163.0,163.0,163.0,0.7,54.9,56.0,417.7,903.7,1201.5,417.7,932.6,1329.0
