Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,327,71,11369.4,1111.8,1999.8,2002.9,2003.4,2002.3,138.3,468.2,388.8,386.1,14.0,33.0,48.7,49.1,9.0,11.6,10.1,11.4,2569.7,198718.0,202533.4,2852133.7,17985715.1,21544089.7,8722.1,48903.6,55783.0
Oil tanker,291,182,26745.6,50805.3,2007.4,2007.6,2010.5,2010.6,415.3,1381.7,1788.8,1834.5,83.0,200.7,897.4,913.1,33.0,79.8,85.4,84.5,2579.1,199200.8,203025.5,18015454.0,32921068.1,36389678.0,61908.8,160141.5,199553.6
Container,164,28,1543.6,1915.8,2006.5,2006.9,2008.0,2007.9,334.4,517.4,638.0,643.6,32.5,43.1,77.8,78.1,16.0,13.1,21.0,21.0,333.6,25635.5,26127.7,1899224.5,7010903.0,7965339.3,11580.6,45680.1,55229.5
General cargo,90,36,580.7,851.3,1996.9,2001.8,1998.8,1998.5,120.3,745.4,887.9,904.9,29.0,104.6,219.5,212.4,20.5,79.8,181.3,192.6,118.4,9044.8,9218.5,498034.8,1656829.8,2387491.1,5533.7,27987.5,37385.0
Chemical tanker,60,36,678.6,1118.7,2004.0,2005.4,2007.1,2007.2,297.1,893.3,714.1,717.5,32.5,131.0,186.3,185.4,40.5,128.6,94.0,91.4,186.0,14280.0,14554.2,380401.9,1954176.5,2298040.5,6340.0,37820.0,46567.2
Bulk carrier,55,35,2364.5,4171.6,2005.4,2008.0,2007.1,2006.6,663.3,1617.7,2038.4,2173.4,104.0,225.6,527.4,560.8,62.0,353.0,257.2,229.7,268.2,20675.6,21072.6,1449424.8,3200368.9,4149607.5,26353.2,90183.1,109238.2
Vehicle,43,25,2194.2,764.9,2006.2,2006.4,2005.2,2004.9,541.1,1005.6,1144.2,1210.5,48.0,80.4,292.9,305.9,5.0,7.1,7.2,7.3,144.3,11171.8,11386.3,774567.0,3415009.8,3954929.4,18013.2,68468.1,73686.7
Refrigerated bulk,33,10,130.9,141.3,1994.5,1995.2,1993.5,1993.6,181.9,222.5,314.5,311.8,33.0,26.4,36.7,36.5,4.0,16.6,10.6,10.7,64.7,4918.8,5013.2,419310.1,916213.0,1032027.8,12706.4,27077.1,29235.2
Liquefied gas tanker,24,14,479.4,564.2,2006.4,2008.4,2005.3,2005.2,676.3,1271.4,1258.6,1280.3,71.0,165.7,376.4,386.1,16.5,90.9,169.0,170.2,95.8,7364.0,7505.4,338657.0,1159257.0,1200494.6,14110.7,83047.0,112713.7
Service - tug,11,6,2.6,2.0,2007.4,2008.5,2008.2,2007.9,160.0,279.2,317.5,312.8,27.0,120.0,63.3,41.9,56.0,277.3,699.8,719.4,3.3,246.0,250.7,52223.1,123491.8,165348.9,4747.6,12259.0,16551.8
Service - other,4,3,2.2,1.9,2002.5,2000.0,2002.8,2006.7,250.0,1326.2,330.2,257.3,50.0,98.3,106.3,74.6,79.0,215.7,244.7,170.1,2.9,214.7,218.9,13127.3,26934.4,29023.4,3281.8,7302.6,8245.7
Ro-Ro,1,1,3.4,2.0,2010.0,2010.0,2010.0,2010.0,975.8,975.8,975.8,975.8,468.0,468.0,468.0,468.0,111.0,111.0,111.0,111.0,3.7,279.8,285.2,7434.8,57319.2,27048.4,7434.8,18144.0,25864.9
Ferry-RoPax,1,1,0.3,0.1,1974.0,1974.0,1974.0,1974.0,324.6,324.6,324.6,324.6,115.0,115.0,115.0,115.0,15.0,15.0,15.0,15.0,0.4,29.3,29.9,2443.0,5285.3,7027.1,2443.0,5454.1,7772.4
