Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,797,176,1082.7,1312.5,1990.3,1990.7,1991.9,1991.5,390.2,476.4,482.6,479.7,56.0,84.6,191.1,188.1,64.0,74.2,99.5,99.4,282.7,21334.8,21744.4,3489958.6,10060285.2,14330245.3,4378.9,14973.2,20869.0
Oil tanker,563,58,1413.8,2259.5,2003.8,2006.3,2005.6,2005.8,239.8,374.3,391.5,395.8,67.0,184.7,497.7,511.1,42.0,61.7,68.9,67.7,992.2,74528.3,75959.2,3746569.3,6178628.8,6667132.2,6654.7,19174.8,24138.8
Ferry-RoPax,461,10,1499.0,560.9,1991.3,1991.1,1988.8,1988.4,213.6,218.2,310.6,310.3,25.0,26.8,51.6,52.2,17.0,19.8,59.7,59.8,505.5,38264.2,38998.9,3485113.0,8618408.6,10574842.8,7559.9,16137.4,14697.8
Ro-Ro,373,7,813.7,558.0,2004.1,2001.4,2005.4,2005.3,238.2,252.1,270.0,269.9,27.0,31.3,50.6,50.5,18.0,20.4,33.9,33.9,259.0,20001.5,20385.5,769189.7,2835554.6,2012651.3,2062.2,4905.2,5782.7
Bulk carrier,57,11,59.7,81.1,1982.4,1984.8,1986.9,1988.9,263.8,300.4,315.3,302.7,91.0,134.3,156.1,146.1,25.0,37.5,57.1,57.5,36.3,2733.9,2786.4,141444.3,322957.1,388477.4,2481.5,7569.6,9441.3
Chemical tanker,49,22,86.2,121.8,2009.0,2009.3,2008.9,2008.9,241.4,413.9,399.6,395.7,121.0,146.4,289.9,300.5,31.0,52.6,89.1,89.0,130.9,9829.4,10018.1,222555.5,661930.8,839239.9,4541.9,15145.3,19363.4
Service - tug,38,24,15.0,13.3,2009.4,2008.4,2008.1,2006.0,415.5,622.0,568.1,579.5,180.5,386.2,408.5,384.3,30.5,445.7,782.6,772.6,32.6,2447.3,2494.3,339458.6,802717.3,1074795.1,8933.1,23066.9,31144.3
Service - other,3,3,0.7,0.3,1981.3,1981.3,1979.6,1978.7,77.4,179.3,120.4,129.0,224.0,221.3,242.4,241.4,51.0,77.0,89.3,93.5,1.7,129.2,131.7,1851.3,3798.5,4093.1,617.1,1373.1,1550.5
Ferry-pax only,2,2,1.8,0.2,1977.0,1977.0,1968.7,1968.8,4126.6,4126.6,2950.5,2935.2,2787.5,2787.5,4688.5,4683.1,26.5,26.5,41.9,41.9,10.5,790.1,805.3,15213.6,30984.0,39030.3,7606.8,17689.3,23320.3
Refrigerated bulk,1,1,0.7,0.7,1995.0,1995.0,1995.0,1995.0,177.2,177.2,177.2,177.2,154.0,154.0,154.0,154.0,16.0,16.0,16.0,16.0,2.3,171.9,175.2,1933.9,4225.7,4759.9,1933.9,4121.2,4449.6
Miscellaneous - fishing,1,1,0.1,0.1,1984.0,1984.0,1984.0,1984.0,185.0,185.0,185.0,185.0,1966.0,1966.0,1966.0,1966.0,392.0,392.0,392.0,392.0,3.8,287.3,292.8,538.7,1195.0,1358.6,538.7,1267.9,1503.0
