Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,140,62,1626.6,1615.9,1993.4,1995.4,1992.7,1996.4,1692.7,1693.8,1724.2,1568.6,140.5,174.9,239.6,216.4,14.5,34.3,29.2,34.0,344.1,26388.0,26894.7,2392895.2,7126944.7,10107977.4,17092.1,65962.7,89006.8
Bulk carrier,138,130,11795.2,20787.8,2008.6,2008.8,2009.0,2008.9,2492.4,2633.6,2820.2,2864.4,264.5,265.9,397.6,404.0,10.0,15.9,12.8,12.7,968.4,74894.9,76332.9,6691854.4,15469895.0,19519323.3,48491.7,177916.5,214361.4
Container,110,22,1509.4,1863.6,2002.7,2002.3,2003.6,2003.3,935.8,1338.9,1167.7,1177.1,66.0,105.5,143.2,148.2,27.5,25.6,33.0,33.3,385.4,29622.8,30191.5,2510463.8,7940529.9,9020072.8,22822.4,75966.7,89745.5
Miscellaneous - fishing,76,59,419.7,329.4,1995.2,1995.1,1994.3,1993.6,4583.3,7057.0,6819.2,7347.1,677.5,995.8,1519.6,1498.3,34.0,169.1,286.2,334.6,355.8,26742.8,27256.3,2316168.9,5137709.1,5841054.9,30475.9,71723.7,85024.0
Cruise,39,33,1422.6,168.0,1993.9,1994.1,1998.5,1996.6,947.1,1485.5,1116.3,1147.4,68.0,120.5,102.0,110.9,10.0,19.3,16.9,16.8,306.2,23604.7,24057.9,693738.3,3698968.0,4994730.1,17788.2,83973.1,103924.0
Chemical tanker,32,29,1130.9,1821.2,2007.4,2007.6,2007.8,2007.9,1616.0,1767.6,1697.3,1701.0,158.0,225.7,217.1,213.8,16.5,22.6,19.9,19.6,200.2,15405.0,15700.7,611579.8,3102703.3,3611910.3,19111.9,112562.4,137011.7
Liquefied gas tanker,21,8,877.0,896.8,2011.7,2009.8,2009.9,2010.2,800.2,1608.3,2095.5,1969.5,144.0,191.3,334.3,322.4,17.0,26.8,43.2,39.8,94.1,6884.3,7016.5,492231.7,1803257.0,1822603.5,23439.6,142347.3,195672.6
Refrigerated bulk,20,15,561.7,644.3,1994.0,1995.0,2000.0,1999.6,5188.4,5052.1,5726.4,5680.5,709.0,609.6,930.9,930.0,55.5,105.7,97.1,98.5,325.7,24722.5,25197.2,1911272.7,4176223.6,4704123.2,95563.6,203645.0,219875.5
Oil tanker,19,19,4321.5,8138.0,2007.7,2007.7,2009.2,2009.2,2649.3,2940.6,3168.8,3175.8,256.0,676.3,862.8,850.1,15.0,14.9,13.3,13.2,488.9,37808.9,38534.9,3147073.7,6007139.2,6783887.8,165635.5,437197.2,529865.2
Service - other,16,16,173.2,70.9,2001.7,2001.7,2001.1,1999.6,1506.7,2121.3,2513.1,1927.0,148.0,295.1,685.3,513.1,68.0,126.7,119.0,160.5,64.8,4847.2,4940.3,494905.9,1015438.2,1094196.1,30931.6,68828.0,77716.6
Service - tug,12,10,31.1,26.9,2003.3,2005.8,2001.9,2001.8,2160.4,2477.1,2082.8,2079.9,335.5,523.6,527.6,535.6,25.0,78.2,85.0,89.4,32.4,2443.4,2490.3,687723.7,1626259.6,2177473.7,57310.3,147985.5,199805.5
Ferry-pax only,3,2,7.3,0.7,1942.7,1955.0,1983.9,1966.9,2336.1,2354.9,2751.8,2398.1,295.0,295.0,297.2,295.6,42.0,163.5,49.8,144.2,5.3,400.3,407.9,33641.0,78883.2,100703.0,11213.7,28134.3,37151.3
Ferry-RoPax,2,1,83.2,6.1,2003.0,2003.0,2003.0,2003.0,2575.6,2575.6,2575.6,2575.6,196.0,196.0,234.0,234.0,4.0,4.0,4.0,4.0,13.4,1029.8,1049.6,37892.5,93705.1,114976.8,18946.2,40442.7,36834.8
Vehicle,1,1,31.1,9.9,2006.0,2006.0,2006.0,2006.0,506.4,506.4,506.4,506.4,104.0,104.0,104.0,104.0,20.0,20.0,20.0,20.0,1.5,114.4,116.6,10065.6,44378.3,51394.6,10065.6,38259.2,41175.3
