Inventory,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
All Global Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
All International Voyages,1229088,41343,71953336.7,102531467.9,2003.7,2003.8,2009.2,2009.4,668.4,1825.5,2058.1,2438.9,67.0,228.6,428.3,471.9,22.0,79.5,68.9,76.8,7386879.1,561972489.7,572762361.5,42427448653.6,117844885887.1,135247567981.6,34519.5,120548.3,148093.0
All Domestic Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
Int. Arr. Inventory,629,407,23990.3,36379.6,2000.6,2002.0,2006.4,2007.7,1704.3,2959.5,2288.9,2537.6,163.0,371.9,459.7,488.9,17.0,52.3,24.6,20.6,3586.1,274909.0,280187.3,22031507.0,57322034.2,69944427.5,35026.2,115931.8,141900.8
Int. Dep. Inventory,649,424,27771.3,42303.7,2000.7,2001.9,2007.0,2008.6,1954.8,3904.2,2596.1,2881.0,203.0,517.4,461.4,472.2,48.0,201.8,103.4,97.2,4229.7,323628.0,329841.7,25196692.8,65432189.5,79329642.9,38823.9,129032.3,158168.3
Domestic Inventory,619,70,659.9,662.7,2000.3,2000.5,2003.0,2004.1,250.7,574.2,241.0,238.2,26.0,93.9,162.3,113.3,40.0,91.3,94.7,91.0,550.9,41548.7,42346.4,1685609.3,3992193.1,4994095.8,2723.1,8178.3,10370.2
