Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,2802,440,182834.4,210762.9,2007.3,2007.7,2007.8,2007.8,1060.3,1456.1,1420.9,1417.1,69.0,102.8,164.6,166.6,23.0,30.1,23.9,23.9,23843.8,1844997.3,1880421.2,150147472.9,431846704.3,484740990.4,53585.8,171039.2,199104.0
Bulk carrier,1286,886,219461.4,411501.2,2010.4,2010.9,2010.4,2010.3,2071.2,3169.5,3844.1,3949.5,235.5,323.7,597.4,604.3,63.5,92.3,105.7,106.0,14612.3,1130533.9,1152240.1,100693398.1,221296722.1,261776613.2,78299.7,257985.3,305080.3
General cargo,625,263,8187.9,11358.7,1999.8,2004.5,2005.3,2006.6,849.7,1681.7,1472.9,1408.1,97.0,185.4,278.1,271.0,42.0,71.3,66.4,68.2,1567.9,120206.8,122514.7,7713402.2,25039725.2,35919272.5,12341.4,59196.3,78991.0
Chemical tanker,479,274,15663.5,25863.0,2009.7,2010.1,2010.5,2010.6,1594.9,1802.0,1724.3,1727.3,136.0,190.8,241.5,242.0,39.0,54.8,56.3,56.5,2810.5,216061.7,220210.1,10214572.0,46963868.7,54759960.4,21324.8,112804.0,136500.1
Oil tanker,416,245,62196.8,117637.2,2007.8,2007.9,2010.8,2010.8,1047.1,2308.6,2677.7,2736.1,123.5,248.5,750.8,759.5,42.0,65.0,63.2,63.3,5894.9,454670.1,463399.8,45655458.1,84321022.6,95566552.1,109748.7,282125.4,348852.6
Vehicle,321,152,26253.8,8661.1,2006.4,2007.7,2006.7,2006.6,1131.3,1367.2,1479.5,1488.3,82.0,102.2,217.3,219.0,13.0,20.0,20.2,20.0,1650.7,127730.6,130183.0,8770501.4,38668507.3,44782072.6,27322.4,103852.6,111768.1
Cruise,234,66,11920.8,1173.4,2000.0,1999.8,2002.0,2001.3,539.7,847.4,686.6,690.0,42.5,70.0,64.3,67.4,10.0,26.4,12.9,13.0,2783.7,215448.9,219585.5,5549997.3,23567236.5,25171576.6,23717.9,88958.5,88658.9
Liquefied gas tanker,196,38,4412.0,4442.8,2005.8,2006.7,2007.8,2007.4,1600.0,1893.9,1904.3,1845.3,123.0,172.4,270.5,264.0,32.0,55.4,114.0,101.0,850.8,62981.9,64191.2,2393993.7,8895013.8,8946289.8,12214.3,74673.3,102918.0
Refrigerated bulk,186,50,1733.4,1887.8,1996.5,1995.6,1996.9,1997.0,493.1,1274.2,806.9,819.6,33.0,98.1,119.0,120.4,36.0,52.0,45.9,46.4,904.6,68885.7,70208.3,5600450.4,12237256.2,13784118.2,30109.9,64164.0,69277.8
Ferry-pax only,134,3,29.9,5.2,2009.6,1994.3,1995.7,1982.5,278.7,504.2,386.3,582.6,16.0,58.7,46.2,73.6,11.0,46.3,42.5,53.9,20.0,1501.9,1530.7,217209.1,525444.2,672588.5,1621.0,4138.5,5466.8
Service - tug,44,33,55.3,48.6,1999.6,1997.6,2007.3,2007.7,633.9,1392.2,2554.0,2686.4,168.5,506.4,1195.7,1195.2,77.0,298.2,1405.4,1490.8,76.8,5767.8,5878.6,1243672.8,2940911.8,3937721.9,28265.3,72986.1,98543.6
Miscellaneous - fishing,24,9,82.8,97.4,1979.3,1980.8,1981.8,1981.1,640.6,2396.5,3094.7,3066.3,77.5,312.9,1156.0,1187.0,67.0,177.3,99.1,100.0,69.2,5197.8,5297.6,685108.6,1519703.0,1727748.4,28546.2,67182.2,79640.4
Service - other,17,14,307.9,386.7,1996.9,1997.7,1992.9,1996.7,1121.5,1676.6,1926.9,2094.6,241.0,443.5,471.3,485.2,95.0,313.9,235.5,269.0,66.8,5094.8,5192.6,2698382.2,5536487.9,5965901.0,158728.4,353197.3,398809.8
Ro-Ro,3,2,9.2,7.9,1981.0,1982.0,1983.6,1981.8,772.8,737.1,754.8,733.2,96.0,106.0,115.4,105.7,173.0,495.2,359.3,595.3,20.5,1542.3,1571.9,28775.6,221849.1,104688.5,9591.9,23408.2,33369.3
Ferry-RoPax,3,2,12.3,1.1,1996.0,1990.5,2006.2,2004.8,452.9,420.9,510.2,497.9,85.0,88.2,65.6,67.7,15.0,15.2,15.9,15.9,4.1,311.4,317.4,8766.4,20922.6,26214.2,2922.1,6317.3,6688.7
