Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
El Bosque,565,135,5122.5,5740.5,2006.4,2005.6,2011.8,2011.7,130.6,349.0,420.1,426.1,16.0,106.8,76.8,76.2,14.0,62.5,20.5,21.0,686.4,52838.7,53853.2,4039796.7,11796532.8,13697702.8,7150.1,23888.9,28385.9
Santa Marta,470,161,7085.3,12468.4,2006.2,2006.3,2006.1,2006.1,131.4,386.2,721.8,1049.7,13.0,101.0,21.6,20.4,10.0,42.5,1951.1,2137.0,682.8,52567.8,53577.1,4406330.6,10823535.1,12450427.6,9375.2,28056.1,32654.3
Barranquilla,450,204,1269.5,1897.2,2004.5,2007.4,2008.9,2009.1,112.3,300.1,204.5,207.1,16.0,60.9,99.4,98.9,23.0,96.9,71.4,76.6,372.8,28482.2,29029.1,1673438.4,4960829.9,5963484.9,3718.8,13048.6,15880.9
Mamonal,289,109,793.6,998.2,2004.8,2004.2,2006.7,2006.8,148.0,332.6,238.6,270.7,53.0,150.8,120.3,138.0,25.0,83.9,52.8,58.5,298.6,22709.8,23145.8,887066.7,2676338.2,3293159.0,3069.4,10902.1,13636.8
Cartagena,218,81,1048.5,1251.4,1998.8,2003.4,2009.4,2009.1,308.3,481.8,431.8,435.4,45.0,209.3,122.1,98.0,33.0,69.2,31.9,33.9,194.7,14879.0,15164.6,1248052.5,3412436.1,4259435.3,5725.0,18053.8,22725.5
Turbo,177,44,1460.5,1812.7,2005.0,2004.6,2005.0,2004.9,253.3,306.0,334.3,340.3,26.0,40.5,64.6,65.9,25.0,34.4,36.8,37.3,306.1,23610.4,24063.7,1588473.5,5759087.4,6335817.1,8974.4,33225.5,39202.7
San Andres,168,12,131.9,172.0,1982.3,1981.9,1991.5,1990.6,426.2,410.8,471.0,471.8,46.5,71.8,53.6,53.1,54.5,55.0,70.4,69.6,74.9,5625.8,5733.8,567967.2,1550682.2,2116946.8,3380.8,10583.4,14414.2
Buenaventura,134,49,5623.2,6048.9,2011.1,2008.9,2014.6,2014.7,694.9,747.5,702.2,704.3,84.0,111.5,89.1,90.6,19.0,63.2,20.9,22.0,483.5,37371.7,38089.3,3198898.6,9640330.8,11269635.3,23872.4,86370.0,102153.0
Puerto Bolivar,84,35,395.3,600.8,1999.6,2000.7,2004.9,2004.8,200.1,418.2,280.6,288.9,17.0,68.6,137.6,148.0,12.5,66.8,67.9,74.4,87.1,6677.5,6805.7,458057.0,1473046.2,1810243.6,5453.1,20946.2,26149.9
Carbonera Muelle,80,72,644.5,1189.7,2010.4,2010.8,2009.0,2008.8,87.3,163.5,137.8,135.8,69.5,115.4,159.2,160.2,46.0,53.7,46.8,47.4,85.9,6642.6,6770.1,328729.2,711623.3,854774.7,4109.1,13401.2,15878.8
