Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1127,108,13749.7,15945.6,2007.8,2008.0,2012.0,2011.6,142.3,386.6,436.6,425.4,14.0,50.1,75.7,75.2,13.0,15.8,20.0,20.0,1729.6,133458.4,136020.8,10232282.6,32588446.7,37052824.8,9079.2,32608.1,38532.8
Service - tug,505,38,74.1,55.8,2005.8,2004.2,2004.8,2001.8,129.6,556.8,440.7,457.1,53.0,556.4,1623.6,1365.5,24.0,138.6,272.3,344.0,258.7,19425.6,19798.6,1426429.8,3373077.1,4516368.0,2824.6,7293.7,9847.7
General cargo,494,89,461.8,674.2,1984.3,2000.4,1995.4,1995.8,389.5,241.2,245.5,246.6,45.0,69.9,181.8,183.7,51.0,63.7,121.9,120.8,162.7,12294.1,12530.2,1196584.0,3526800.3,5054934.5,2422.2,8735.7,12228.6
Bulk carrier,280,202,7563.0,14235.5,2010.4,2010.8,2007.0,2006.9,147.1,363.4,665.9,696.1,23.0,70.4,46.4,44.4,77.0,100.3,1845.7,1888.9,567.5,43908.0,44751.0,3571661.8,7401665.8,8816649.6,12755.9,39218.0,45978.6
Chemical tanker,230,84,877.2,1422.0,2007.3,2009.2,2006.9,2006.9,212.8,333.5,270.1,268.8,39.0,47.4,93.8,95.0,31.0,37.8,60.4,60.9,406.4,31094.1,31691.1,1194829.2,4014336.0,4819000.8,5194.9,19912.6,24269.6
Vehicle,79,35,909.8,290.9,2005.6,2006.8,2007.1,2007.0,139.4,240.9,217.6,215.3,13.0,26.1,42.9,42.0,6.0,7.5,7.9,8.0,61.6,4768.5,4860.0,294618.0,1298949.5,1504315.9,3729.3,14175.2,15255.7
Refrigerated bulk,58,11,231.9,256.2,2002.9,1999.7,2003.2,2003.2,295.2,259.4,297.1,297.1,19.0,26.4,21.5,21.4,19.0,31.1,19.2,19.1,115.8,8820.8,8990.1,759950.0,1660527.6,1870428.2,13102.6,27921.5,30146.8
Oil tanker,53,33,493.6,889.1,2005.1,2006.0,2007.7,2007.7,180.4,283.8,261.9,265.7,48.0,84.5,126.3,128.8,38.0,56.5,55.2,55.4,174.5,13412.2,13669.8,584719.2,1173542.0,1336936.3,11032.4,29555.0,36109.1
Service - other,23,3,58.7,45.7,2013.4,1999.3,1994.0,1991.2,798.8,819.2,753.5,720.1,99.0,171.7,239.0,260.3,52.0,43.3,77.3,65.1,28.7,2154.7,2196.1,319099.4,654722.0,705502.6,13873.9,30871.7,34858.6
Liquefied gas tanker,20,9,28.2,32.7,2003.8,2003.7,2004.7,2004.6,137.3,178.3,176.7,174.0,81.0,90.4,138.1,137.0,38.0,41.2,54.8,55.6,26.8,2014.5,2053.2,24683.9,71513.2,78973.5,1234.2,6757.2,8885.8
Cruise,18,9,142.6,15.0,1997.7,1997.9,2001.1,1997.7,141.6,147.0,144.0,144.0,15.0,44.3,19.4,53.0,8.5,8.8,7.8,7.3,49.9,3838.7,3912.4,78725.5,328748.7,401498.1,4373.6,16450.5,18673.9
Ferry-RoPax,6,2,6.0,0.8,1979.5,1990.5,1996.7,1988.1,416.6,388.3,372.9,391.6,172.5,114.5,110.1,168.4,31.5,31.5,24.2,36.1,7.6,573.1,584.1,18212.0,40067.9,52725.7,3035.3,6741.2,9212.2
Ferry-pax only,2,2,2.0,1.1,1963.5,1963.5,1967.8,1962.3,1423.4,1423.4,156.7,253.1,299.5,299.5,169.4,336.9,1043.0,1043.0,875.2,1091.3,6.9,517.6,527.5,65812.4,144532.3,183417.1,32906.2,79646.4,105092.8
Miscellaneous - fishing,2,1,13.8,18.5,1980.0,1980.0,1980.0,1980.0,5536.6,5536.6,5536.6,5536.6,694.0,694.0,1107.8,1107.8,332.5,332.5,142.5,142.5,15.8,1187.8,1210.6,130355.7,289154.1,328738.9,65177.9,153393.1,181838.2
