Inventory,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
All Global Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
All International Voyages,1229088,41343,71953336.7,102531467.9,2003.7,2003.8,2009.2,2009.4,668.4,1825.5,2058.1,2438.9,67.0,228.6,428.3,471.9,22.0,79.5,68.9,76.8,7386879.1,561972489.7,572762361.5,42427448653.6,117844885887.1,135247567981.6,34519.5,120548.3,148093.0
All Domestic Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
Int. Arr. Inventory,1862,937,91061.7,105732.2,2004.3,2004.9,2006.7,2007.2,1540.7,2407.3,1913.5,1956.5,138.5,306.4,286.5,320.5,36.0,164.2,110.9,138.3,13443.1,1036222.6,1056118.0,77645001.6,208757520.8,245808924.3,41699.8,134292.5,158947.7
Int. Dep. Inventory,1863,936,77035.9,89041.6,2004.3,2005.0,2007.0,2007.2,1484.5,1947.7,1615.0,1640.5,116.0,208.2,227.1,249.0,30.0,101.3,61.8,65.7,10719.4,826204.5,842067.6,66523585.3,184195642.9,216303189.9,35707.8,116185.1,137406.4
Domestic Inventory,397,28,334.0,160.4,2004.6,1996.3,2006.3,2002.2,181.1,1090.4,276.8,285.1,17.0,142.2,279.2,271.1,26.0,147.2,177.9,254.8,249.5,18749.3,19109.3,831775.2,2042735.5,2549597.0,2095.2,5107.2,5834.4
