Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,512,128,23021.3,28607.6,2005.5,2004.6,2005.6,2005.6,1456.1,1179.0,1274.7,1283.5,96.0,94.7,117.0,117.5,25.0,46.9,32.2,32.6,3401.8,263308.7,268364.2,23306831.3,68793678.9,76294183.8,45521.2,142991.4,165965.9
Bulk carrier,280,249,13055.2,22024.1,2007.6,2007.9,2008.8,2008.7,1542.2,1861.6,1931.0,1956.7,150.0,215.8,363.7,373.1,69.0,104.1,97.3,97.1,1224.7,94638.2,96455.2,8536936.0,19492267.6,26183114.6,30489.1,113533.7,138307.1
General cargo,233,139,2326.5,3282.5,2000.2,2004.3,2005.5,2005.5,1188.4,1449.1,1527.9,1546.5,129.0,157.3,223.1,224.5,41.0,113.2,84.2,81.9,485.9,37223.7,37938.4,3232035.1,9997072.1,14261429.4,13871.4,58979.7,79305.3
Chemical tanker,185,136,7702.4,12233.6,2007.4,2007.7,2009.3,2009.1,1577.9,1860.5,2087.4,2060.2,143.0,173.1,335.6,330.4,30.0,56.1,59.7,59.9,1240.0,95824.9,97664.7,3407088.1,19506049.6,22686121.5,18416.7,123055.2,150739.5
Ro-Ro,151,30,11273.4,5692.4,2005.7,2006.6,2005.2,2005.6,1554.4,1536.0,1506.2,1474.7,100.0,106.5,135.0,132.3,21.0,66.2,68.5,66.2,1251.1,96729.1,98586.3,6119295.6,11346784.8,13165011.5,40525.1,95256.2,101187.3
Miscellaneous - fishing,121,57,670.5,528.6,1992.8,1992.0,1991.1,1990.3,1725.4,5619.8,5086.7,4878.5,288.0,661.7,1448.4,1355.6,38.0,287.8,428.3,533.7,375.5,28238.2,28780.3,3717639.4,8246440.9,9375368.3,30724.3,72308.2,85717.0
Refrigerated bulk,106,35,1896.8,2074.3,2000.2,1994.1,2002.9,2003.0,1913.9,2043.8,2191.9,2175.0,124.5,189.9,204.8,202.2,33.0,77.2,47.5,47.2,917.8,69995.4,71339.3,6153814.9,13446384.4,15146087.4,58054.9,123714.3,133574.2
Vehicle,88,40,9635.6,3343.3,2006.9,2008.8,2009.5,2008.6,1256.5,2485.1,1921.6,1869.4,92.5,180.4,211.7,203.5,20.5,28.9,35.4,35.0,589.4,45560.5,46435.3,3385560.5,14926691.7,17286630.3,38472.3,146233.1,157378.9
Oil tanker,79,57,5492.0,10009.8,2005.7,2005.4,2007.9,2008.0,1655.3,1775.3,1901.9,1919.0,176.0,214.4,284.7,288.2,31.0,105.5,89.2,83.3,671.2,51723.7,52716.8,5848338.0,10495696.9,12206533.5,74029.6,199538.2,244664.1
Liquefied gas tanker,48,18,869.4,984.9,2010.4,2009.8,2010.8,2010.7,1545.8,1754.7,1712.5,1694.2,128.0,161.7,263.8,264.6,29.5,32.8,37.3,37.6,177.0,13574.3,13834.9,743447.9,2153889.8,2378584.1,15488.5,84798.9,111512.6
Service - other,24,19,229.0,120.4,2005.3,2003.8,2006.7,2007.9,1924.3,2661.2,2191.6,2145.3,270.5,459.4,560.2,601.0,69.0,178.2,197.8,162.5,113.1,8577.5,8742.2,839896.6,1723283.4,1856942.3,34995.7,77871.3,87927.7
Service - tug,23,16,45.9,42.7,1999.6,2001.5,2003.8,2002.9,1101.2,1302.2,1202.4,1230.0,199.0,246.2,267.0,282.0,28.0,87.9,212.5,218.9,61.4,4618.4,4707.0,1091750.4,2581661.1,3456704.7,47467.4,122569.4,165489.4
Cruise,12,11,814.9,96.5,1999.7,1998.3,2004.3,2002.8,879.1,1046.6,1291.3,1340.7,59.0,73.7,115.4,120.0,10.0,12.4,12.1,11.7,174.4,13488.0,13747.0,135341.3,1471868.2,1989455.8,11278.4,107936.6,137914.3
Ferry-RoPax,1,1,3.0,0.9,2014.0,2014.0,2014.0,2014.0,1109.3,1109.3,1109.3,1109.3,219.0,219.0,219.0,219.0,5709.0,5709.0,5709.0,5709.0,36.0,2704.2,2756.1,5610.1,13873.4,17022.8,5610.1,11975.4,10907.1
