,imp_code_str3,imp_name,HS2,Description,USD,tonne
0,024,Angola,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2254164409.418,3459367.191625
1,024,Angola,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",1514476528.939,175886.366096
2,024,Angola,89,"Ships, boats and floating structures",1314354004.855,173649.02292800002
3,024,Angola,02,Meat and edible meat offal,683879352.4330001,616290.6976170001
4,024,Angola,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",622482146.676,117640.19620800001
5,024,Angola,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",587461893.076,90936.15083
6,024,Angola,39,Plastics and articles thereof,394704766.004,307510.001562
7,024,Angola,73,Iron or steel articles,382534302.827,150511.72232899998
8,024,Angola,10,Cereals,354992688.40000004,729501.172841
9,024,Angola,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",314304435.976,622537.971499
10,024,Angola,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",303569605.604,245189.540923
11,024,Angola,30,Pharmaceutical products,228931600.388,20913.24049
12,024,Angola,72,Iron and steel,214319008.181,175449.329276
13,024,Angola,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",202121624.481,338074.461267
14,024,Angola,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",178053844.06599998,103656.65640200001
15,024,Angola,17,Sugars and sugar confectionery,176630167.618,275419.176656
16,024,Angola,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",174376490.891,131199.625867
17,024,Angola,38,Chemical products n.e.c.,145743091.461,48341.76629
18,024,Angola,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",145396875.404,123704.494176
19,024,Angola,22,"Beverages, spirits and vinegar",140285867.069,193635.568446
20,024,Angola,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",137427508.818,47115.730278
21,024,Angola,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",135719348.201,66896.89902
22,024,Angola,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",125644083.337,69740.382837
23,024,Angola,40,Rubber and articles thereof,125463761.553,64122.195029
24,024,Angola,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",114578932.479,101729.586665
25,024,Angola,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",108228046.515,7875.874522
26,024,Angola,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",100634416.554,193140.137652
27,024,Angola,21,Miscellaneous edible preparations,99322558.79100001,86333.915052
28,024,Angola,29,Organic chemicals,90567113.359,48706.935163
29,024,Angola,07,Vegetables and certain roots and tubers; edible,84559375.652,84743.39482500001
30,024,Angola,76,Aluminium and articles thereof,80880013.509,30101.008566999997
31,024,Angola,83,Metal; miscellaneous products of base metal,79151020.39,19217.334778
32,024,Angola,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",73174628.582,30190.80219
33,024,Angola,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",66803496.018,88592.914902
34,024,Angola,64,Footwear; gaiters and the like; parts of such articles,58796565.677,41714.424007
35,024,Angola,31,Fertilizers,53271561.324,88063.27457200001
36,024,Angola,69,Ceramic products,50180697.041,97383.032179
37,024,Angola,20,"Preparations of vegetables, fruit, nuts or other parts of plants",50055080.802,71144.55068700001
38,024,Angola,70,Glass and glassware,46024451.43,48826.593657
39,024,Angola,74,Copper and articles thereof,38914463.967,3545.435645
40,024,Angola,96,Miscellaneous manufactured articles,38019010.673,27082.52697
41,024,Angola,62,Apparel and clothing accessories; not knitted or crocheted,29126541.594,7276.060201999999
42,024,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",27769220.116,293061.5215319999
43,024,Angola,61,Apparel and clothing accessories; knitted or crocheted,27244122.483,10225.810676000001
44,024,Angola,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",27229685.249,80231.04289
45,024,Angola,05,Animal originated products; not elsewhere specified or included,26145025.093,21860.622635
46,024,Angola,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",26096141.954,17226.396454
47,024,Angola,23,"Food industries, residues and wastes thereof; prepared animal fodder",24841525.207000002,31841.977561
48,024,Angola,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",23624703.255,5556.139432
49,024,Angola,88,"Aircraft, spacecraft, and parts thereof",22291095.803999998,902.9857350000001
50,024,Angola,44,Wood and articles of wood; wood charcoal,19292203.26,18940.109042
51,024,Angola,95,"Toys, games and sports requisites; parts and accessories thereof",18615159.597,5904.670425
