Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Manila South Harbor,1367,405,30907.8,34734.6,2004.9,2005.5,2005.4,2006.0,749.0,1293.0,965.5,1029.7,89.0,138.7,146.8,172.3,39.0,70.5,74.7,92.2,6123.3,472038.8,481101.9,29820213.0,96300904.4,110653542.9,21814.3,77385.7,91326.3
Davao,954,370,29700.4,39073.2,2002.3,2006.3,2005.2,2005.9,1846.0,1910.3,1929.8,1894.1,121.0,179.3,228.5,233.0,46.0,68.4,70.3,71.0,6553.3,501641.6,511273.2,46962434.2,119494509.1,137232249.8,49226.9,136041.7,156516.6
Manila,931,439,28209.9,39528.6,2006.8,2006.3,2008.1,2008.3,1267.1,1506.2,1374.0,1442.1,109.0,205.8,224.3,249.0,57.0,160.5,143.5,162.6,4676.7,360680.1,367605.2,27171010.5,84329914.5,97270642.1,29184.8,105318.7,126181.8
Batangas City,694,432,33065.5,40655.0,2007.6,2007.5,2008.0,2008.1,1370.2,1888.6,1856.6,2181.8,106.0,182.5,253.9,309.7,25.0,87.0,73.7,91.6,4035.8,311038.3,317010.2,23973884.5,73054706.1,83688186.9,34544.5,123036.9,150145.6
Subic Bay,508,349,21724.5,32446.8,2006.8,2007.4,2009.8,2010.4,1593.9,2260.1,2203.2,2377.3,133.5,200.2,428.1,467.6,33.0,119.9,172.8,186.5,2623.8,201035.4,204895.3,15584208.2,47522294.2,58166420.8,30677.6,124047.0,153278.5
Bauan/Batangas,288,242,11864.0,13462.2,2007.6,2007.7,2008.9,2009.7,1485.1,1767.5,1845.5,2004.6,121.0,163.5,221.2,270.2,39.0,92.4,93.5,120.9,1443.8,110990.3,113121.3,8102144.7,26336629.8,30854004.7,28132.4,111978.0,138510.8
Taganito,280,183,11786.6,20420.2,2010.3,2009.8,2011.1,2011.2,1595.3,1619.0,1602.5,1601.4,140.0,161.2,191.9,191.5,185.0,193.6,223.3,223.9,1295.5,100064.0,101985.2,9140479.8,20921146.8,25891806.2,32644.6,111677.2,132491.0
Gen Santos,274,116,5866.2,8226.3,2003.1,2001.7,2006.3,2006.7,1447.0,2145.8,1568.7,1635.7,114.0,296.3,260.3,272.7,33.0,273.9,299.8,360.7,1763.7,134264.5,136842.4,7166833.2,22345364.9,26149780.9,26156.3,92054.2,110291.7
Lucanin,248,218,15477.8,26861.4,2007.5,2007.5,2007.9,2007.8,1351.7,1680.4,2493.6,2616.7,123.0,162.4,346.1,351.6,65.5,100.0,93.8,97.3,1474.8,113959.7,116147.7,9102207.4,22936397.9,26463091.2,36702.4,132089.0,166008.7
Surigao City,190,127,8426.5,14678.1,2010.1,2010.1,2010.5,2010.5,1477.6,1588.3,1511.6,1511.5,130.5,152.1,165.9,165.7,2.0,68.3,85.7,85.8,713.5,55198.8,56258.6,6376299.2,13886969.8,17323861.0,33559.5,113796.8,134786.9
