Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Manila,3795,312,11423.7,11676.6,1995.7,2000.0,1995.9,1997.9,457.2,555.0,489.9,480.3,43.0,107.6,64.0,72.9,40.0,110.1,76.6,89.2,3798.1,290316.0,295890.0,26386365.5,75821752.4,93984432.3,6952.9,21770.2,27134.3
Laguna,2240,221,2560.3,2670.0,1991.3,1998.9,1996.1,1999.0,180.7,427.5,342.4,418.1,14.0,56.6,90.1,85.5,13.0,60.8,40.0,47.8,937.1,71297.0,72665.9,7243798.6,18288357.4,22967774.5,3233.8,9207.8,11702.9
Cebu,1710,260,4107.7,4033.4,1996.3,2000.1,1996.7,1999.9,325.2,550.4,361.4,382.6,28.0,77.3,67.2,75.2,13.0,101.3,36.8,39.1,1379.0,105312.0,107333.9,7567185.6,23277300.2,26123882.7,4425.3,13545.7,16583.9
Davao,1633,335,8445.4,11416.9,2001.9,2002.7,2003.5,2003.9,564.0,685.5,604.7,610.6,54.0,81.3,162.0,162.4,25.0,65.6,57.7,58.5,2159.7,165343.2,168517.7,14569439.4,40262778.9,49186701.3,8921.9,30489.9,37652.7
Cagayan De Oro,1148,151,2556.0,2523.5,1993.4,1998.7,1993.8,1996.8,234.7,330.1,331.5,322.7,23.0,52.9,73.5,84.7,16.5,60.7,42.9,62.5,761.9,58244.6,59362.9,5184377.5,14069380.6,17574924.0,4516.0,13442.8,16187.9
Iloilo,1041,197,2439.9,2728.9,1995.8,1999.0,1996.6,1998.7,351.9,706.6,502.1,542.0,33.0,91.7,126.7,152.7,20.0,98.2,64.4,86.2,737.9,56313.3,57394.5,6368975.0,16047551.4,20123454.2,6118.1,18195.5,23310.7
Batangas City,930,240,2577.1,2716.3,2000.3,2003.7,2002.6,2004.7,331.5,997.2,395.6,401.0,33.0,160.4,440.3,252.7,21.0,83.6,87.3,85.5,1330.1,100738.8,102673.0,7208533.1,17241723.5,19333811.3,7751.1,21527.6,27649.2
Gen Santos,818,146,2654.0,3499.0,1999.5,2001.1,2001.6,2001.8,306.7,627.7,463.4,472.0,33.0,75.0,82.1,83.6,19.0,105.8,34.2,35.3,722.5,55287.3,56348.8,4761232.8,13945886.9,17348698.3,5820.6,21185.7,26464.3
Zamboanga,725,117,1444.5,1613.5,1995.3,1998.5,1994.5,1995.2,401.7,548.4,491.3,506.8,37.0,149.4,93.8,105.9,31.0,74.4,51.5,60.7,558.3,42542.0,43358.8,5676188.5,13263061.7,17235509.3,7829.2,23088.5,29694.6
Tagbilaran,633,115,671.6,786.2,1994.8,1998.2,1999.1,2002.0,184.7,359.5,341.6,339.1,16.0,52.1,114.0,130.8,20.0,32.7,32.5,38.1,173.4,13185.1,13438.2,1480532.5,4172706.3,5577207.3,2338.9,7544.3,10044.1
Bugo,631,118,1396.3,1780.1,2002.4,2001.9,2005.9,2006.0,200.6,333.7,282.0,285.7,25.0,75.8,48.2,48.8,14.0,62.9,22.8,24.7,549.9,41815.5,42618.4,2615202.1,7466262.7,8309428.8,4144.5,14301.8,17786.4
"Lapu-Lapu, Cebu",583,158,563.6,653.2,1998.4,1999.4,1997.2,1999.8,286.3,524.3,420.1,438.7,34.0,121.6,349.2,249.5,16.0,137.6,220.6,172.2,430.7,32505.9,33130.0,2369779.1,4244938.9,5585444.6,4064.8,11358.0,14894.4
Bauan/Batangas,578,220,1306.0,1842.9,2003.7,2001.1,2006.6,2007.4,316.4,513.1,447.7,463.6,40.0,168.1,167.1,173.1,32.0,146.3,139.0,113.2,792.6,59981.5,61133.1,2966256.4,5204525.2,6431392.6,5131.9,15896.5,20255.2
Nasipit Port,522,52,614.2,354.5,1990.9,1997.2,1991.5,1994.7,205.4,371.3,282.5,265.9,14.0,140.7,62.1,99.6,16.0,88.2,27.4,42.7,285.0,21734.0,22151.2,1477918.2,3762082.3,4392952.2,2831.3,7521.2,9537.3
Pulupandan,502,135,1655.4,1520.9,1995.5,1999.8,1994.3,1996.8,352.2,670.5,538.2,582.4,31.0,106.8,240.9,359.9,31.0,66.0,42.7,67.1,502.3,38383.0,39120.0,3517671.0,9275080.5,11288490.7,7007.3,20991.6,25952.5
Dumaguete,490,96,780.7,629.4,1992.1,1999.0,1993.2,1995.5,258.0,476.0,390.7,379.7,19.5,61.4,95.5,100.2,18.0,52.1,31.1,38.9,280.4,21337.5,21747.2,2350030.5,5712911.1,7374240.7,4796.0,12960.5,16593.4
Ormoc,440,86,281.2,397.0,2006.6,2005.4,2005.4,2006.5,129.3,394.0,308.7,315.0,15.0,67.3,148.7,111.3,16.0,68.9,75.0,75.0,115.5,8746.4,8914.4,1236681.4,3130850.6,4266977.8,2810.6,8296.7,11441.7
Mactan Island Apt,379,128,509.8,587.5,1991.9,1997.1,1997.0,1998.4,309.6,570.3,415.9,464.8,29.0,110.9,147.2,163.0,13.0,50.1,43.3,61.5,241.3,18321.7,18673.5,1726335.9,4007437.6,4994773.8,4555.0,13052.0,16886.7
Baybay,376,28,91.8,94.2,1984.6,1998.8,1996.9,2000.6,122.6,493.7,275.4,354.3,12.0,78.6,484.4,691.6,4.0,49.4,28.2,43.1,51.2,3859.9,3934.0,560233.2,1359327.3,1859424.8,1490.0,3991.5,5604.7
Iligan,373,43,372.3,207.8,1987.5,1997.5,1988.8,1993.4,183.9,308.2,251.5,251.3,17.0,165.9,48.6,61.1,5.0,52.4,11.4,21.2,163.6,12470.7,12710.1,924891.9,1999172.3,2358825.5,2479.6,6106.4,7393.2
Culasi,354,66,275.0,294.7,1993.6,1999.4,1993.7,1996.0,278.6,381.3,399.3,394.8,26.0,46.2,142.2,138.5,12.0,88.9,41.6,36.8,165.2,12492.9,12732.7,1404427.5,3256471.2,4342965.8,3967.3,10665.2,14565.6
Surigao City,348,60,283.1,329.1,1997.6,2003.0,2004.6,2008.4,120.8,331.7,236.1,358.0,11.0,120.9,166.5,225.4,14.0,54.4,68.7,92.1,109.6,8275.2,8434.1,490788.6,1227169.0,1498846.3,1410.3,4052.0,5134.7
Limay,334,75,769.6,1193.6,2006.6,2004.1,2007.8,2007.7,459.4,662.7,729.5,760.6,41.5,174.4,240.9,291.1,54.0,168.3,126.2,123.5,700.5,52869.9,53885.0,2221485.8,3617330.5,4477772.5,6651.2,20230.5,25492.3
Lucanin,321,127,1152.0,1702.1,2004.7,2004.0,2006.8,2006.7,537.7,735.8,679.1,682.6,52.0,124.9,170.2,197.7,39.0,195.4,140.0,127.6,684.6,51827.7,52822.8,2926788.3,4917048.6,5944606.3,9117.7,29030.8,37011.2
Danao,321,116,389.8,464.4,2001.3,1999.1,1998.0,2001.0,340.5,627.9,450.3,431.2,33.0,138.6,204.2,192.2,13.0,170.8,136.4,116.1,280.3,21135.8,21541.6,1567349.9,3840732.4,4876853.7,4882.7,14164.8,19073.2
Port Romblon,315,103,557.2,445.8,1998.8,1998.7,1999.0,1998.8,362.7,515.5,730.7,648.1,38.0,66.5,237.5,228.7,10.0,49.0,77.7,84.1,301.2,22694.8,23130.5,2153459.4,5874169.4,6064943.1,6836.4,17502.7,22867.3
Nasugbu,309,163,914.3,1185.7,2000.3,1999.8,2003.1,2003.7,471.2,669.4,559.7,560.1,48.0,92.4,130.6,119.1,16.0,38.2,70.4,73.8,343.9,26153.5,26655.6,2186724.3,5261767.1,5888030.1,7076.8,21958.1,28176.7
Subic Bay,307,162,2111.5,2849.1,2004.0,2004.4,2007.5,2007.6,355.3,719.7,487.3,530.3,38.0,87.8,166.1,191.9,27.0,145.5,117.7,134.9,497.5,38036.3,38766.6,2250212.0,6774597.8,7955527.3,7329.7,26534.3,32566.9
Bogo,304,91,255.6,342.1,2005.7,1999.1,2001.2,2002.5,207.0,528.0,433.0,462.2,20.5,74.6,218.2,222.8,16.5,38.5,125.8,135.4,124.9,9433.5,9614.6,1091399.9,2134710.0,2569317.8,3590.1,10302.5,13567.6
Port Ozamis,294,57,326.7,274.8,1990.5,1993.0,1991.2,1991.9,165.8,231.0,319.4,291.4,18.5,42.7,83.9,110.8,14.5,42.4,28.5,31.3,108.8,8324.3,8484.2,1083909.0,2901312.1,3956098.8,3686.8,10653.0,14365.5
Calapan,269,130,840.0,800.0,1999.0,1998.0,2001.2,2000.9,525.2,1329.1,973.9,804.1,48.0,167.7,749.6,520.0,14.0,37.5,56.1,59.3,385.2,29147.3,29707.0,2652821.3,6015131.6,7299338.1,9861.8,26875.6,34283.8
Manila South Harbor,259,151,788.4,950.5,2001.6,2002.2,2002.9,2002.8,271.8,665.9,351.4,425.9,39.0,177.5,393.5,524.6,39.0,163.2,105.4,102.7,650.3,49146.7,50090.3,1715030.2,3063165.5,3821471.1,6621.7,20122.2,25125.0
Jimenez,242,49,182.2,215.6,1990.3,1998.2,2001.4,2003.5,135.1,305.1,308.5,341.9,16.0,36.7,55.4,59.0,9.0,61.6,50.1,59.3,92.5,7029.6,7164.5,568725.5,734731.5,972786.2,2350.1,6929.9,8916.5
Puerto Princesa,227,57,634.2,705.3,2000.2,2002.6,1997.3,1997.1,451.9,506.2,747.5,789.9,54.0,71.9,154.8,166.4,40.0,76.6,99.8,111.5,248.3,18878.0,19240.4,1897313.0,4722511.7,5666313.7,8358.2,23777.7,30063.4
Tanauan,227,65,286.2,395.5,1999.0,2001.2,1999.8,1999.9,334.7,401.1,370.5,370.5,29.0,54.5,72.4,74.1,23.0,96.7,76.4,74.7,104.2,7928.8,8081.0,951891.2,2527210.9,3473104.0,4193.4,13829.0,18943.3
"Calbayog, Samar",227,24,119.4,65.2,1996.2,2007.7,2001.5,2006.7,118.3,1011.4,270.2,318.9,13.0,177.2,893.6,719.0,11.0,53.3,20.6,44.4,119.9,9000.8,9173.6,864124.7,2095350.4,2521102.0,3806.7,8727.9,12147.9
Masbate,217,44,189.5,184.4,1993.2,1999.0,1996.2,1998.7,222.6,557.0,383.2,422.1,17.0,80.3,125.4,166.8,32.0,57.2,59.7,64.2,122.6,9226.5,9403.6,988130.1,2748262.0,2856415.7,4553.6,11750.4,16187.2
Semirara,179,71,1048.0,1379.3,2007.8,2006.3,2010.0,2008.6,304.3,1025.0,547.5,459.3,29.0,139.4,818.9,302.8,36.0,88.0,111.6,93.9,279.8,21225.7,21633.2,1364844.0,3322266.7,4204219.7,7624.8,22576.0,26407.8
Villanueva,173,81,1695.4,3142.9,1998.9,2006.1,2009.7,2009.8,311.0,398.1,398.0,391.8,45.0,86.1,238.5,233.7,45.0,75.4,107.6,108.7,294.8,22555.0,22988.0,1206537.7,2399451.2,2771427.6,6974.2,22664.9,27933.2
Lugait,170,65,229.9,374.2,1998.3,2000.5,2002.2,2002.5,316.9,505.7,500.8,528.1,30.0,114.5,88.1,90.8,70.5,124.4,119.0,131.3,100.3,7588.5,7734.2,608783.1,1666539.0,2308666.2,3581.1,12207.2,16592.7
"Polanco, Mindanao",169,44,246.9,210.4,1994.8,1999.7,1999.2,2001.5,312.3,469.8,469.1,459.1,31.0,61.1,157.3,112.5,11.0,64.9,22.3,37.8,121.2,9179.5,9355.8,1101357.8,2638542.8,3419377.1,6516.9,16652.0,22547.8
Opol,146,72,535.8,594.4,1996.2,2001.3,1998.0,2001.8,304.4,518.5,345.6,300.4,22.5,66.0,113.6,147.5,10.0,25.4,26.0,35.0,122.1,9358.2,9537.9,849480.7,2262208.6,2886833.0,5818.4,17505.2,21111.4
Tagoloan,138,64,431.9,685.9,2007.5,2005.0,2007.6,2008.2,189.9,431.5,296.9,280.6,27.0,96.0,101.2,97.2,27.0,72.1,42.6,47.1,103.4,7885.3,8036.7,558760.2,1811986.3,2007841.0,4049.0,13987.2,17838.8
Lazi,127,39,102.8,119.2,1984.6,2000.6,1999.5,2003.3,56.2,496.9,243.7,237.2,7.0,60.4,136.4,75.1,0.0,29.4,37.4,45.9,25.4,1931.3,1968.3,189166.1,479489.5,602412.8,1489.5,4655.4,5943.7
Polloc (Cotabato),126,25,102.6,147.1,1998.1,1996.2,1991.8,1993.0,176.7,233.6,229.1,226.2,21.5,41.9,41.1,43.9,23.0,53.4,46.0,48.8,32.5,2482.1,2529.8,253913.9,742801.4,1019905.9,2015.2,7571.6,9798.3
Toledo,116,55,402.8,611.4,2003.1,2004.4,2003.2,2003.7,354.2,649.4,554.0,582.6,32.0,106.9,160.2,154.8,46.0,82.6,107.3,120.4,101.5,7727.3,7875.6,626930.4,1542658.1,2045993.4,5404.6,18142.8,23466.4
"Legaspi Apt, Luzon",111,31,125.4,97.5,1997.5,2003.3,1996.1,2002.5,399.3,856.4,726.9,498.3,66.0,174.0,619.6,337.5,9.0,232.6,86.6,147.1,129.5,9758.2,9945.6,1085877.4,2441830.2,3238831.6,9782.7,23137.3,32535.4
Taganito,108,65,524.5,874.8,2008.5,2008.9,2010.5,2010.5,240.6,753.2,488.4,495.4,27.5,285.4,313.5,304.2,80.5,163.5,151.3,157.1,116.5,8893.1,9063.9,779391.1,2281662.7,2786104.7,7216.6,24146.3,31732.7
San Carlos,104,39,195.6,221.4,1996.2,1999.4,2000.4,2005.7,289.9,491.8,472.3,572.8,32.0,67.8,189.3,239.7,21.5,43.8,21.8,23.2,58.0,4416.0,4500.8,324243.8,625313.6,827534.4,3117.7,8963.2,11531.2
Jolo,103,12,94.7,146.1,1993.7,2006.2,1999.5,2000.0,262.3,654.3,728.5,850.3,16.0,87.5,115.6,118.4,15.0,60.2,23.9,25.0,39.3,2969.8,3026.8,2050916.0,4157673.7,5250637.4,19911.8,47188.7,62008.7
Tubigan,101,49,175.4,182.2,1999.9,2000.7,1998.2,2001.3,268.8,592.8,432.3,464.3,24.0,115.9,115.7,116.7,14.0,32.0,22.9,30.3,49.1,3731.0,3802.6,462291.2,1207591.1,1598366.2,4577.1,13614.2,17667.5
Jasaan,99,71,665.7,1195.2,2002.4,2002.8,2007.4,2007.9,197.4,364.9,284.1,286.2,31.0,63.9,93.6,96.1,18.0,61.2,74.7,75.8,96.4,7408.0,7550.3,478783.1,1262977.3,1552618.1,4836.2,17506.2,22103.7
Masao,97,15,51.6,78.8,2011.5,2012.3,2013.5,2013.8,114.0,207.9,180.4,194.2,20.0,175.6,375.0,431.9,31.0,198.4,217.9,236.8,45.9,3477.8,3544.5,116596.5,485551.9,438453.2,1202.0,3758.1,5206.9
Mariveles,78,64,377.8,507.7,2003.4,2005.0,2004.9,2003.6,489.6,1050.3,576.7,553.5,59.5,152.8,235.9,205.6,37.5,104.3,101.4,117.0,126.6,9605.5,9789.9,733358.7,2006710.2,2175087.0,9402.0,28392.0,34936.2
Hamtic,71,43,157.8,224.8,2005.5,2002.3,2007.0,2007.3,365.0,588.5,462.7,454.7,42.0,66.8,144.9,140.6,13.0,32.1,104.8,106.6,47.5,3603.4,3672.6,414087.4,1101898.1,1279650.2,5832.2,18825.6,24925.3
Castanas,70,38,184.7,242.9,2002.1,2002.3,2004.0,2005.5,519.1,712.3,803.6,776.7,44.0,109.4,789.5,831.9,29.0,88.1,142.2,150.4,77.1,5836.7,5948.7,688383.3,1393932.1,1705762.5,9834.0,28213.0,36409.2
Santa Cruz (Marinduque Isl),67,34,66.4,99.0,2002.5,2001.3,2005.3,2005.5,285.1,581.5,514.4,512.0,37.0,117.5,221.9,257.5,23.0,97.8,85.9,46.1,40.0,3020.8,3078.8,341862.4,680838.8,913676.0,5102.4,14960.9,20010.2
Tandayag,65,31,126.3,155.0,2001.8,2002.0,2003.6,2007.9,233.2,516.9,652.8,545.8,24.0,78.1,112.7,138.1,33.0,50.3,59.6,44.9,59.4,4509.5,4596.1,234229.7,564493.3,678853.8,3603.5,11406.3,13992.0
"Cajidiocan, Visayan Isl",62,47,119.1,155.9,2001.0,2001.3,2002.7,2004.7,391.8,573.1,594.0,637.9,47.5,64.0,170.5,197.2,12.5,23.4,108.3,129.3,51.6,3899.4,3974.3,518588.3,612095.4,791855.3,8364.3,23798.7,30557.8
"Mabini, Mindanao",61,39,147.8,216.2,2004.9,2000.8,2004.6,2005.2,343.2,641.1,401.6,382.2,40.0,85.7,123.6,125.1,11.0,21.0,33.5,35.4,37.6,2872.0,2927.2,322796.1,887736.2,1170369.6,5291.7,18505.4,24250.8
"Calubian, Leyte",58,24,64.8,70.2,1993.6,2001.0,2000.4,2003.8,251.6,885.2,927.4,777.0,22.0,95.9,241.9,202.4,16.0,56.9,168.3,230.4,17.7,1335.9,1361.5,249243.3,676989.8,864998.5,4297.3,12679.4,17418.0
Masinloc,57,44,535.2,860.3,2006.0,2006.2,2005.4,2005.2,369.0,708.2,784.0,832.7,29.0,78.8,215.9,220.0,12.0,42.1,74.4,80.9,97.3,7496.3,7640.2,477880.7,1298350.9,1550288.9,8383.9,32021.3,40008.4
Surigao,52,35,115.6,178.7,1999.2,2000.8,2005.8,2006.7,261.6,360.2,351.4,367.5,24.0,157.8,104.1,87.7,13.0,76.1,66.9,63.0,67.7,5116.1,5214.3,182710.6,519455.2,579871.2,3513.7,10960.8,14173.8
Talibon,48,27,33.0,47.5,2005.0,2001.4,2002.0,2002.6,185.6,386.1,354.4,363.8,21.0,137.1,165.2,135.0,21.0,48.6,69.1,72.0,27.7,2084.4,2124.4,115971.7,354962.0,446321.6,2416.1,7768.5,10604.5
Capoocan,47,24,68.6,106.1,2006.5,2005.4,2005.0,2005.1,317.9,359.7,360.1,359.5,29.0,32.1,36.7,37.6,30.0,26.3,30.0,30.3,22.9,1740.7,1774.1,194330.4,450996.7,577590.2,4134.7,12622.5,16053.5
"Pagudpud, Luzon",41,29,150.8,215.5,2004.8,2006.2,2003.7,2003.7,441.2,660.5,548.5,597.5,36.0,80.1,80.1,81.8,36.0,54.2,60.3,60.6,45.7,3485.4,3552.3,267400.9,647921.7,864009.5,6522.0,23530.9,30111.8
"San Jose Apt, Mindoro",41,34,380.0,425.4,2001.0,2002.1,2002.6,2004.4,411.3,821.8,1021.3,826.7,51.0,143.1,237.4,245.0,23.0,71.0,85.0,62.5,81.4,6258.7,6378.8,364727.3,923193.6,1155898.0,8895.8,31275.3,38825.9
Binan,40,35,77.3,96.4,1996.2,1995.8,1998.5,1999.6,396.1,634.7,552.7,545.4,34.5,166.0,299.2,350.2,23.0,44.3,64.9,72.6,33.2,2512.3,2560.6,267291.3,1196237.9,926179.9,6682.3,19402.4,25595.4
Basilian City (Isabela),38,4,11.7,16.3,2011.4,2007.0,2005.7,2009.4,183.3,715.0,465.4,276.6,33.0,54.2,69.1,50.5,13.0,23.5,23.2,19.4,5.9,450.8,459.5,69259.3,113472.0,160033.0,1822.6,5200.3,7084.2
El Nido/Puerto Princesa,35,21,113.3,161.9,2008.2,2008.0,2005.2,2005.1,577.3,957.4,970.2,980.8,92.0,207.0,208.0,189.3,48.0,100.2,75.4,78.8,61.1,4616.1,4704.7,367988.0,840159.2,1079710.1,10513.9,29585.1,38433.3
Tabaco,32,15,83.0,127.0,2013.2,2009.1,2008.8,2008.8,255.8,1069.6,997.5,1030.7,45.5,202.1,673.8,680.6,54.5,142.8,95.0,93.7,29.1,2210.5,2252.9,233240.0,693861.1,948272.9,7288.7,27872.9,36253.8
Balingasag,31,28,115.3,132.2,2003.9,2003.7,2001.2,2004.2,188.7,685.1,278.9,199.1,22.0,91.9,442.2,245.8,22.0,49.4,32.0,26.3,31.8,2429.6,2476.2,151514.5,458564.6,583713.1,4887.6,18498.8,24176.0
Bauang,28,24,146.0,248.3,2005.2,2005.0,2002.0,2001.8,308.6,440.2,425.7,432.7,34.0,59.0,83.0,83.3,20.5,43.3,103.8,113.1,22.9,1751.0,1784.6,146023.2,330924.1,418576.7,5215.1,19694.4,24964.7
Bais,27,21,45.2,62.6,2003.5,2002.5,2007.1,2006.6,338.2,465.0,539.9,525.8,33.0,49.9,145.4,147.7,19.0,41.9,32.6,34.5,16.7,1266.6,1290.9,123141.6,283384.6,328859.7,4560.8,14790.0,19181.4
"Brookes Point, Palawan",25,14,32.1,46.4,2003.2,2002.2,2001.1,2001.5,491.6,548.2,709.7,695.0,81.0,152.6,118.6,108.0,28.0,61.4,37.6,38.0,17.1,1298.9,1323.9,117538.9,403723.2,393453.6,4701.6,15399.7,19999.3
"Himamaylan, Negros",24,15,30.5,45.6,2002.2,2001.2,2006.7,2006.7,310.5,569.8,575.4,616.4,26.5,89.0,107.7,114.3,15.5,33.5,59.6,67.4,17.7,1337.4,1363.1,151163.3,158528.9,202673.9,6298.5,17597.9,22418.6
"Laoag, Luzon",24,20,209.9,242.6,2006.5,2005.3,2005.5,2005.3,627.2,1128.4,867.5,896.3,61.5,115.6,230.0,254.9,18.0,21.9,24.1,25.2,43.3,3311.3,3374.9,320549.5,1151069.0,1287740.7,13356.2,51467.5,64715.7
Sorsogon,24,16,92.5,56.8,2009.0,2006.0,2013.3,2011.3,305.4,1942.8,1098.5,637.9,38.0,248.2,872.9,530.6,19.5,80.0,307.8,176.1,44.6,3352.9,3417.3,339146.0,787595.3,1009450.0,14131.1,32779.2,41113.8
Mati,24,19,110.0,150.8,2001.8,2003.6,1994.0,1995.5,330.1,318.7,452.5,406.4,39.5,66.4,211.6,206.7,11.0,26.2,17.2,16.2,39.0,2984.2,3041.5,319362.1,719717.1,846284.4,13306.8,32982.9,38297.9
"Isabela, Basilan",21,5,11.4,11.1,2008.4,2013.2,2006.6,2007.4,211.1,621.6,324.6,275.0,24.0,229.3,194.9,139.2,19.0,38.5,32.0,36.6,13.5,1022.2,1041.8,49481.1,40266.2,53464.7,2356.2,6216.4,7988.1
Medina,18,11,23.5,36.5,2005.3,2004.2,2006.0,2006.4,157.4,303.1,385.4,375.8,19.5,52.3,91.5,88.4,27.0,53.7,41.6,39.0,7.6,580.4,591.5,50612.1,158098.5,208082.1,2811.8,10506.5,13650.7
Vitali/Zamboanga,17,14,45.0,67.1,1992.8,1993.7,1996.1,1996.0,366.5,683.2,853.4,890.9,48.0,171.1,284.2,291.8,16.0,29.8,28.0,29.1,14.8,1127.0,1148.6,98302.4,184829.5,256154.0,5782.5,19054.5,24890.6
Labason/Zamboanga,16,11,42.9,48.5,1992.2,1994.6,1993.5,1995.2,293.3,610.5,383.0,410.2,29.5,73.8,103.6,133.5,7.0,9.1,7.6,8.2,13.3,1018.9,1038.4,100772.9,159908.0,198306.3,6298.3,17563.1,20880.0
"Gigaquit, Mindanao",14,11,61.2,101.0,2008.3,2007.3,2010.1,2009.8,576.1,836.0,730.8,741.8,130.0,1093.9,562.6,443.5,22.0,577.9,203.7,246.1,50.3,3787.5,3860.2,101676.2,303744.4,330677.5,7262.6,22010.5,28759.2
Lunao,14,11,33.0,52.8,2002.8,2003.6,2005.1,2004.9,261.6,305.9,331.3,328.7,26.5,66.7,59.6,59.9,30.5,77.5,37.1,35.6,10.8,823.8,839.6,55093.7,188800.0,228263.1,3935.3,15202.2,19184.0
Ozamiz,13,10,12.9,18.1,1990.8,1991.4,1988.0,1988.1,357.4,536.6,599.7,632.9,26.0,102.1,191.3,202.8,15.0,101.2,16.4,18.6,4.7,360.4,367.3,70280.5,191153.5,271156.9,5406.2,16455.4,23611.1
Atimonan/Siain,12,11,69.4,115.2,2001.1,2001.7,2006.3,2007.3,589.3,933.8,885.9,892.2,49.5,70.9,77.7,78.9,48.0,437.5,161.7,157.8,17.3,1320.4,1345.7,105141.5,278838.2,333465.8,8761.8,30835.8,39102.6
Philippines,11,7,18.7,26.1,1998.2,2000.6,2012.3,2012.0,197.6,1169.5,435.3,353.3,65.0,261.7,616.9,571.3,53.0,64.4,98.5,108.0,20.8,1564.9,1595.0,101120.3,39386.3,54680.1,9192.8,23879.5,30574.4
"Gigmoto, Catanduanes",11,6,13.6,22.7,2008.1,2001.3,2011.6,2011.3,137.8,171.5,261.3,267.7,27.0,23.8,287.1,197.2,23.0,42.9,27.8,24.0,6.4,482.0,491.2,16618.0,64358.1,62056.8,1510.7,5072.0,6824.6
"Balabac, Palawan",10,9,25.7,33.5,2006.9,2006.3,2009.2,2007.6,481.3,621.6,615.2,633.7,56.5,88.8,137.2,133.0,16.5,18.9,20.8,20.7,6.7,511.9,521.7,64349.6,183533.1,245224.3,6435.0,23402.7,31371.3
Leyte,10,10,9.5,14.7,1999.5,1999.5,2001.1,2000.6,298.3,373.7,325.0,345.5,30.5,138.8,194.9,208.3,12.0,39.3,27.5,30.9,5.4,405.9,413.7,48909.2,97451.1,139210.0,4890.9,14929.9,20692.0
Boston/Davao,10,5,24.4,33.8,2004.2,2007.0,2001.1,2001.4,212.7,233.6,296.5,305.6,28.5,28.8,31.3,31.8,1.5,5.5,6.1,6.5,5.1,392.9,400.5,29969.4,105990.3,127485.0,2996.9,12077.5,15006.5
Guiuan,9,9,52.0,85.0,2006.4,2006.4,2003.0,2003.3,194.6,356.2,379.2,375.5,19.0,56.4,60.9,60.7,13.0,40.2,69.6,70.8,5.7,437.8,446.2,41121.9,98117.5,135078.0,4569.1,17306.2,21505.3
Kalamansig,9,7,580.3,1068.0,1996.4,1997.4,2014.3,2014.5,408.8,2520.4,7839.5,8591.6,51.0,279.9,1485.9,1505.8,34.0,46.9,41.3,41.7,62.5,4840.4,4933.4,268792.8,794688.6,945149.6,29865.9,132053.8,162936.6
"Marihatag, Mindanao",8,8,2.7,4.3,2009.5,2009.5,2010.5,2008.7,227.9,228.1,209.0,220.6,48.0,46.4,45.7,47.4,2.5,5.6,5.3,5.5,1.1,82.4,84.0,15607.4,33488.6,37229.5,1950.9,5639.0,7736.9
Hondagua,8,8,183.4,269.9,2005.1,2005.1,2003.0,2004.1,631.8,1306.5,1146.2,1019.7,54.5,719.1,282.7,250.5,165.0,303.0,93.2,105.5,32.9,2529.7,2578.3,199415.6,626520.5,732504.9,24927.0,93601.7,113263.0
Catbalogan,8,7,8.4,12.7,1999.2,1999.9,2002.4,2002.9,188.1,742.7,888.1,1367.8,15.0,51.3,93.4,97.7,59.5,105.8,298.8,341.1,4.0,297.5,303.2,41947.9,116883.5,165907.4,5243.5,16633.4,23684.2
Hinatuan,8,7,17.0,23.4,2003.1,2003.9,1997.6,1997.7,257.5,353.1,329.3,330.6,34.5,43.1,37.3,38.2,2.0,2.6,5.6,5.5,4.3,327.0,333.3,37231.6,110168.8,139825.7,4654.0,16527.8,21672.2
Jose Panganiban,7,7,9.9,9.4,1994.7,1994.7,1997.2,2000.9,317.4,757.5,178.4,109.8,82.0,99.4,115.8,109.5,22.0,38.4,48.2,72.1,4.3,327.5,333.8,22481.2,64320.0,94320.4,3211.6,10348.9,14921.1
Gingoog,7,2,7.4,10.4,2011.4,2009.5,2008.9,2008.6,212.4,361.7,329.5,342.1,25.0,35.2,132.6,126.6,11.0,25.5,38.9,40.7,2.7,201.0,204.9,22973.3,68216.9,92964.8,3281.9,10957.1,15023.9
Makati,7,7,55.3,88.3,1999.7,1999.7,2002.6,2003.1,551.2,743.2,558.2,554.0,39.0,57.4,60.3,59.6,10.0,15.7,16.3,16.0,4.1,310.2,316.1,71200.3,200925.2,239630.1,10171.5,34502.8,41621.6
Abulug,6,6,32.5,44.6,2004.8,2004.8,2007.4,2008.2,303.6,424.7,426.6,385.4,57.5,53.7,45.6,41.7,7.5,8.5,8.4,8.5,4.6,353.8,360.6,20337.5,77474.8,87003.9,3389.6,14710.4,18443.1
