Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Manila,3814,322,12558.6,13570.9,1995.8,2000.5,1996.8,1998.7,473.5,562.8,549.2,564.5,49.0,116.8,165.8,198.4,19.0,81.8,39.6,47.0,4153.3,317075.6,323163.4,28172831.8,78733917.9,99509660.8,7386.7,23380.3,29071.6
Laguna,2268,239,2402.7,2603.0,1991.5,1999.7,1996.0,1999.0,170.2,452.1,304.1,362.6,15.0,65.6,64.4,80.5,12.0,87.6,63.5,80.4,884.9,67329.9,68622.6,6706813.8,16776886.5,21124617.5,2957.1,8462.8,10754.7
Cebu,1686,241,3298.6,3067.8,1996.0,1999.1,1994.7,1997.7,208.8,483.7,306.2,314.0,22.0,72.1,76.1,94.8,14.0,69.7,49.4,57.4,1112.6,84990.9,86622.7,6641709.7,19320408.6,22166425.1,3939.3,11697.2,14404.1
Davao,1312,277,5169.8,7143.7,2001.4,2002.6,2003.4,2003.9,591.9,756.1,621.8,633.7,62.0,124.3,137.9,142.0,26.0,78.8,67.2,71.0,1596.2,121836.2,124175.4,10721123.9,27024518.4,34506080.8,8171.6,28201.7,35417.9
Cagayan De Oro,1152,154,3012.3,3018.5,1993.3,1998.4,1993.8,1996.7,301.5,393.0,399.0,399.8,27.0,56.8,67.3,80.8,22.0,58.1,50.2,53.6,874.5,66854.7,68138.3,5832855.6,16386072.6,19868548.3,5063.2,15171.4,18145.6
Iloilo,1018,174,2075.9,2001.4,1995.5,1997.9,1995.2,1997.3,334.6,573.2,476.3,476.8,30.0,95.6,137.2,180.0,25.0,67.1,60.1,80.0,770.9,58727.1,59854.6,6043026.2,14856236.7,18452774.0,5936.2,17183.0,21914.4
Batangas City,945,251,3059.1,3207.5,2000.8,2004.0,2004.2,2005.6,319.3,878.0,450.4,416.2,37.0,140.7,302.0,195.8,21.0,95.8,70.5,73.9,1380.6,104702.5,106712.8,7335849.0,18495548.1,20221859.3,7762.8,22012.4,28133.8
Gen Santos,902,156,3249.2,4546.2,2000.2,2000.9,2002.6,2003.5,410.8,807.7,464.8,509.5,44.0,152.5,373.3,462.5,28.0,158.2,54.5,53.6,959.6,73168.4,74573.2,6077983.4,17090145.7,21837797.7,6738.3,23405.9,29631.4
Zamboanga,733,118,1366.4,1473.4,1995.3,1998.5,1994.5,1995.6,320.2,538.2,456.0,444.4,31.0,63.5,51.7,54.8,26.0,76.8,101.6,114.9,528.0,40258.0,41030.9,5324400.9,11945909.5,15434949.0,7263.8,21074.3,27051.3
Tagbilaran,611,97,445.4,498.6,1994.4,1996.4,1996.1,2000.3,131.6,367.1,283.7,282.6,16.0,40.8,61.5,61.0,12.0,73.4,97.2,85.1,150.6,11418.5,11637.8,1139634.1,3126885.2,4148525.3,1865.2,5793.7,7712.4
