Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Spain,199,173,10996.0,18783.6,2008.6,2008.5,2009.9,2010.2,1357.1,1718.6,1754.6,1748.1,172.0,209.7,215.1,217.2,13.0,46.6,74.4,79.5,1074.5,83094.2,84689.6,6158656.1,18426880.2,21699827.3,30948.0,126899.9,153906.6
China,133,54,117380.7,229547.7,2007.2,2009.0,2008.7,2008.6,11515.3,10485.3,10139.1,10596.5,1107.0,1088.3,1131.7,1132.2,93.0,90.2,99.1,99.2,5487.4,425056.1,433217.2,44336050.5,99659478.7,112852846.4,333353.8,983959.6,1169018.8
Sierra Leone,94,39,318.4,364.9,2002.4,2002.8,2001.6,2005.1,105.5,493.4,171.6,152.9,11.0,88.0,214.0,132.4,31.5,63.8,74.4,57.1,103.7,7930.1,8082.3,437557.0,1255588.9,1401021.7,4654.9,14169.8,16640.5
Togo,67,38,2572.0,2351.0,2003.1,2003.4,2003.3,2003.0,1147.1,1195.3,1182.5,1179.9,86.0,120.1,107.1,124.4,26.0,29.9,28.8,38.6,333.0,25732.7,26226.8,2101851.1,5375943.6,6153629.3,31370.9,90380.2,102613.1
Singapore,63,34,28730.5,55606.2,2014.2,2011.2,2011.3,2011.3,8801.3,8455.7,8747.7,8863.1,774.0,825.5,872.4,872.5,11.0,12.5,12.3,12.3,1455.8,112763.7,114928.8,10875280.9,24198688.3,27445993.5,172623.5,507711.6,601946.9
Liberia,50,31,477.3,521.4,2003.2,2003.9,2003.6,2004.3,339.4,386.2,379.5,383.0,30.0,40.9,40.0,44.8,51.0,56.0,54.4,54.6,89.7,6921.2,7054.1,465115.3,1418209.3,1592521.4,9302.3,30541.2,35443.0
Senegal,46,41,322.6,414.6,2002.4,2003.6,2007.5,2007.7,491.9,855.9,525.7,527.9,69.0,230.4,138.1,134.6,60.5,122.0,167.5,208.2,86.7,6627.6,6754.9,297338.0,919924.4,1148562.0,6463.9,24221.6,29835.7
Côte d'Ivoire,46,27,1472.6,891.2,2008.8,2007.8,2009.6,2009.6,840.6,1263.7,854.9,893.6,77.0,230.1,134.5,242.7,22.5,119.6,39.6,71.3,159.3,12265.5,12500.9,783651.6,2497800.8,3014989.7,17035.9,58506.4,66839.5
Brazil,40,37,3241.7,3614.6,2006.5,2007.0,2005.2,2007.3,2408.3,2530.2,2475.9,2514.5,227.0,385.7,358.1,456.1,38.5,87.7,65.5,82.5,356.1,27541.3,28070.1,1955278.3,4253848.6,5326831.1,48882.0,156353.3,183180.7
Gibraltar,38,35,2183.5,3705.7,2008.4,2008.2,2008.7,2008.8,2072.7,2089.2,2102.6,2099.4,200.0,224.7,240.4,239.6,7.0,9.7,13.0,12.7,208.7,16156.6,16466.8,1378307.0,3740753.3,4698594.2,36271.2,146244.8,178133.8
Turkey,35,33,3330.0,5474.1,2006.0,2005.9,2006.4,2006.4,3819.2,3890.9,3883.3,3874.5,360.0,382.5,381.0,379.3,8.0,10.4,10.3,10.3,362.7,28057.7,28596.5,2487890.0,6292648.9,8278320.7,71082.6,274488.9,338160.1
Indonesia,28,28,23396.3,45333.7,2010.3,2010.3,2010.3,2010.3,8958.9,8751.3,9015.4,9016.0,880.0,857.8,848.5,847.9,12.5,57.0,54.0,54.7,1189.6,92147.5,93916.7,9008570.3,19740722.0,22424401.3,321734.7,941739.5,1112404.6
Germany,28,27,3857.6,6880.0,2010.4,2010.3,2010.3,2010.5,3350.9,3231.6,3179.2,3321.5,356.5,351.9,364.1,370.9,123.0,108.7,108.7,112.3,311.3,23902.7,24361.6,1459481.2,4391306.1,5021591.9,52124.3,236185.6,287207.8
Ireland,24,22,2697.2,4929.0,2010.2,2010.5,2010.4,2010.4,2941.3,3088.2,3124.1,3126.6,295.5,312.5,319.0,319.8,92.5,109.8,101.3,100.7,220.4,17066.8,17394.5,1429861.1,3475700.6,4159509.6,59577.5,229544.8,275176.5
