Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,568,435,220451.3,424611.1,2009.2,2009.5,2009.4,2009.4,3402.9,4576.6,7121.9,7280.1,356.5,491.2,939.8,946.7,22.0,63.5,74.5,75.0,11893.7,920888.0,938569.1,88160644.8,200686492.7,231397804.9,155212.4,487875.9,581183.0
Container,232,69,6808.3,8127.1,2002.8,2002.1,2003.5,2003.1,387.9,1032.7,1003.3,996.2,48.0,91.7,198.8,193.8,28.5,44.4,29.7,31.0,1051.4,81252.4,82812.4,6959700.7,21341576.6,23616124.1,29998.7,97006.4,112914.2
General cargo,109,77,1688.8,2443.0,2004.7,2005.2,2008.6,2008.3,1284.8,1633.0,2018.0,2074.0,149.0,235.4,346.4,354.7,30.0,63.8,44.2,41.3,289.2,22122.1,22546.8,1929693.8,6135824.9,8820241.5,17703.6,79697.8,107903.2
Chemical tanker,91,55,2492.1,4008.1,2009.1,2009.3,2009.0,2009.0,1304.1,1637.2,1536.1,1540.1,156.0,229.1,292.7,292.3,35.0,68.3,56.8,56.8,450.6,34709.8,35376.2,1349337.6,6817707.0,7931608.9,14827.9,86715.3,105393.3
Ro-Ro,52,22,3561.6,1855.4,2005.5,2006.5,2004.8,2005.4,1143.3,1384.5,1325.6,1322.8,71.5,100.8,129.7,128.8,18.0,20.0,22.5,21.6,397.2,30762.6,31353.3,1994240.7,3695248.6,4289736.2,38350.8,90144.5,95749.7
Vehicle,41,13,2909.5,919.6,2006.1,2004.7,2004.2,2004.6,877.6,1333.0,1345.7,1302.2,82.0,110.4,162.5,155.8,14.0,21.2,25.0,24.5,189.2,14612.0,14892.6,931216.5,4105666.1,4754779.8,22712.6,86330.6,92910.6
Service - tug,37,9,19.7,15.3,2015.4,2007.3,2012.3,2012.2,146.2,2408.7,1066.1,1205.7,70.0,1120.1,1600.4,1626.6,12.0,100.2,41.1,42.5,16.2,1215.7,1239.0,390333.6,923021.4,1235875.8,10549.6,27240.8,36779.8
Miscellaneous - fishing,27,17,81.3,32.7,1994.6,1997.5,1986.7,1987.2,2312.0,2574.4,3180.9,3139.8,281.0,469.2,773.3,814.1,34.0,110.6,190.7,211.9,54.7,4108.3,4187.1,230130.0,510472.8,580355.8,8523.3,20059.3,23779.1
Oil tanker,22,7,611.5,1029.9,2000.9,2007.6,2008.0,2008.3,130.5,1818.9,809.8,826.7,23.0,197.1,299.2,293.3,5.5,51.4,81.8,82.5,98.6,7601.3,7747.2,829875.0,1893902.3,2148304.4,37721.6,112376.0,132653.7
Refrigerated bulk,9,4,15.2,17.8,1983.3,1987.8,1988.3,1988.0,375.5,676.6,732.6,720.5,52.0,67.0,90.7,90.6,136.0,142.1,86.9,89.0,29.8,2247.8,2291.0,52680.9,115110.3,129661.0,5853.4,12473.6,13467.7
Service - other,1,1,4.5,5.4,1987.0,1987.0,1987.0,1987.0,1748.4,1748.4,1748.4,1748.4,574.0,574.0,574.0,574.0,361.0,361.0,361.0,361.0,3.3,247.4,252.1,37699.7,77351.4,83350.9,37699.7,83888.1,94721.5
