Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,568,443,172258.9,331436.0,2009.3,2009.5,2009.7,2009.6,2272.6,3825.0,5703.2,5836.4,212.0,335.5,659.9,664.3,145.0,188.7,174.4,173.7,9153.1,708861.6,722471.8,68791276.4,157872783.4,181675087.2,121111.4,385032.3,458989.6
Container,237,68,8777.6,10640.3,2002.8,2002.3,2004.1,2003.8,1196.5,1306.3,1281.9,1290.4,112.0,102.7,168.8,164.2,23.0,27.3,34.7,33.8,1399.0,108207.0,110284.6,9270117.2,30024742.3,33089499.3,39114.4,131648.5,153678.4
General cargo,111,79,2246.6,3105.5,2004.7,2005.4,2007.9,2007.4,1777.2,2484.4,2557.5,2505.2,167.0,230.9,417.9,416.4,73.0,117.4,123.6,119.4,423.7,32430.6,33053.3,2674367.8,8412822.5,12102886.7,24093.4,104939.6,143108.5
Chemical tanker,92,56,2408.4,3865.7,2009.0,2009.2,2009.3,2009.3,1251.8,1608.4,1459.9,1459.1,116.5,148.1,192.8,192.8,43.0,99.5,92.5,92.1,444.8,34276.4,34934.6,1422301.0,6818778.4,7945664.7,15459.8,85505.9,103718.8
Ro-Ro,52,22,2998.7,1514.9,2005.5,2006.5,2003.2,2003.8,703.3,935.9,1116.1,1080.1,46.0,66.8,137.9,133.9,22.5,23.3,24.1,24.2,358.9,27732.9,28265.4,1627556.0,3009485.1,3499372.1,31299.2,73567.6,78123.7
Vehicle,41,13,1395.4,449.4,2006.1,2004.7,2005.5,2005.8,494.3,625.7,645.4,636.4,37.0,62.4,70.6,68.2,20.0,16.8,21.9,21.4,97.1,7516.6,7660.9,455114.9,2006568.5,2323810.9,11100.4,42192.5,45408.4
Service - tug,41,13,15.6,11.2,2013.1,2002.7,2005.3,2005.0,169.0,3221.9,867.2,921.9,14.0,830.3,787.0,867.4,38.0,229.1,995.7,1013.0,69.1,5190.8,5290.5,285958.4,676205.6,905402.7,6974.6,18009.7,24316.1
Miscellaneous - fishing,29,17,90.8,34.6,1994.2,1997.3,1987.8,1988.3,1712.8,1814.6,3236.2,3017.3,249.0,287.8,763.8,743.1,73.0,107.4,822.2,738.7,51.4,3862.9,3937.1,243361.1,539821.9,613722.8,8391.8,19749.6,23412.0
Oil tanker,21,7,490.0,851.6,2000.3,2007.6,2010.1,2010.6,74.6,1624.1,654.5,688.2,22.0,171.7,233.6,229.8,0.0,131.4,128.6,127.3,81.9,6326.7,6448.1,603750.9,1323344.5,1498680.3,28750.0,84512.8,100474.4
Refrigerated bulk,9,4,24.0,24.0,1983.3,1987.8,1991.3,1990.4,446.9,3640.7,1155.5,973.2,277.0,600.4,868.4,783.9,74.0,77.2,69.2,74.6,74.5,5602.2,5709.8,71164.2,155497.3,175153.1,7907.1,16850.0,18193.0
Service - other,2,2,6.2,7.5,2000.0,2000.0,1999.7,2000.0,1565.9,1565.9,1479.2,1486.1,557.5,557.5,555.7,557.4,30.0,30.0,29.6,30.0,2.9,215.9,220.1,52267.2,107240.7,115558.4,26133.6,58151.6,65661.4
