Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,19,19,81.1,137.5,2009.3,2009.3,2009.2,2009.2,95.2,157.2,153.2,152.5,35.0,55.8,96.5,95.1,109.0,145.1,154.7,155.0,18.0,1387.5,1414.2,55156.9,122062.6,159620.9,2903.0,10458.0,12582.7
Ferry-pax only,18,4,18.1,3.4,2004.5,2003.2,2000.1,1999.5,1712.2,5068.6,6806.4,7809.0,306.0,1185.5,3626.0,4186.5,89.5,111.5,251.2,218.3,56.1,4214.6,4295.5,280500.4,571265.2,719617.7,15583.4,36238.4,47774.1
Service - tug,12,3,9.3,4.2,2008.8,2008.7,2008.9,2008.8,1746.0,1997.2,2888.5,2850.0,565.5,545.7,1297.5,1378.5,279.5,259.5,1247.0,1220.7,38.2,2868.9,2924.0,107422.6,254022.1,340121.9,8951.9,23115.4,31209.7
Oil tanker,7,4,225.4,421.5,2005.9,2005.0,2002.3,2002.2,354.9,696.9,675.3,701.3,170.0,240.5,371.1,374.7,5.0,27.9,17.9,17.7,24.4,1891.9,1928.2,203931.7,375747.0,444092.5,29133.1,72797.6,89564.0
General cargo,7,7,27.6,37.4,2006.6,2006.6,2006.5,2006.8,139.7,355.4,225.2,209.7,39.0,194.4,190.3,176.1,96.0,82.7,117.2,116.9,8.5,645.6,658.0,23496.9,77468.8,113179.7,3356.7,15944.0,22133.1
Liquefied gas tanker,6,5,41.3,46.2,2007.5,2005.8,2011.8,2011.8,259.4,382.2,408.6,427.0,58.5,57.7,70.4,70.3,44.0,77.6,34.8,34.0,8.8,675.6,688.6,34903.5,101121.0,111670.0,5817.2,31849.2,41882.5
Chemical tanker,3,3,4.9,8.3,2011.0,2011.0,2011.4,2011.4,70.0,63.0,62.2,62.1,18.0,29.3,27.7,27.7,32.0,31.7,31.7,31.7,1.7,132.9,135.5,1605.3,11755.8,13554.3,535.1,4620.8,5680.3
Ro-Ro,3,2,9.6,7.1,1997.7,2002.0,2000.0,2002.0,266.5,228.4,146.3,131.3,25.0,26.8,28.9,27.8,6.0,10.0,9.4,10.5,1.7,131.5,134.0,16626.7,105808.0,54807.7,5542.2,13410.9,18029.9
Ferry-RoPax,2,2,9.7,2.8,2001.0,2001.0,2000.6,1997.3,708.6,708.6,651.1,570.9,28.5,28.5,27.6,19.6,28.5,28.5,28.4,27.6,2.9,220.1,224.3,17109.7,42310.8,51915.7,8554.8,18261.1,16632.1
Vehicle,1,1,1.2,0.4,2013.0,2013.0,2013.0,2013.0,21.1,21.1,21.1,21.1,16.0,16.0,16.0,16.0,9.0,9.0,9.0,9.0,0.2,17.8,18.2,448.0,1975.1,2287.4,448.0,1702.8,1832.5
