Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Tromso,3000,496,5773.6,1931.0,1996.7,1995.8,2002.9,2001.9,153.1,1102.5,347.8,393.9,17.0,201.2,411.8,625.8,5.0,65.3,99.0,140.6,2241.9,169400.8,172653.2,11361960.6,28632184.7,33503082.7,3787.3,9740.7,11727.1
Alesund,2208,440,4184.3,1399.5,1997.9,1997.3,2003.5,2001.9,171.2,587.9,236.7,228.4,15.0,117.8,136.9,196.3,5.0,38.8,49.0,77.8,1530.8,115964.6,118191.1,6413229.9,16796132.8,19859463.3,2904.5,7877.6,9347.6
Bergen,1681,303,3718.9,854.1,2001.3,1996.4,2005.4,2002.4,123.6,328.7,246.9,169.3,14.0,50.0,54.3,60.8,8.0,36.3,18.8,24.8,1270.5,95748.6,97586.9,4419478.2,13588258.6,16304228.7,2629.1,7926.9,9534.0
Bodoe,1580,268,1257.3,570.1,1994.5,1994.4,2004.8,2004.1,131.2,285.9,365.7,252.2,14.0,71.3,145.1,71.3,8.0,36.3,37.1,31.3,677.2,48433.1,49363.0,2240265.6,5880675.8,7140095.3,1417.9,3808.6,4621.2
Kristiansund,1307,306,926.6,521.1,1996.0,1996.0,2002.1,2002.9,115.7,443.8,238.6,220.5,16.0,106.6,539.0,311.8,10.0,44.4,80.8,77.7,593.4,44481.4,45335.4,5574943.8,13290254.8,17199358.0,4265.5,11055.9,14592.9
Kolvereid,1134,128,1645.1,412.1,1994.9,1995.6,1998.0,1999.6,172.6,260.6,187.0,211.8,15.0,36.1,29.2,37.8,3.0,28.0,7.3,13.9,553.4,41798.3,42600.9,1545067.4,4519141.1,5155157.0,1362.5,3566.3,4306.6
Damsgard,1127,212,2753.0,721.3,1996.8,1996.0,2004.5,2002.2,165.1,584.2,223.4,207.4,15.0,120.4,260.6,224.8,6.0,104.7,39.3,58.4,1041.5,77078.2,78558.1,5385552.9,13971104.6,17907329.3,4778.7,12829.6,16355.5
Harstad,1068,200,1019.4,624.4,1998.2,1995.5,2001.3,2003.7,120.9,690.0,284.9,320.8,15.0,189.0,970.2,597.0,5.0,60.5,122.7,81.8,507.7,37312.8,38029.3,2350459.1,5981155.1,6831998.6,2200.8,5687.3,6968.5
Sandnessjoen,1046,209,650.8,277.8,1997.4,1995.5,2000.9,2000.4,155.9,725.4,441.1,303.9,17.0,154.3,1190.2,561.7,7.0,90.0,691.1,316.3,585.8,43935.0,44778.6,2278676.6,5134531.6,6239449.1,2178.5,5212.0,6533.2
Hammerfest,933,190,1411.9,406.9,1999.2,1997.8,1999.0,2002.0,209.2,623.2,272.7,327.2,22.0,156.5,200.9,332.8,2.0,46.9,25.5,46.0,583.5,44206.3,45055.1,3259934.8,8147875.2,10081808.8,3494.0,8884.3,11242.9
