Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Sjursoja/Oslo,745,179,3204.6,3732.4,2001.9,2002.3,2004.0,2004.9,540.0,629.3,523.4,543.1,38.0,60.0,65.0,73.5,11.0,26.5,18.5,20.5,952.8,71483.7,72856.2,5666449.6,16416507.2,19652965.8,7606.0,24450.6,29380.6
Tananger,616,111,3571.0,2321.0,2003.4,2001.5,2007.1,2003.8,395.0,749.9,402.5,505.7,32.0,98.7,67.0,105.5,3.0,20.7,14.7,21.7,827.5,57178.6,58276.4,4415289.4,11517678.7,13405665.9,7167.7,19206.2,22705.8
Oslo,577,81,7672.9,841.3,1991.4,2000.3,1994.4,1996.2,272.9,541.9,332.8,385.6,19.0,51.9,30.3,51.6,5.0,51.7,11.7,21.2,1586.7,119157.4,121445.3,3692157.4,11700930.4,14396923.5,6398.9,18237.6,18769.6
Porsgrunn,557,318,2353.7,3438.2,2003.5,2004.4,2008.5,2008.4,490.3,577.3,710.1,701.7,50.0,69.3,115.4,115.1,33.0,55.8,75.4,80.0,647.2,48771.4,49707.9,3489179.6,10442007.4,14073204.8,6264.2,25503.8,33640.2
Fredrikstad,557,261,2712.7,3617.7,2000.1,2000.2,2008.0,2008.9,459.2,683.1,765.6,938.1,38.0,80.2,296.0,354.4,16.0,43.9,107.3,117.3,625.6,47176.6,48082.4,3976225.2,10785171.0,14111328.8,7138.6,24035.1,30590.9
Karsto,546,134,5906.1,7780.2,2009.7,2009.5,2011.4,2011.6,551.6,767.5,728.9,721.1,52.0,91.1,130.7,133.9,25.0,51.7,63.5,72.2,1473.7,110904.4,113033.8,4411932.5,13866412.9,14808757.6,8080.5,39332.0,52247.5
Rafnes,523,154,5508.0,5822.4,2001.8,2006.4,2012.5,2011.6,447.9,729.9,1251.9,1053.6,44.0,73.7,250.8,229.5,24.0,58.2,52.5,56.8,1139.9,77773.7,79267.0,4289664.2,12334772.1,14332894.2,8202.0,41369.8,54064.2
Jelsa,495,147,2813.8,4474.0,2002.7,2001.4,2005.1,2005.3,445.1,509.1,467.5,467.8,44.0,76.3,52.1,51.8,15.0,13.2,17.6,17.6,459.7,34536.3,35199.4,2762429.9,7794787.4,11534265.7,5580.7,23891.2,31089.4
Drammen,471,125,2184.1,1879.2,1998.8,1998.6,2000.2,2002.5,414.1,457.5,466.2,542.5,33.0,57.7,110.2,170.1,13.0,31.5,13.2,12.9,462.0,34771.0,35438.6,2521873.5,7561567.1,9146839.3,5354.3,18323.3,22547.1
Husoy - Karmoy,403,119,890.7,1003.8,1997.1,1996.7,2000.5,2000.2,453.4,686.7,491.5,490.7,43.0,85.7,72.3,71.2,7.0,34.5,19.4,18.6,325.3,24326.4,24793.5,3085261.7,8286005.6,9897988.8,7655.7,21075.3,26724.5
Mongstad,400,188,12114.0,20368.9,2008.8,2007.7,2010.3,2010.2,666.3,1140.6,1193.1,1210.7,67.0,128.8,257.8,264.0,30.0,39.2,44.3,43.8,1712.7,129525.8,132012.7,9995350.6,24917948.4,28731691.4,24988.4,77446.8,95909.6
Rekefjord,359,155,512.2,794.8,1996.8,1998.5,2002.9,2003.4,313.9,386.7,493.2,520.0,37.0,45.4,179.5,193.4,13.0,13.7,14.6,14.1,120.3,9069.9,9244.0,1400487.4,3851306.5,5417702.7,3901.1,13381.2,18170.9
Mongstadbase,338,142,5335.2,7852.8,2007.4,2007.3,2009.1,2008.9,650.8,894.3,922.8,942.4,69.5,107.2,151.5,155.9,27.0,33.9,43.5,43.8,1013.6,76275.4,77739.8,5595278.9,16990920.0,19733537.9,16554.1,63294.0,79360.0
Slagen,320,167,6084.6,10644.2,2005.5,2006.3,2005.6,2005.6,461.8,735.8,1056.8,1121.2,45.0,80.0,276.3,286.7,35.5,56.4,86.1,86.7,1257.3,94781.0,96600.8,5689291.9,13726542.1,15612065.1,17779.0,51689.6,64089.1
Kristiansand,297,150,3755.1,2632.8,1999.4,2000.7,2006.3,2005.3,371.7,817.6,1204.0,1369.0,37.0,103.4,275.1,263.2,14.0,38.4,22.6,41.4,915.3,68976.6,70301.0,3781975.1,9990585.4,12831137.6,12733.9,37087.7,42803.5
Egersund,283,150,350.2,385.1,1999.1,1998.4,2003.6,2003.5,333.0,494.4,503.4,511.9,38.0,72.4,166.7,168.7,12.0,30.2,33.7,31.4,176.6,13264.8,13519.4,1840816.1,4304997.2,5080226.7,6504.7,16327.8,19824.8
Stavanger,280,172,3684.2,1491.4,1999.9,2000.0,2007.5,2006.9,519.7,728.6,641.5,1075.5,50.0,105.0,85.0,222.8,16.0,63.3,95.0,328.3,781.4,58741.6,59869.5,2364030.4,9462837.4,12527470.1,8443.0,35869.0,46037.6
Tromso,204,103,1562.4,942.3,1993.7,1991.0,1998.7,2000.4,1156.2,2430.6,1476.1,1477.5,113.5,436.9,549.7,631.4,31.0,149.1,130.8,137.1,653.4,48669.6,49604.1,4305729.6,9202290.1,10546040.8,21106.5,52410.2,61900.9
