Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,6968,1169,19033.1,26946.6,1997.9,2001.7,2002.7,2003.0,525.9,816.7,786.3,789.9,58.5,88.0,175.2,175.6,20.0,40.4,63.3,63.8,5114.2,385830.2,393238.2,48298351.1,142113002.7,202487301.3,6931.5,25353.7,34908.5
Chemical tanker,2055,423,17073.9,26993.4,2002.0,2006.1,2008.0,2008.2,573.0,1077.4,1039.6,1080.9,58.0,108.9,224.9,231.9,19.0,38.9,42.3,42.2,4259.8,320816.0,326975.6,20420179.2,71411716.9,85639287.6,9936.8,39577.9,48330.2
Bulk carrier,1219,403,53840.8,98425.8,2003.0,2009.6,2010.6,2010.7,555.8,1925.6,1817.6,1910.9,55.0,215.3,477.8,489.7,22.0,76.2,84.9,85.3,4372.8,334468.2,340889.9,26630237.9,60524078.3,75008457.5,21846.0,74974.5,90329.6
Liquefied gas tanker,1214,153,41628.6,35201.6,2008.1,2009.6,2010.2,2010.5,607.1,1525.2,1858.7,1719.6,60.0,126.5,285.7,282.4,23.0,34.4,39.4,40.5,5669.4,379756.4,387047.8,14025951.1,66250181.9,61700119.7,11553.5,79720.5,114799.0
Miscellaneous - fishing,1208,410,3196.9,2050.2,1995.9,1996.6,1998.8,2000.1,715.9,2034.1,1882.0,1618.8,99.0,342.4,874.1,771.7,29.0,214.3,356.2,340.8,1816.4,136524.7,139146.0,14417406.0,31980586.0,36358687.8,11934.9,28088.3,33297.0
Ferry-RoPax,955,21,13139.6,1585.7,1997.3,1996.5,1998.0,1998.7,276.8,898.3,419.7,481.8,18.0,323.2,99.7,140.9,5.0,135.6,31.6,37.0,3111.0,226157.1,230499.3,9903028.6,24470145.3,30038833.0,10369.7,22141.5,20241.1
Container,877,65,3515.0,4229.6,2004.5,2004.4,2004.8,2004.8,475.5,464.0,453.9,451.8,39.0,40.6,51.4,51.2,15.0,16.6,22.6,23.0,1138.1,85509.7,87151.5,7983598.6,21649422.6,24492951.2,9103.3,25377.1,29047.2
Oil tanker,696,249,39181.1,69508.3,2007.3,2008.0,2009.5,2009.4,639.3,1398.3,1200.1,1225.0,74.0,144.9,263.3,267.2,29.0,58.7,65.9,65.8,5419.7,411329.6,419227.1,35333274.1,68448336.4,77327828.0,50766.2,128184.7,158742.1
Cruise,579,111,18221.1,1864.9,1993.4,1995.2,2006.3,2003.7,546.9,587.0,563.7,573.4,39.0,54.8,47.9,54.0,10.0,11.2,11.2,12.3,4214.4,317785.2,323886.7,6415296.9,34376763.7,41642446.3,11080.0,52799.5,60170.2
Ro-Ro,537,32,3809.7,2278.0,2000.5,1998.2,2002.4,2001.6,434.5,660.6,387.1,438.5,34.0,95.5,49.8,54.8,10.0,25.0,18.3,20.2,856.4,64032.3,65261.7,2747634.7,7581001.6,6542492.2,5116.6,12098.0,13552.2
Service - tug,422,168,893.9,621.3,2000.9,2001.3,2008.8,2007.9,451.0,828.1,889.1,908.5,74.5,235.8,295.4,276.4,24.0,157.0,600.9,596.2,554.9,41709.3,42510.1,15890744.4,37576826.7,50313340.0,37655.8,97234.0,131282.4
Refrigerated bulk,366,36,812.2,714.2,1993.4,1990.3,1992.1,1991.6,588.2,1381.8,688.7,710.8,51.5,241.6,281.7,280.8,24.0,155.4,120.1,125.2,797.9,60030.7,61183.3,2118679.8,4629418.3,5214604.3,5788.7,12335.7,13318.9
Service - other,215,99,1209.5,1151.0,1994.3,1999.6,2003.4,2008.3,670.2,1429.5,1018.9,749.2,103.0,268.4,489.9,298.5,29.0,168.7,171.7,142.2,479.3,36129.9,36823.6,8031528.6,16478933.5,17757048.7,37355.9,83123.3,93857.9
Vehicle,199,21,1721.7,598.1,1997.2,1999.0,1993.8,1992.5,426.5,513.7,449.8,450.0,29.0,41.7,98.0,88.4,12.0,25.2,24.4,23.2,236.4,17794.5,18136.2,605627.1,2670166.3,3092324.7,3043.4,11567.8,12449.5
Ferry-pax only,33,12,58.6,8.7,1985.0,1985.7,1989.7,1988.5,638.0,921.2,921.9,832.3,165.0,419.0,189.9,209.7,18.0,232.2,127.2,96.4,46.3,3475.9,3542.6,287145.4,752188.2,969066.1,8701.4,23253.8,30745.6
Other liquids tankers,3,3,48.5,68.4,2006.0,2006.0,2014.0,2013.8,726.7,803.5,840.5,837.3,80.0,75.0,76.7,76.5,9.0,9.0,6.7,6.7,5.3,397.8,405.4,35088.5,100188.5,216006.4,11696.2,40520.0,65476.1
