Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Jelsa,611,178,3397.9,5363.2,2001.1,2001.2,2004.1,2004.3,470.1,567.9,513.7,513.3,46.0,58.4,54.9,54.5,16.0,27.2,20.3,20.0,643.4,48307.6,49235.1,3630133.5,10274253.0,15111844.2,5941.3,24960.8,32580.9
Oslo,569,73,8065.2,800.2,1991.4,2000.2,1994.7,1994.9,273.8,425.3,345.0,365.6,19.0,54.7,28.7,37.3,5.0,14.2,12.7,15.1,1613.8,121188.9,123515.7,3671582.4,11795736.7,14454721.4,6452.7,18274.9,18514.2
Karsto,548,129,8731.9,11522.2,2009.8,2009.8,2012.2,2012.3,559.9,1309.1,1103.2,1111.9,61.0,128.3,249.2,250.0,28.0,43.5,56.9,60.6,1659.8,124809.3,127205.7,5782168.7,19757044.9,20636252.2,10551.4,53740.6,72165.9
Porsgrunn,547,319,4741.3,7492.2,2003.8,2004.4,2010.7,2010.8,498.5,972.1,1514.7,1611.7,51.0,99.5,422.6,442.6,17.0,38.3,88.7,92.4,827.8,62927.6,64135.8,5607044.9,15763323.6,21026764.8,10250.5,39537.0,51352.3
Rekefjord,513,210,552.2,814.2,1996.6,1998.7,1998.5,1998.5,331.4,408.6,396.1,397.4,40.0,47.8,53.9,54.0,14.0,23.1,34.9,35.2,180.4,13555.3,13815.6,2106224.9,5990394.3,8506996.1,4105.7,14125.6,19516.7
Rafnes,492,154,7726.5,9764.3,2003.4,2006.5,2011.8,2011.3,530.2,1428.8,1816.3,1836.8,48.0,138.4,426.0,463.3,19.0,42.2,69.9,77.5,1297.1,92051.2,93818.5,5874955.8,16386639.6,19652120.9,11941.0,56046.8,72236.0
Fredrikstad,491,246,1700.6,1924.2,2001.2,2000.7,2005.2,2005.3,479.3,506.5,497.2,508.2,41.0,63.2,61.5,67.2,20.0,46.8,38.8,46.3,488.6,36719.2,37424.2,3371005.8,9055448.2,11674724.8,6865.6,21622.8,27291.6
Sjursoja/Oslo,479,167,1381.2,1497.9,2002.6,2003.0,2002.7,2004.4,263.6,414.1,345.8,331.4,25.0,45.4,48.2,50.8,16.0,37.7,30.2,33.9,452.9,33823.8,34473.2,2107134.2,6205532.7,7421154.2,4399.0,14348.8,17324.6
Tananger,474,95,3273.2,1174.1,2009.1,2002.7,2012.2,2008.6,358.0,520.0,360.8,458.4,22.0,64.7,37.6,74.1,11.0,31.8,14.5,26.3,715.7,45976.4,46859.2,3185929.3,9119304.3,9920332.7,6721.4,17404.2,19458.6
Mongstad,435,207,17145.1,29644.5,2008.4,2007.6,2010.6,2010.6,671.9,1497.8,1524.0,1584.7,70.0,151.9,300.2,306.0,26.0,49.8,72.8,73.4,2461.2,187065.9,190657.5,14265963.6,35038922.5,40771289.3,32795.3,101349.7,125604.1
Kristiansand,397,132,3282.4,1876.5,2002.5,2000.9,2007.0,2005.7,431.2,422.4,484.2,473.4,31.0,64.2,31.3,51.6,16.0,34.7,87.0,47.4,896.7,67377.9,68671.6,3626220.5,10622183.6,12773675.2,9134.1,27030.5,30862.4
