Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,6967,1171,19936.1,28188.8,1997.9,2001.8,2003.4,2003.6,522.5,904.0,822.3,824.9,56.0,97.7,196.2,197.5,21.0,42.5,70.3,71.3,5482.3,414677.3,422639.1,48945834.2,144270055.8,205272948.0,7025.4,25961.9,35562.7
Chemical tanker,2064,422,13529.5,21121.8,2002.0,2006.1,2007.3,2007.4,560.8,787.5,818.3,840.1,54.0,85.4,156.1,161.2,18.0,37.4,41.9,42.7,3878.2,290597.4,296176.8,18362707.9,61076540.7,73516679.5,8896.7,33574.1,40964.3
Bulk carrier,1226,412,36236.0,63475.8,2003.1,2009.6,2009.9,2010.0,563.0,1783.3,1207.3,1215.0,56.0,177.6,235.9,232.0,28.0,109.5,117.6,120.7,3385.3,258420.7,263382.4,20500709.1,47944610.5,61700160.6,16721.6,61264.6,74605.4
Liquefied gas tanker,1219,153,44519.6,36772.9,2008.1,2009.7,2010.6,2010.8,579.1,1374.3,1953.4,1768.0,55.0,142.3,385.5,368.0,24.0,35.6,44.6,43.6,6021.0,401971.3,409689.1,14156923.0,68783968.6,63534272.6,11613.6,81360.9,117750.0
Miscellaneous - fishing,1215,405,2441.4,1636.7,1995.9,1996.6,1998.8,2000.2,417.9,1710.9,1433.3,1292.9,63.0,332.7,841.4,812.8,14.0,92.2,241.0,229.1,1369.3,102868.3,104843.3,11509949.9,25531287.9,29026488.9,9473.2,22294.8,26429.1
Ferry-RoPax,959,26,12620.3,1490.5,1997.4,2000.7,1999.4,2000.8,274.9,729.8,403.4,453.1,19.0,143.3,77.2,88.4,5.0,106.9,23.9,31.2,2964.1,215138.0,219268.7,9264704.2,22909343.6,28111013.4,9660.8,20622.5,18788.7
Container,881,65,3525.6,4274.5,2004.5,2004.4,2005.0,2004.9,478.6,465.8,453.4,454.6,38.0,39.3,41.4,41.5,8.0,9.5,9.1,9.3,1090.2,81881.9,83454.0,7909195.9,21626753.3,24473090.6,8977.5,25270.2,28979.9
Oil tanker,690,251,30918.9,54140.1,2007.4,2008.0,2008.7,2008.6,636.8,1066.9,956.8,963.1,80.5,130.4,221.3,222.9,24.0,47.3,55.4,54.8,4249.7,321086.1,327251.0,28005230.0,54720217.0,61358882.8,40587.3,102715.8,127409.9
Cruise,580,111,19353.4,1938.3,1993.2,1995.2,2006.0,2003.8,557.4,547.4,599.6,597.4,39.0,43.0,44.5,46.5,8.0,9.9,8.8,9.1,4395.2,331381.8,337744.4,6523782.9,35549281.2,42202441.2,11247.9,54115.6,60240.5
Ro-Ro,537,32,4143.3,2180.7,2000.5,1998.2,2002.6,2001.9,437.1,807.7,420.1,418.5,32.0,71.0,52.6,54.3,3.0,43.3,15.2,15.2,870.1,65039.6,66288.4,2644810.5,7405336.0,6325084.8,4925.2,11648.3,13078.8
Service - tug,418,163,736.2,524.3,2000.9,2001.2,2008.3,2007.1,449.6,838.6,774.9,806.9,80.5,305.8,409.5,396.7,22.0,69.4,104.7,106.7,546.5,41094.0,41883.0,13411654.2,31714524.8,42464034.6,32085.3,82850.0,111861.5
Refrigerated bulk,367,35,709.9,630.4,1993.5,1990.5,1991.2,1990.8,486.6,740.2,598.3,624.6,43.0,82.7,96.9,103.7,6.0,17.5,19.9,20.5,468.0,35273.5,35950.7,1870258.2,4086604.9,4603176.1,5096.1,10859.7,11725.2
Service - other,218,106,1383.7,1168.6,1994.2,1999.2,2002.2,2007.3,687.6,1490.7,1129.5,752.8,117.0,470.8,674.9,440.5,35.5,161.3,109.3,94.4,564.6,42618.2,43436.4,8154512.3,16731269.1,18028955.6,37406.0,83234.7,93983.7
Vehicle,200,21,2057.7,681.4,1997.2,1999.0,1995.3,1994.0,426.8,781.0,535.9,511.0,30.0,65.3,111.4,98.3,8.0,11.5,13.6,13.8,277.1,20892.3,21293.4,689963.5,3041999.2,3522945.1,3449.8,13112.8,14112.2
Ferry-pax only,32,11,35.6,5.0,1983.3,1980.8,1990.0,1988.4,440.5,653.8,565.6,481.8,56.0,120.4,170.3,159.9,13.0,844.3,40.9,48.9,40.8,3060.4,3119.1,166281.8,433844.0,558760.0,5196.3,13854.4,18317.2
Other liquids tankers,3,3,186.6,264.0,2006.0,2006.0,2015.5,2015.4,1355.1,2391.2,3231.0,3231.7,116.0,312.7,617.4,619.2,134.0,100.3,137.1,136.9,26.6,2048.0,2087.4,135433.6,386704.3,833734.4,45144.5,156397.8,252722.4
