Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ro-Ro,84,2,59.8,43.2,1990.0,1990.5,1990.0,1990.0,109.8,153.7,121.1,121.3,11.0,14.5,13.2,13.2,2.5,14.2,3.7,3.8,18.9,1441.5,1469.2,156876.8,1209460.0,570732.9,1867.6,4557.7,6497.2
General cargo,38,7,16.1,24.0,1987.5,1988.0,1997.6,1998.3,118.0,267.7,172.6,173.6,15.0,38.8,44.8,41.8,13.0,26.8,27.1,25.6,5.5,415.5,423.4,51386.8,149266.0,209639.5,1352.3,4969.9,6613.1
Cruise,23,4,8.8,0.8,1989.9,1987.8,1989.4,1989.2,102.7,197.6,111.8,119.8,25.0,35.0,29.8,32.4,13.0,16.2,13.1,14.2,13.3,996.0,1015.1,7712.3,22355.3,41796.4,335.3,1052.2,1807.0
Oil tanker,22,2,20.9,33.5,2003.2,2005.0,2004.6,2004.8,114.9,156.3,135.4,138.4,12.0,80.5,72.0,77.0,44.0,40.0,51.3,50.1,24.2,1826.6,1861.7,44722.1,53702.2,58129.1,2032.8,6341.8,8343.4
Ferry-RoPax,20,3,1.3,0.3,1971.4,1972.3,1971.4,1971.3,93.7,85.3,90.7,90.5,12.5,18.3,14.4,14.4,13.0,13.5,27.8,28.0,3.8,285.0,290.5,11463.8,24801.4,32974.7,573.2,1279.7,1823.6
Chemical tanker,13,3,13.8,20.4,2007.8,2010.7,2007.0,2006.9,293.1,224.6,257.6,260.2,36.0,66.0,95.5,96.4,22.0,29.0,26.3,26.2,16.6,1255.8,1279.9,39251.1,114911.4,145341.5,3019.3,9948.2,12671.7
Service - tug,6,3,0.4,0.3,1973.0,1971.0,1973.2,1972.8,240.2,273.9,253.9,256.8,56.0,66.2,59.4,60.7,50.0,45.3,75.5,73.5,1.3,100.2,102.1,6853.4,16206.3,21699.3,1142.2,2949.5,3982.3
Service - other,2,2,24.1,15.9,1998.0,1998.0,2000.3,2000.6,874.7,874.7,914.4,1110.6,237.0,237.0,400.2,424.4,62.5,62.5,23.8,18.0,4.0,304.1,310.0,110887.1,227516.0,245162.3,55443.6,123371.3,139303.6
Vehicle,1,1,0.8,0.3,1996.0,1996.0,1996.0,1996.0,76.9,76.9,76.9,76.9,12.0,12.0,12.0,12.0,4.0,4.0,4.0,4.0,0.2,13.7,13.9,311.3,1372.5,1589.5,311.3,1183.2,1273.4
Ferry-pax only,1,1,0.9,0.3,1918.0,1918.0,1918.0,1918.0,3930.1,3930.1,3930.1,3930.1,821.0,821.0,821.0,821.0,49.0,49.0,49.0,49.0,1.5,111.3,113.4,22833.5,46502.6,58579.0,22833.5,53098.3,70001.1
