Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ro-Ro,85,2,89.3,64.6,1990.0,1990.5,1990.0,1990.0,184.5,193.3,178.9,178.9,17.0,19.2,17.1,17.1,5.0,13.0,9.6,9.6,30.5,2314.8,2359.2,234202.5,1805611.9,852051.4,2755.3,6724.2,9585.5
General cargo,37,7,25.9,38.9,1987.8,1988.0,2001.9,2002.5,143.3,177.8,278.3,283.2,23.0,27.9,38.2,36.5,23.0,44.5,28.9,25.6,8.4,640.1,652.4,75537.2,220321.0,307080.7,2041.5,7785.6,10121.3
Oil tanker,23,2,118.0,201.5,2003.2,2005.0,2006.3,2006.4,113.2,1218.7,737.5,806.3,28.0,419.2,683.8,700.1,25.0,84.2,127.4,129.6,44.3,3355.9,3420.4,188781.6,269335.4,341153.1,8207.9,21498.2,27621.1
Cruise,23,4,18.1,1.8,1989.9,1987.8,1990.1,1990.1,118.1,664.7,229.8,267.1,14.0,95.9,112.2,141.8,10.0,16.0,19.6,20.2,16.9,1270.2,1294.6,29696.9,60829.4,97920.4,1291.2,2997.6,4651.1
Ferry-RoPax,20,3,1.6,0.4,1971.4,1972.3,1970.9,1970.8,87.6,105.9,110.9,111.9,12.5,17.3,18.7,18.8,7.5,7.0,7.3,7.3,2.5,188.8,192.5,14164.1,30643.3,40742.0,708.2,1581.1,2253.1
Chemical tanker,12,3,11.4,16.7,2008.1,2010.7,2007.8,2007.6,264.4,227.3,232.5,233.8,24.0,24.8,37.6,37.5,16.5,13.5,24.1,24.4,8.3,633.3,645.5,34302.7,98470.5,124166.4,2858.6,9280.0,11765.4
Service - tug,6,3,0.4,0.3,1973.0,1971.0,1972.3,1971.9,243.2,336.0,250.0,259.1,56.5,60.7,62.1,63.2,8.5,8.2,19.1,18.2,1.3,100.7,102.6,6915.5,16353.0,21895.8,1152.6,2976.2,4018.3
Service - other,2,2,71.9,49.6,1998.0,1998.0,2000.8,2000.9,2586.5,2586.5,2734.0,3463.7,495.0,495.0,933.9,951.9,208.5,208.5,346.1,351.7,15.1,1165.2,1187.5,345828.9,709564.9,764599.2,172914.4,384763.7,434452.7
Vehicle,1,1,4.5,1.8,1996.0,1996.0,1996.0,1996.0,461.6,461.6,461.6,461.6,45.0,45.0,45.0,45.0,11.0,11.0,11.0,11.0,0.7,56.3,57.3,1867.6,8234.0,9535.8,1867.6,7098.7,7639.7
Ferry-pax only,1,1,0.3,0.1,1918.0,1918.0,1918.0,1918.0,1319.7,1319.7,1319.7,1319.7,201.0,201.0,201.0,201.0,11.0,11.0,11.0,11.0,0.4,27.1,27.6,7667.0,15614.6,19669.5,7667.0,17829.3,23504.8
