,exp_code_str3,exp_name,imp_code_str3,imp_name,USD,tonne
0,858,Uruguay,156,China,581076652.242,2285069.530394
1,858,Uruguay,792,Türkiye,476618575.327,209586.54077800002
2,858,Uruguay,076,Brazil,341813252.073,359184.831
3,858,Uruguay,276,Germany,208162891.72,120089.45366
4,858,Uruguay,840,United States of America,177884157.829,79377.57958800001
5,858,Uruguay,032,Argentina,155676495.764,93898.107345
6,858,Uruguay,604,Peru,126899932.28,177372.93167000002
7,858,Uruguay,528,Netherlands (Kingdom of the),111257761.743,126496.93426899999
8,858,Uruguay,250,France,111099338.727,129484.488655
9,858,Uruguay,620,Portugal,110456215.912,949780.4914909999
10,858,Uruguay,380,Italy,91741106.36,88558.66165299999
11,858,Uruguay,643,Russian Federation,91572077.676,41761.554214
12,858,Uruguay,724,Spain,57924585.173,154177.463285
13,858,Uruguay,320,Guatemala,56292605.323,14021.250750000001
14,858,Uruguay,214,Dominican Republic,55206015.223,45049.357186
15,858,Uruguay,764,Thailand,40243838.123,7678.548369
16,858,Uruguay,012,Algeria,39489520.567999996,15929.184319
17,858,Uruguay,704,Viet Nam,38423469.367,29891.76701
18,858,Uruguay,218,Ecuador,36736810.944,3295.185809
19,858,Uruguay,410,"Korea, Republic of",34257780.44,41908.7803
20,858,Uruguay,616,Poland,33083240.084,23269.343013
21,858,Uruguay,340,Honduras,32514920.196,1613.5289619999999
22,858,Uruguay,188,Costa Rica,32276849.028,26560.520537
23,858,Uruguay,246,Finland,28670211.505000003,43340.847
24,858,Uruguay,376,Israel,26957988.639,43911.518823000006
25,858,Uruguay,578,Norway,25695998.071,11906.567794000002
26,858,Uruguay,222,El Salvador,25436763.782,767.0958320000001
27,858,Uruguay,826,United Kingdom,24334835.158,26945.390231
28,858,Uruguay,756,"Switzerland, Liechtenstein",23776550.342,3110.286823
29,858,Uruguay,600,Paraguay,21446819.898000002,60329.844346
30,858,Uruguay,152,Chile,20863646.944000002,9764.984281000001
31,858,Uruguay,344,"China, Hong Kong SAR",20752707.577,5589.757648000001
32,858,Uruguay,040,Austria,19885933.764,11431.319081999998
33,858,Uruguay,024,Angola,16041237.688,8710.3618
34,858,Uruguay,780,Trinidad and Tobago,15680231.23,4190.4339070000005
35,858,Uruguay,388,Jamaica,15599078.342,3054.9707820000003
36,858,Uruguay,364,Iran (Islamic Republic of),15292485.082999999,54432.50896600001
37,858,Uruguay,591,Panama,14527517.758,3584.2171630000003
38,858,Uruguay,068,Bolivia (Plurinational State of),14504065.812,3532.831683
39,858,Uruguay,356,India,14058438.605,61328.19767000001
40,858,Uruguay,752,Sweden,13720900.175,70360.167614
41,858,Uruguay,566,Nigeria,13639426.349,12419.961000000001
42,858,Uruguay,818,Egypt,13400854.831,17256.245611000002
43,858,Uruguay,208,Denmark,12280863.237,34658.635764
