Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,227,62,3021.3,294.9,1993.2,1997.8,2006.7,2005.4,151.4,203.4,220.6,217.6,16.0,20.1,23.3,23.6,9.0,9.9,8.0,8.4,684.9,52891.5,53907.0,844409.3,5042618.9,6043927.6,3719.9,19681.1,22315.2
General cargo,115,24,121.7,148.0,1990.4,1991.7,2000.6,2000.9,124.9,327.0,175.4,180.2,15.0,43.5,45.7,47.2,17.0,55.4,30.6,32.4,49.6,3800.4,3873.3,146555.3,453332.6,648985.8,1274.4,5362.4,7278.4
Container,110,17,198.0,235.6,2007.4,2007.8,2007.8,2007.7,117.9,152.6,136.7,135.8,10.0,15.1,14.6,14.3,5.0,9.5,9.2,9.0,49.0,3743.1,3814.9,257285.8,908529.3,1034671.3,2339.0,8817.9,10612.9
Chemical tanker,54,9,76.8,121.6,2008.0,2007.7,2007.0,2006.8,166.9,244.1,240.2,242.0,21.5,33.2,109.5,110.5,21.0,58.6,61.5,61.7,51.0,3862.6,3936.8,173352.0,524862.2,654282.4,3210.2,10812.3,13564.7
Liquefied gas tanker,41,2,40.5,41.7,2008.8,2008.5,2008.4,2008.4,177.1,223.4,237.0,237.2,16.0,19.5,26.5,26.5,15.0,14.8,14.8,14.8,24.9,1902.6,1939.1,31451.0,91118.6,100624.1,767.1,4199.8,5522.9
Oil tanker,35,7,37.8,60.5,1998.9,2000.1,2000.1,1999.8,172.1,261.5,237.0,235.6,19.0,38.6,33.7,33.5,30.0,25.7,34.4,34.8,28.4,2148.5,2189.7,108197.1,119188.9,114957.8,3091.3,10301.5,13619.3
Ferry-RoPax,29,3,2.8,0.7,1965.0,1965.7,1964.3,1964.2,146.8,349.0,182.5,183.2,15.0,24.2,31.4,31.7,2.0,13.7,21.6,21.9,4.1,305.2,311.1,23621.8,51104.6,67946.3,814.5,1818.5,2591.5
Refrigerated bulk,26,7,59.7,65.9,2002.7,2001.1,2001.9,2002.0,153.2,189.1,170.4,169.8,11.5,12.0,12.0,11.9,7.0,9.3,9.8,9.7,26.4,2011.5,2050.2,195425.1,427013.3,480990.3,7516.3,16017.3,17293.8
Vehicle,24,2,114.1,38.8,2003.0,2003.0,2002.9,2001.5,410.1,258.6,316.7,340.8,41.0,29.2,46.1,47.5,2.5,3.0,3.0,3.1,18.1,1390.4,1417.1,39296.2,173254.1,200645.9,1637.3,6223.5,6697.9
Bulk carrier,11,8,244.4,414.2,2008.5,2007.2,2013.1,2013.4,236.2,825.1,1268.2,1420.1,15.0,136.1,474.2,502.3,68.0,50.4,25.4,21.6,28.5,2198.1,2240.3,123847.3,331642.6,439039.4,11258.8,48757.0,60733.5
Service - tug,5,4,1.2,1.1,2001.4,1996.8,2018.5,2019.0,124.4,149.6,224.7,228.1,27.0,39.0,89.0,89.7,3.0,7.6,4.5,4.5,0.4,27.9,28.4,28043.0,66313.3,88789.9,5608.6,14482.4,19553.7
Service - other,3,3,9.1,4.8,2009.0,2009.0,2011.6,2010.7,851.9,5101.3,1938.6,1566.6,438.0,470.3,675.7,636.5,31.0,156.3,329.9,302.7,20.7,1555.2,1585.0,33727.8,69202.1,74569.5,11242.6,25016.7,28247.4
Ferry-pax only,2,2,0.0,0.0,1965.0,1965.0,1973.8,1938.6,127.8,127.8,122.8,87.0,63.5,63.5,48.9,107.4,83.0,83.0,73.9,110.2,0.5,38.8,39.6,2389.5,4866.5,6130.3,1194.8,2778.4,3662.8
