Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,911,50,84.9,57.0,2012.1,2009.4,2011.7,2011.2,106.4,427.1,255.9,278.3,51.0,324.4,680.4,684.5,29.0,108.3,256.6,253.9,377.5,28347.6,28891.9,1458692.5,3449368.7,4618518.2,1601.2,4134.6,5582.4
Oil tanker,774,90,12517.6,22119.9,2003.5,2005.6,2003.3,2003.3,247.6,427.6,334.6,331.2,38.0,223.8,244.3,244.0,77.0,134.3,184.1,184.6,8427.9,652330.8,664855.6,13981657.9,29653232.5,33632961.0,18064.2,49648.1,59965.8
Chemical tanker,384,75,2693.0,4480.4,2007.6,2008.7,2007.6,2007.7,240.5,293.8,288.6,288.1,36.5,65.7,142.2,140.4,73.0,119.8,115.0,114.4,1686.9,129990.2,132486.0,1285317.6,7202629.1,8373483.9,3347.2,21837.9,26698.8
Ferry-RoPax,334,7,418.9,75.5,2007.7,1997.6,2002.2,2004.7,232.2,365.3,656.0,577.5,11.0,128.1,731.9,468.5,10.0,1150.4,58.8,69.7,343.1,25763.5,26258.2,1773671.5,3893301.4,5130416.8,5310.4,11802.4,16223.9
Ro-Ro,316,6,181.2,161.6,2007.3,2002.0,2000.5,2004.7,215.3,282.2,245.3,310.5,20.0,40.7,89.0,93.5,22.5,33.7,182.9,204.8,343.6,25811.1,26306.7,586406.6,4520970.3,2133403.8,1855.7,4528.7,6455.9
Liquefied gas tanker,257,11,1692.6,2030.2,2007.0,2006.3,2007.1,2007.2,385.3,285.5,372.8,371.0,52.0,53.1,101.1,99.6,40.0,97.5,121.0,115.2,642.3,48628.5,49562.1,1532457.4,4439779.1,4902938.1,5962.9,32646.5,42930.9
General cargo,132,35,271.8,365.9,2002.9,2004.4,2005.0,2005.2,179.9,202.1,229.7,225.6,20.5,39.5,99.0,89.9,46.0,77.5,122.3,122.5,122.1,9245.5,9423.0,292249.3,925556.7,1312177.0,2214.0,10252.2,13425.2
Miscellaneous - fishing,60,7,48.3,57.6,1989.5,1989.0,1989.7,1988.8,440.9,1523.8,1493.1,1384.0,77.5,215.3,771.8,551.0,12.0,260.7,1866.4,2171.0,94.9,7126.2,7263.0,404915.5,898180.7,1021140.5,6748.6,15882.5,18827.7
Bulk carrier,56,42,882.2,1599.2,2007.4,2009.0,2006.8,2006.7,322.1,431.4,490.9,511.1,46.5,119.9,152.9,152.9,265.5,350.7,357.9,359.2,148.5,11475.6,11695.9,477488.6,1078091.0,1336576.2,8526.6,30205.6,36136.4
Container,28,6,65.0,84.7,2003.8,2004.0,2005.0,2004.9,138.0,262.4,215.5,205.9,14.0,37.4,66.7,62.8,95.5,62.8,81.7,82.2,44.2,3339.5,3403.6,78448.1,304315.9,347245.1,2801.7,11731.3,14314.8
Service - other,1,1,5.8,7.6,2009.0,2009.0,2009.0,2009.0,494.0,494.0,494.0,494.0,551.0,551.0,551.0,551.0,698.0,698.0,698.0,698.0,2.3,169.4,172.7,53097.9,108945.2,117395.1,53097.9,118151.8,133410.1
