Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Oil tanker,825,455,186604.3,353422.7,2007.9,2008.1,2009.6,2009.7,1847.6,2848.0,3380.9,3443.8,173.0,308.6,826.3,835.7,127.0,214.7,370.5,373.5,21852.7,1689623.7,1722064.5,117612359.5,216214573.2,237369761.7,142560.4,370271.1,460825.4
Chemical tanker,376,219,14011.8,22755.3,2009.4,2009.7,2010.3,2010.3,1184.3,1573.3,1542.4,1530.4,156.5,172.6,250.5,250.0,76.0,138.7,145.1,147.4,3053.2,235653.3,240177.8,5611354.9,34607686.9,40059801.9,14923.8,107698.7,131802.1
Bulk carrier,292,216,19037.7,32074.4,2007.4,2009.1,2008.6,2008.8,1766.3,2487.4,2478.3,2493.7,278.5,347.7,470.0,476.7,185.0,514.6,472.3,460.6,2215.6,171055.3,174339.5,11884092.7,27238810.9,35198864.0,40698.9,150852.8,182236.5
General cargo,237,102,2820.8,3961.9,2003.9,2006.3,2008.1,2008.1,708.4,1455.0,1403.7,1432.7,81.0,187.7,274.9,282.7,52.0,193.1,223.9,236.0,624.8,47765.2,48682.3,2764888.8,8930348.5,12738586.8,11666.2,56061.6,73932.0
Container,186,31,2956.7,3797.1,2005.8,2006.6,2004.5,2004.4,611.6,943.7,816.1,823.5,53.5,76.0,114.9,116.0,55.0,57.4,70.9,71.1,657.1,50500.2,51469.8,3381652.9,12721427.7,14267723.6,18180.9,72005.1,86551.1
Liquefied gas tanker,64,25,1525.6,1817.0,2005.9,2007.1,2006.4,2006.2,953.1,1151.6,1177.5,1184.8,168.5,211.3,276.6,279.1,29.0,56.0,91.8,90.0,325.1,24796.2,25272.3,1300263.2,3912549.6,4255615.0,20316.6,113006.5,149679.8
Service - tug,24,12,16.7,12.4,2001.5,2002.0,2007.9,2008.5,206.6,765.1,1168.5,1012.0,60.5,426.7,747.5,782.9,23.0,259.0,517.6,513.9,49.7,3734.3,3806.0,316442.5,748291.4,1001921.7,13185.1,34046.3,45968.3
Vehicle,16,16,719.9,207.9,2006.3,2006.3,2009.4,2009.0,137.4,816.6,917.8,794.1,14.5,56.1,402.2,379.3,19.0,25.8,30.9,30.4,48.0,3715.5,3786.8,210535.7,928236.6,1074992.6,13158.5,50015.4,53827.5
Service - other,10,6,109.7,136.5,2002.1,2006.8,2006.1,2006.2,763.8,2503.2,1297.4,2104.2,201.0,417.1,497.7,513.6,90.0,341.4,332.6,380.9,55.2,4234.2,4315.5,952501.0,1954323.0,2105901.4,95250.1,211947.5,239318.7
Ro-Ro,9,7,16.3,17.1,1994.0,1998.3,1992.7,1992.7,847.6,1390.5,805.4,858.8,100.0,111.0,116.8,113.8,225.0,1045.6,698.5,934.9,101.2,7596.9,7742.8,61892.8,477169.9,225172.0,6877.0,16782.7,23924.4
Miscellaneous - fishing,5,4,2.9,2.2,1987.6,1984.2,1990.1,1987.8,778.1,875.8,884.0,960.7,92.0,145.0,282.2,216.3,13.0,163.0,217.7,151.9,5.2,387.0,394.5,15424.3,34214.0,38897.9,3084.9,7260.1,8606.4
Cruise,1,1,4.7,0.5,1992.0,1992.0,1992.0,1992.0,315.6,315.6,315.6,315.6,63.0,63.0,63.0,63.0,6.0,6.0,6.0,6.0,2.5,196.8,200.6,1383.9,11454.7,15275.6,1383.9,9557.6,11362.7
Ferry-RoPax,1,1,0.0,0.0,1974.0,1974.0,1974.0,1974.0,55.5,55.5,55.5,55.5,8.0,8.0,8.0,8.0,163.0,163.0,163.0,163.0,0.7,54.9,56.0,417.7,903.7,1201.5,417.7,932.6,1329.0
