Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Puerto La Cruz,420,88,2956.5,5071.2,2006.4,2006.5,2003.6,2003.6,234.2,320.8,302.3,297.7,27.0,86.2,207.6,198.9,41.5,137.0,109.7,109.5,1774.9,137009.1,139639.6,3948366.5,8751698.4,10306096.7,9400.9,25693.0,32606.3
Amuay (Bahia De Amuay),262,75,2974.7,5093.1,2005.0,2006.0,2004.3,2004.4,270.3,362.4,359.7,358.4,37.0,206.4,169.3,169.7,116.5,234.3,262.6,265.4,2845.6,220086.2,224311.8,3239084.5,8065389.8,9219768.5,12362.9,38927.9,47198.9
Punta Cardon,250,71,2959.7,5042.5,2006.5,2005.7,2005.1,2005.0,305.1,529.4,482.3,497.1,38.0,294.2,318.8,334.7,99.0,157.6,213.0,208.9,2045.4,157752.1,160781.0,3041640.2,7626029.3,8797001.6,12166.6,40015.9,48984.8
Jose Terminal,194,41,1899.1,3106.9,2008.9,2009.0,2004.6,2004.3,252.2,339.0,318.6,308.8,65.5,140.3,191.2,195.7,31.0,57.3,82.9,88.0,572.3,43979.3,44823.7,1255112.1,3288903.4,3707342.8,6469.6,26941.8,34607.1
La Salina,192,27,450.0,646.0,2009.7,2004.4,2004.6,2004.2,146.8,226.3,267.3,255.2,50.0,97.5,72.9,72.1,64.0,86.1,90.2,86.8,274.2,20950.1,21352.4,485859.4,1268984.1,1484046.1,2530.5,10101.4,13071.8
Bajo Grande,189,39,1368.0,2344.8,2005.6,2004.7,2005.0,2004.8,164.2,252.4,253.9,254.5,42.0,64.2,82.5,83.4,64.0,121.6,73.6,73.7,813.4,62864.3,64071.3,1548337.3,3915367.4,4414386.9,8192.3,25588.7,30948.5
Punta De Piedras,188,8,300.2,60.2,2006.0,2000.6,2000.5,1999.1,198.9,2325.8,636.5,358.2,9.0,756.8,784.8,606.3,1.5,103.6,48.4,90.8,208.8,15684.5,15985.6,860335.5,2282946.7,2539564.7,4576.3,10242.4,13832.8
El Guamache,169,29,478.9,722.8,2008.3,2005.5,2000.9,2000.6,173.2,187.7,258.2,265.4,30.0,43.7,93.6,95.4,26.0,28.9,40.8,41.0,194.8,14939.4,15226.2,649960.0,1757040.4,1919768.5,3845.9,13370.3,16432.3
Guanta,148,31,143.3,117.8,2010.2,2005.6,2003.1,2006.1,181.7,473.3,301.4,274.2,34.0,447.9,463.1,147.1,44.5,384.3,117.7,111.8,163.3,12294.5,12530.5,296037.7,837413.4,968134.6,2000.3,5542.8,7255.8
Puerto Miranda,129,27,244.1,418.6,2012.7,2008.6,2008.4,2008.4,95.4,204.2,228.9,227.3,34.0,47.2,74.7,62.4,16.0,121.3,133.0,135.2,217.5,16755.0,17076.7,346200.1,787577.3,912113.7,2683.7,7335.8,9029.7
El Palito,124,48,1412.5,2458.9,2006.0,2005.9,2006.0,2006.0,255.1,319.1,314.3,313.8,27.0,61.7,157.0,159.5,94.5,146.0,167.9,170.4,1106.0,85665.2,87310.0,1276239.3,3381315.5,3912133.4,10292.3,33841.2,41401.6
Petrozuata,119,33,1019.6,1736.5,2010.1,2008.5,2005.8,2005.7,137.8,357.5,253.0,242.5,35.0,115.2,123.7,125.5,31.0,183.1,293.6,314.0,551.9,42635.3,43453.9,750923.7,1714740.0,1927491.5,6310.3,21938.1,28119.8
Maracaibo,113,33,142.0,196.2,2007.3,2005.9,2005.9,2006.0,150.2,207.8,199.4,192.1,14.0,50.1,46.5,38.8,67.0,129.2,180.7,172.7,121.9,9205.5,9382.3,334513.5,1565665.0,1199604.4,2960.3,8773.6,11773.8
Puerto Cabello,99,40,496.4,786.9,2009.4,2007.8,2002.1,2001.7,272.7,584.5,676.2,721.9,33.0,205.8,242.3,248.4,74.0,234.6,516.8,536.0,152.8,11607.8,11830.7,715664.0,2236001.7,2198574.4,7228.9,22858.4,27993.3
La Guaira,92,21,346.3,533.1,2008.5,2006.3,1999.5,1999.5,250.3,428.8,734.9,851.5,23.5,143.6,1458.6,1569.4,46.0,157.9,404.0,425.6,208.2,15916.9,16222.5,538716.8,1884114.5,1651804.6,5855.6,18076.7,22265.1
Punta Guaranao,73,36,332.9,491.6,2008.2,2007.6,2007.5,2007.3,281.4,427.2,388.3,378.9,48.0,448.4,333.4,340.7,16.0,52.2,39.3,35.6,322.6,24608.5,25081.0,598033.6,1509448.8,1823911.4,8192.2,27564.2,35383.1
Cabimas,70,9,2.6,1.4,2008.6,2007.8,2011.0,2009.6,79.7,103.0,139.4,138.7,71.0,307.8,391.8,362.6,14.5,17.3,46.8,44.6,18.2,1369.0,1395.3,34617.4,81859.7,109605.7,494.5,1277.0,1724.1
Catia La Mar,60,20,406.9,677.5,2000.9,2002.8,1999.0,1999.0,257.9,274.5,289.9,289.4,31.0,92.8,94.7,93.1,31.5,34.4,32.1,31.7,147.3,11383.7,11602.2,566319.1,1454104.6,1623734.7,9438.7,29724.9,35082.5
Bachaquero,57,6,8.6,10.1,2007.2,2003.7,2011.8,2012.2,183.8,181.7,261.2,261.3,8.0,42.1,67.5,63.2,16.0,32.2,46.1,45.6,17.4,1307.8,1332.9,44894.6,295482.9,158860.2,787.6,1945.7,2741.3
