Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Italy,1963,782,28259.8,30469.4,2002.3,2003.8,2006.9,2007.2,431.1,566.5,535.7,529.3,37.0,77.6,96.6,115.9,18.0,57.9,42.2,50.1,5347.7,411842.6,419750.0,23866677.0,64327044.5,74898150.8,12158.3,37283.0,43454.8
Turkey,763,513,19556.1,30755.2,2005.4,2006.0,2007.5,2007.8,860.7,986.9,980.4,987.8,80.0,116.1,150.3,146.2,18.0,79.6,49.8,49.7,2782.5,214294.3,218408.7,17308225.4,46982059.4,54961409.3,22684.4,75802.8,92495.4
Spain,661,431,33860.7,33682.8,2007.6,2006.2,2010.6,2009.6,798.1,1092.9,836.1,905.2,69.0,112.8,77.0,91.4,28.0,51.6,35.1,42.7,4182.2,321854.3,328033.9,18748320.1,57619714.6,67955173.3,28363.6,104511.8,127490.4
Greece,567,379,11605.0,12858.7,2002.3,2002.8,2004.9,2005.8,558.9,775.1,673.4,694.4,56.0,94.3,112.7,132.8,16.0,45.8,62.9,61.5,1978.9,152456.7,155383.8,9599861.2,27742816.5,32030246.0,16931.0,55791.3,66000.8
Libya,542,247,6080.2,10376.3,2005.5,2005.5,2008.0,2008.3,301.2,444.8,461.1,468.0,29.0,65.6,96.7,97.6,37.0,67.9,54.6,52.9,1209.4,93049.1,94835.6,6502043.1,15992311.8,18563150.7,11996.4,35484.9,44046.5
Algeria,434,195,5882.4,8639.8,2003.1,2004.2,2004.6,2004.9,666.4,751.0,773.2,776.4,59.0,83.3,100.7,106.6,47.0,81.0,67.7,65.2,1178.6,90303.7,92037.6,6545146.6,20464588.1,23902477.9,15081.0,54554.7,67326.8
Tunisia,357,216,1689.8,2313.1,2001.6,2002.1,2005.0,2005.3,286.2,443.8,380.6,392.2,31.0,84.2,110.3,109.8,75.0,121.4,88.7,87.2,717.6,54651.8,55701.1,2254449.1,6505428.5,7735094.0,6315.0,20816.6,25446.7
Egypt,335,236,15402.3,20644.9,2005.8,2005.5,2007.3,2007.1,895.6,1014.9,954.7,961.2,74.0,108.0,86.8,93.5,40.0,99.2,56.4,60.7,1910.2,146795.5,149614.0,11885453.9,30597686.1,34821736.0,35479.0,111367.6,134084.7
France,152,132,5428.5,7870.0,2005.9,2006.1,2007.9,2008.4,862.8,1208.3,1187.4,1311.2,111.0,158.5,195.8,218.1,37.0,72.5,61.8,68.9,856.9,66106.9,67376.1,3983280.8,11307838.1,13279165.6,26205.8,91570.6,113371.9
Saudi Arabia,141,95,24010.1,28926.4,2010.5,2010.5,2011.0,2010.9,1666.6,1836.8,1704.9,1714.6,138.0,189.5,151.8,165.8,21.0,54.4,33.8,41.3,2006.3,155388.3,158371.8,12570243.1,33041863.7,37193798.5,89150.7,291667.6,357383.7
United States of America,125,118,29765.8,48904.9,2011.0,2011.1,2011.4,2011.1,5652.9,5323.2,5451.7,5432.7,495.0,510.4,540.0,552.1,70.0,116.6,107.8,114.8,2571.9,193291.6,197002.8,17373510.4,45154649.3,50711449.3,138988.1,497736.4,630987.0
