Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Marsaskala,2455,1708,160222.8,260370.6,2006.3,2006.5,2009.0,2009.0,913.3,1861.5,1982.1,1995.2,96.0,191.2,387.9,401.9,37.0,81.6,93.7,97.9,18407.0,1402776.9,1429710.2,127118512.3,320090443.5,361363316.9,51779.4,167709.5,208911.0
Delimara,2354,1107,98536.0,129555.2,2005.1,2006.1,2009.2,2009.0,718.0,1400.8,1367.2,1373.1,66.0,140.7,237.6,252.6,29.0,76.4,54.5,60.9,11882.5,911456.3,928956.3,67919403.0,185206892.0,216293111.3,28852.8,99307.6,121178.5
Marsaxlokk,940,297,60228.9,65085.6,2006.2,2006.8,2009.9,2009.8,737.0,967.1,1090.1,1074.6,54.0,78.3,115.2,114.1,24.0,41.5,27.2,27.5,6200.2,477691.3,486862.9,36827501.7,103204070.2,114939213.1,39178.2,127034.1,150356.2
Valletta,895,312,19976.9,6347.0,2000.3,2000.2,2007.4,2005.9,576.7,911.9,637.1,709.9,41.0,106.6,76.8,158.0,10.0,66.5,34.1,43.7,3938.8,303712.2,309543.5,11192693.7,37714546.2,44931144.2,12505.8,41028.1,45569.6
Saint Paul'S Bay (San Pawl Il-Bahar),351,325,14679.5,24780.7,2004.2,2004.7,2008.5,2009.0,899.3,1718.6,1975.9,1988.9,100.0,187.0,378.5,378.2,47.0,97.7,103.5,105.2,1686.1,129970.9,132466.3,10503046.1,26756994.7,34280758.6,29923.2,110908.1,138979.9
Floriana,226,91,769.4,451.6,1996.6,1996.9,2004.8,2001.4,294.1,869.9,570.7,511.6,28.0,121.9,235.3,183.2,24.0,78.5,72.0,71.2,339.5,25721.7,26215.5,1795713.4,4309858.5,5535641.0,7945.6,20838.1,25760.2
Marsamxett,86,75,3235.8,5307.9,2003.0,2002.6,2006.5,2006.2,655.6,1157.7,1460.9,1649.7,56.5,119.6,424.2,463.4,28.0,55.1,57.9,60.4,444.8,34223.9,34881.0,2963042.1,6549375.1,7606346.7,34454.0,95592.4,116605.4
"Mgarr, Gozo",78,76,4795.9,8267.0,2005.0,2005.1,2007.1,2006.9,832.4,1837.3,2219.3,2307.9,100.5,186.1,460.5,472.1,35.0,70.8,67.9,69.6,498.0,38468.9,39207.5,3658162.6,8572236.8,10278106.1,46899.5,150512.1,186690.0
Kirkop,25,18,762.5,945.4,2001.8,2002.0,2006.5,2006.5,597.6,1211.7,1343.2,1307.7,96.0,157.6,222.1,226.4,21.0,72.3,19.2,20.8,114.1,8781.9,8950.5,545036.6,1708155.4,2040811.6,21801.5,84171.0,103533.5
Birzebbugia,16,8,162.5,133.4,1998.1,1997.8,2004.3,2006.5,274.4,323.7,451.2,519.6,20.5,24.9,32.9,35.7,14.5,43.7,53.7,55.3,38.2,2956.2,3013.0,105463.6,263816.3,312521.5,6591.5,19500.4,22180.1
Tarxien,3,3,117.2,127.6,2000.3,2000.3,1998.2,1998.5,1122.4,1263.7,1103.6,1106.9,95.0,93.7,66.1,67.6,18.0,22.7,17.9,18.0,17.1,1321.8,1347.2,122640.8,334284.1,373656.1,40880.3,120493.5,139130.1
Marsa,2,2,0.1,0.1,1985.0,1985.0,1986.6,1986.4,200.0,200.0,189.6,190.0,41.0,41.0,38.4,38.6,85.5,85.5,95.9,95.0,0.5,36.2,36.9,644.0,1428.6,1624.2,322.0,757.9,898.4
Gzira,2,2,1.1,1.0,1973.5,1973.5,1979.7,1979.6,4380.0,4380.0,3421.0,3028.1,336.5,336.5,644.7,641.2,132.5,132.5,250.8,249.4,1.7,130.1,132.6,7233.4,16045.2,18241.7,3616.7,8511.8,10090.2
Balzan,2,2,7.6,10.5,1998.0,1998.0,2001.1,2000.4,947.7,947.7,954.3,952.9,304.5,304.5,159.4,188.4,2727.0,2727.0,1067.3,1399.0,51.5,3866.9,3941.1,25628.8,41687.0,57827.9,12814.4,42767.5,54118.0
Sliema,1,1,0.7,1.1,1992.0,1992.0,1992.0,1992.0,498.1,498.1,498.1,498.1,77.0,77.0,77.0,77.0,16.0,16.0,16.0,16.0,0.3,19.0,19.3,3413.2,9791.8,14071.6,3413.2,11125.5,16001.3
