Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Oil tanker,510,45,1112.8,1945.9,1986.4,2002.2,1997.8,1998.5,193.4,308.0,323.4,322.8,49.0,73.3,406.2,414.2,20.5,33.9,68.7,69.6,505.4,38225.1,38959.0,2941102.0,1904568.8,2252158.4,5766.9,15024.9,19054.2
Service - tug,138,12,46.4,28.7,2001.4,1995.8,2002.5,2000.5,317.2,403.3,600.8,569.0,124.0,151.8,473.7,493.5,55.5,138.9,436.1,321.8,150.0,11262.9,11479.2,734492.8,1736854.4,2325554.2,5322.4,13743.4,18556.0
Chemical tanker,137,25,284.5,411.7,2007.9,2006.3,2007.1,2007.0,163.3,172.1,219.5,217.7,54.0,52.8,162.0,157.6,22.0,30.1,51.6,50.2,189.3,14303.4,14578.1,445128.5,1399391.9,1704374.4,3249.1,11512.0,14144.5
Miscellaneous - fishing,98,18,20.4,18.9,1997.1,1990.3,1991.7,1990.1,779.0,1491.7,1395.7,1256.7,97.5,285.1,380.6,405.3,71.5,286.8,468.0,504.8,126.8,9518.1,9700.8,132676.6,294302.3,334591.9,1353.8,3186.2,3777.1
Container,58,38,353.5,437.8,2004.3,2004.6,2005.2,2005.1,126.5,448.6,331.2,356.6,68.5,187.1,437.8,448.4,26.0,52.2,82.5,79.2,188.5,14306.7,14581.4,639738.5,1918515.2,2176273.0,11030.0,34612.6,40488.2
General cargo,27,20,101.4,120.6,1997.3,1999.6,1998.0,1997.8,283.1,422.9,582.0,530.0,60.0,67.9,265.3,256.9,29.0,76.9,98.7,98.5,29.9,2280.5,2324.3,167623.1,500921.8,704683.7,6208.3,24823.4,32700.2
Liquefied gas tanker,18,10,231.0,262.7,2003.9,2007.4,1992.4,1992.6,182.6,413.0,528.0,520.1,79.0,513.6,627.7,641.0,20.0,34.4,217.1,215.0,83.8,6432.5,6556.0,83477.4,476302.6,421083.9,4637.6,35555.5,52907.8
Service - other,17,3,7.7,3.4,1984.1,1987.0,1999.4,1994.8,201.6,407.0,618.2,455.0,77.0,1397.5,169.3,429.2,62.0,57.8,90.3,91.2,19.1,1432.3,1459.8,23686.6,48599.7,52369.2,1393.3,3100.4,3500.8
Refrigerated bulk,16,7,29.6,31.4,2007.8,2005.1,2006.5,2006.4,252.5,627.7,460.6,469.7,180.5,492.6,768.7,786.3,76.5,82.8,78.1,73.6,97.4,7318.2,7458.7,93285.0,203832.3,229597.9,5830.3,12424.3,13414.5
Ferry-RoPax,11,4,166.5,36.0,1996.2,1994.0,2004.1,1998.3,840.6,1903.2,1639.4,1059.0,62.0,228.1,143.4,103.5,12.0,202.1,87.5,76.7,75.8,5719.2,5829.0,242429.9,592326.6,731938.1,22039.1,47251.3,45458.7
Bulk carrier,7,4,11.8,17.7,1990.1,1998.5,1987.8,1989.0,238.2,183.1,144.1,131.3,25.0,20.9,58.6,56.4,24.0,18.8,32.8,32.1,3.8,282.6,288.0,27014.0,61188.1,74686.7,3859.1,11893.8,14802.3
Ferry-pax only,6,1,0.7,0.1,2010.0,2010.0,2010.0,2010.0,115.2,115.2,341.0,341.0,412.5,412.5,949.2,949.2,36.0,36.0,44.1,44.1,4.8,357.6,364.4,9416.5,19177.5,24157.7,1569.4,3649.6,4811.4
Cruise,3,3,0.6,0.2,1985.0,1985.0,1982.5,1986.2,103.8,208.0,117.3,152.7,19.0,30.7,31.2,38.6,14.0,13.7,15.3,15.8,1.3,99.4,101.4,5027.1,7553.8,9729.3,1675.7,3012.5,4114.8
