Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Aden,423,172,11026.4,17558.1,2000.1,1999.8,2003.4,2003.5,848.2,2032.4,1562.1,1695.8,217.0,395.4,556.6,576.6,117.0,180.2,189.6,193.7,2106.4,161711.4,164816.3,10592436.9,27807178.2,34610637.5,25041.2,88630.6,108105.0
Hudaidah,223,130,3751.1,6253.4,2000.7,2001.6,2007.0,2007.5,515.0,973.8,1141.8,1188.0,114.0,196.7,366.2,368.9,196.0,269.0,210.5,200.1,1049.4,80320.2,81862.4,3399061.4,8809621.3,11029702.0,15242.4,55188.1,68572.6
Al Mukalla,156,79,3465.0,5956.9,1996.2,1995.9,2001.3,2001.8,1269.9,1468.8,2083.3,2214.1,168.5,265.7,345.5,352.5,82.5,174.0,141.8,140.1,714.7,54335.3,55378.6,3630183.1,8064591.2,9961331.7,23270.4,75633.0,94652.5
Little Aden,67,54,2165.7,3442.5,1996.8,1996.4,2001.4,2002.5,1423.0,1874.4,1852.5,1893.6,167.0,268.5,328.2,319.2,122.0,220.5,181.6,173.2,399.7,30742.1,31332.4,1970326.5,5667068.9,6925951.5,29407.9,107078.6,133624.3
Saleef,39,36,1101.6,1888.0,2002.6,2003.0,2003.3,2003.3,509.9,1090.5,1154.2,1137.8,123.0,164.4,395.9,395.9,223.0,298.2,196.0,198.9,156.8,12092.5,12324.7,771463.1,1803571.7,2309014.7,19781.1,72297.0,87358.8
Perim Island,22,21,1691.3,3023.0,2004.0,2004.1,2003.1,2003.0,1056.1,1486.7,1875.8,1989.7,143.5,205.3,312.2,310.4,17.0,33.0,29.9,29.3,146.4,11311.3,11528.4,917630.8,2174278.1,2449774.6,41710.5,137268.4,170669.3
Suqutra,19,6,47.0,61.9,2006.0,1997.0,2006.2,2004.9,1119.3,1081.1,1214.7,1233.6,168.0,157.9,762.9,846.9,130.0,169.4,149.8,149.7,61.1,4588.1,4676.2,211876.0,1338496.9,680724.9,11151.4,28801.7,39889.3
Mokha,12,12,284.6,427.9,2000.8,2000.8,2009.6,2009.8,651.8,2952.3,1489.4,1499.0,209.0,980.4,1914.3,1319.9,1.5,8.7,7.4,8.1,95.1,7204.1,7342.4,273743.3,1730838.1,1139281.4,22811.9,81971.3,108178.0
Balhaf,10,10,1463.2,1632.9,1994.9,1994.9,1995.9,2001.3,2174.4,6278.1,5041.1,3427.7,280.0,682.2,2525.9,1711.3,54.5,75.9,56.5,86.1,146.2,11307.8,11524.9,1282552.6,2413239.0,2755076.7,128255.3,311523.6,358644.0
Ras Isa Marine Terminal,8,8,394.4,738.2,2006.2,2006.2,2009.6,2009.7,536.8,844.2,1307.2,1358.0,176.5,198.6,193.1,192.8,27.5,36.2,17.7,16.5,24.4,1885.5,1921.7,214832.7,432277.2,509470.0,26854.1,84164.8,104893.4
Al Mukha,6,6,628.9,1167.1,2007.5,2007.5,2011.2,2011.0,2654.9,6362.5,1797.9,1753.3,224.0,817.5,311.0,256.8,17.5,30.2,16.7,14.9,42.0,3230.4,3292.4,390614.6,784370.0,943576.3,65102.4,188853.7,243491.7
