Inventory,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
All Global Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
All International Voyages,1229088,41343,71953336.7,102531467.9,2003.7,2003.8,2009.2,2009.4,668.4,1825.5,2058.1,2438.9,67.0,228.6,428.3,471.9,22.0,79.5,68.9,76.8,7386879.1,561972489.7,572762361.5,42427448653.6,117844885887.1,135247567981.6,34519.5,120548.3,148093.0
All Domestic Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
Int. Arr. Inventory,985,407,26019.1,42149.8,1999.7,2000.3,2003.4,2004.0,871.9,1797.4,1605.7,1664.3,169.0,325.3,573.8,502.2,125.0,190.0,159.1,159.7,4942.1,378728.6,386000.2,23654721.0,61025530.7,73314541.3,24014.9,82297.2,101363.5
Int. Dep. Inventory,990,397,25070.6,40585.9,1999.6,2000.0,2003.5,2003.6,1148.3,1627.2,1554.1,1613.3,150.0,243.8,305.6,311.2,49.0,143.0,143.3,152.7,3742.7,286930.1,292439.1,23870995.5,62859784.4,75839354.3,24112.1,83550.8,103245.7
Domestic Inventory,85,43,784.5,1256.9,2000.5,1997.3,2001.9,2001.9,367.0,745.8,758.3,790.8,79.0,231.4,199.8,193.3,106.0,199.3,89.5,79.0,267.8,20297.1,20686.8,855288.1,2043101.3,2390052.6,10062.2,32865.6,41480.3
