Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Aden,36,21,129.6,184.8,2002.6,1999.0,1998.3,1997.6,342.8,867.8,429.1,428.4,153.5,286.2,369.4,366.2,114.0,223.6,184.3,157.4,106.8,8057.9,8212.6,329842.3,763509.2,980037.5,9162.3,30496.4,38926.4
Al Mukalla,14,9,107.7,153.4,2004.9,2002.6,2005.0,2005.1,367.6,744.1,1050.0,1042.0,78.0,296.1,370.7,375.6,80.5,153.8,168.1,177.5,72.6,5492.4,5597.8,155838.2,448567.1,520055.4,11131.3,42740.6,52957.1
Hudaidah,10,8,79.8,73.6,1995.3,1994.9,2006.3,2001.7,383.7,488.2,558.8,423.0,71.0,179.1,113.0,131.5,47.0,147.6,60.1,91.9,20.9,1593.8,1624.4,75354.8,163760.8,201354.4,7535.5,24816.7,30994.5
Little Aden,9,7,360.1,674.6,1988.9,1988.3,2001.1,2001.3,337.2,691.9,1786.7,1867.1,76.0,153.9,145.2,144.9,84.0,188.1,33.2,31.0,30.3,2333.9,2378.7,195884.9,379455.4,436522.2,21765.0,63708.7,80851.1
Balhaf,8,5,24.9,19.4,2002.6,1994.6,1982.7,1984.1,318.3,500.8,527.9,449.7,78.0,71.6,89.2,85.1,171.0,122.6,114.3,113.5,10.7,818.7,834.4,30998.8,87376.4,91074.2,3874.8,10390.1,12487.8
Perim Island,4,4,7.5,11.8,1995.8,1995.8,1997.4,1997.4,273.2,273.9,178.1,175.5,56.5,126.5,119.7,122.2,602.5,718.2,654.9,640.2,14.2,1065.6,1086.0,15908.0,28920.7,34371.4,3977.0,13130.5,16760.4
Mokha,1,1,4.0,5.6,2009.0,2009.0,2009.0,2009.0,375.2,375.2,375.2,375.2,77.0,77.0,77.0,77.0,445.0,445.0,445.0,445.0,4.8,363.0,369.9,6705.7,19055.3,22571.2,6705.7,21018.8,24640.4
Suqutra,1,1,3.0,3.5,1997.0,1997.0,1997.0,1997.0,2795.7,2795.7,2795.7,2795.7,512.0,512.0,512.0,512.0,38.0,38.0,38.0,38.0,3.8,284.1,289.6,12669.0,97673.5,46091.2,12669.0,30917.8,44074.5
Saleef,1,1,3.4,5.4,2009.0,2009.0,2009.0,2009.0,152.7,152.7,152.7,152.7,98.0,98.0,98.0,98.0,444.0,444.0,444.0,444.0,2.0,151.8,154.7,2391.6,4733.4,5871.0,2391.6,7635.0,8877.1
Ras Isa Marine Terminal,1,1,64.4,124.9,2010.0,2010.0,2010.0,2010.0,397.7,397.7,397.7,397.7,36.0,36.0,36.0,36.0,5.0,5.0,5.0,5.0,1.8,135.9,138.5,29694.7,50049.4,52104.2,29694.7,80577.8,100934.3
