Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United Arab Emirates,229,120,5654.5,8842.6,1999.8,1999.6,2002.5,2002.9,1609.3,1923.7,1764.2,1747.6,210.0,302.3,255.3,252.5,80.0,180.1,161.6,160.6,1245.9,95101.0,96926.9,7039291.3,18449944.3,21061128.3,30739.3,101323.8,124799.2
Saudi Arabia,196,84,4235.8,6696.0,2000.6,1999.9,2002.8,2003.1,738.5,950.0,1000.0,1062.4,72.0,153.9,152.2,161.2,33.0,86.2,241.6,287.0,627.2,48222.6,49148.4,3998444.7,11920936.1,13848301.4,20400.2,72139.7,87574.7
Djibouti,162,64,532.4,771.2,2005.9,2002.6,2006.0,2005.8,159.2,314.6,245.4,250.3,35.5,89.8,143.6,149.3,49.5,88.0,47.2,45.3,209.6,15957.8,16264.2,1040191.4,2818785.5,3464856.8,6420.9,20373.0,25634.3
Egypt,88,67,1649.8,2779.6,1992.6,1994.6,2000.3,2000.9,1288.8,1378.2,1392.3,1400.2,163.5,275.6,281.8,281.9,161.5,188.1,146.6,141.4,247.3,18903.7,19266.6,1665650.4,4323831.6,5885401.6,18927.8,71000.6,90269.4
Oman,65,43,966.8,1501.7,1995.4,1995.8,1999.2,1999.2,1055.6,1552.2,1539.6,1534.2,209.0,321.8,396.2,388.7,59.0,113.0,158.9,165.8,259.8,19911.2,20293.5,1076409.7,3183783.8,3675509.9,16560.1,67061.5,83990.9
Turkey,55,43,2315.4,3951.2,2002.5,2002.0,2004.1,2004.0,2042.6,2007.4,2061.6,2066.4,212.0,272.5,265.9,265.2,13.0,168.4,114.1,111.2,219.0,16882.3,17206.4,1686273.2,4058515.3,5537870.0,30659.5,118681.7,145807.3
Somalia,36,13,86.5,124.9,1981.6,1995.0,1993.1,1993.5,165.5,747.4,686.8,672.1,24.5,202.8,287.4,283.0,61.0,132.6,133.6,132.7,41.2,3109.5,3169.2,120283.5,358390.7,478797.8,3341.2,13202.8,17526.2
India,27,13,688.8,876.8,1999.4,2002.5,2006.1,2005.3,1568.1,2054.8,1912.9,1740.2,204.0,344.4,235.9,229.5,45.0,268.2,53.2,62.2,93.9,7213.8,7352.3,788124.6,2243559.5,2855047.3,29189.8,104434.3,128946.3
Jordan,21,21,557.2,935.0,2001.5,2001.5,2004.0,2004.1,1295.8,1360.4,1332.0,1326.9,130.0,181.2,169.3,171.8,31.0,48.3,58.2,57.2,57.9,4464.1,4549.8,409769.5,1041551.5,1437089.9,19512.8,79733.0,99978.3
Sudan,15,14,134.0,213.9,1993.3,1993.1,1997.1,1997.3,696.2,776.3,763.0,764.8,88.0,133.5,170.2,176.3,160.0,193.9,114.0,108.7,23.1,1763.9,1797.7,182902.0,499588.0,661707.5,12193.5,44215.3,56096.4
China,10,9,3382.4,5891.6,2006.3,2006.6,2005.1,2004.5,1279.9,2530.8,4786.4,4841.3,383.0,324.7,594.2,594.8,8.5,47.6,140.4,152.1,182.8,14161.3,14433.2,1481435.4,2859674.8,3081554.2,148143.5,428894.2,531591.6
Israel,10,10,286.6,474.6,2006.0,2006.0,2008.0,2008.0,1288.9,1326.2,1308.8,1300.3,161.5,209.4,177.5,173.6,50.5,96.3,99.7,101.7,29.8,2293.6,2337.7,201018.1,480539.6,649118.4,20101.8,77239.5,94890.2
Iran (Islamic Republic of),8,8,427.8,733.0,1999.8,1999.8,2001.7,2001.5,2203.3,2390.9,2553.3,2617.9,186.0,166.8,169.6,168.5,148.0,147.2,173.1,179.4,51.8,4004.7,4081.6,411131.2,969331.2,1220146.3,51391.4,179636.3,218201.4
Russian Federation,7,7,392.9,676.2,2001.4,2001.4,2006.0,2006.0,2566.7,2209.6,2503.9,2547.9,298.0,326.7,395.2,396.0,70.0,109.4,146.1,146.1,36.8,2844.3,2898.9,296956.9,638247.1,840144.8,42422.4,148264.5,177770.4
Eritrea,5,5,17.9,24.5,1996.6,1996.6,1997.7,2000.6,414.3,578.4,397.5,371.0,93.0,166.2,154.5,164.7,76.0,65.4,74.1,84.9,8.9,668.8,681.7,32374.9,109469.5,131718.6,6475.0,22588.4,31053.8
Singapore,5,5,603.8,702.6,2010.4,2010.4,2010.4,2009.9,3828.8,4284.3,4192.2,4379.7,305.0,331.4,338.7,367.1,11.0,13.4,12.9,14.5,69.9,5410.4,5514.3,247267.4,1015159.8,1220839.2,49453.5,252386.0,304440.7
Norway,5,1,3.1,4.2,1984.0,1984.0,1984.0,1984.0,88.3,88.3,142.7,142.7,19.0,19.0,75.2,75.2,101.0,101.0,55.2,55.2,2.0,153.1,156.1,7221.2,21182.4,29211.9,1444.2,5786.0,7295.4
Pakistan,5,5,26.8,44.5,1988.6,1988.6,1982.1,1981.6,1559.7,1536.4,1487.9,1483.0,207.0,221.6,235.7,239.6,140.0,366.8,133.7,121.9,9.8,740.9,755.1,65947.0,178652.9,249073.8,13189.4,47646.8,61482.5
Greece,5,5,184.8,314.3,2003.6,2003.6,2003.8,2003.8,1834.1,1962.8,1856.9,1852.5,212.0,407.0,255.1,247.6,4.0,30.2,30.1,28.8,17.8,1369.8,1396.1,157203.5,350477.6,461667.2,31440.7,110298.1,132635.2
South Africa,4,3,175.8,269.5,2004.5,2005.3,2003.4,2003.0,3636.8,5082.7,2982.1,2823.1,341.0,382.7,404.3,379.4,24.0,30.0,48.7,51.3,47.2,3566.4,3634.9,821244.5,1982674.5,2713782.8,205311.1,582781.9,780553.9
Lebanon,4,4,55.0,82.4,1991.8,1991.8,1993.0,1992.8,1842.7,1861.4,1808.4,1799.3,342.5,382.2,349.0,349.6,62.5,150.2,131.7,117.7,10.3,782.5,797.5,90239.1,262180.5,369368.5,22559.8,93209.1,118191.4
Indonesia,4,4,777.1,1399.9,2009.2,2009.2,2010.2,2010.2,3722.8,3771.2,3768.6,3762.3,313.0,321.8,325.7,325.5,10.0,9.0,9.9,10.1,56.0,4338.6,4421.9,665764.9,1581679.9,1754808.0,166441.2,461994.0,575907.5
Bahrain,3,3,355.4,615.5,2002.7,2002.7,1998.5,1998.4,1845.1,4409.4,4220.9,4304.5,197.0,451.0,760.6,769.4,35.0,33.3,25.5,25.2,34.5,2674.9,2726.3,290568.0,701504.3,837917.4,96856.0,337093.5,395824.7
"Tanzania, United Republic of",2,2,221.9,386.2,2006.0,2006.0,2005.7,2005.7,2423.8,2423.8,2446.2,2444.7,212.0,212.0,216.1,215.8,264.0,264.0,269.4,269.1,27.2,2108.7,2149.2,107873.9,475824.2,558778.6,53936.9,305779.2,369642.5
