Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,242,142,9927.0,16928.3,2001.6,2002.4,2003.7,2003.8,1327.6,1797.5,1926.3,1933.5,229.0,302.9,618.6,620.5,170.5,220.0,213.4,213.3,1145.5,88388.0,90085.0,7190074.3,16084059.8,21570964.9,29711.1,108518.6,131715.2
General cargo,176,75,1533.9,2149.7,1990.3,1993.3,1998.9,1998.5,1239.5,1987.1,1516.7,1477.9,203.0,378.5,446.3,432.7,148.0,173.5,182.3,185.4,454.6,34624.6,35289.4,2551383.5,7728569.1,10881670.0,14496.5,60233.0,79018.4
Container,171,21,2238.6,2951.4,2002.5,2001.6,2000.4,2000.3,747.3,602.2,624.0,630.8,135.0,187.8,194.4,193.3,101.0,103.2,147.2,147.8,850.4,64997.9,66245.9,2601114.7,9668141.2,10774134.6,15211.2,58960.1,70452.3
Chemical tanker,156,66,2667.3,4284.8,2002.1,2003.2,2005.7,2005.5,1128.6,1377.4,1309.8,1313.1,149.0,312.0,438.4,440.4,144.0,227.0,246.5,245.9,1119.2,85452.5,87093.2,2607128.0,9819917.6,11654583.9,16712.4,71404.5,86635.8
Oil tanker,117,69,8001.4,14786.0,1999.1,2000.8,2006.1,2006.2,1375.6,1551.9,2130.1,2167.9,189.0,231.1,284.2,285.8,125.0,177.9,82.5,79.2,976.9,75118.5,76560.8,6616783.8,11055066.0,12359369.1,56553.7,151081.1,188118.5
Service - tug,64,10,32.9,26.1,2009.9,2004.9,2009.6,2009.5,194.7,1644.6,336.1,335.0,46.0,374.5,242.5,228.8,27.5,22.8,50.7,52.4,35.7,2680.5,2731.9,667686.9,1578878.4,2114032.9,10432.6,26938.9,36372.0
Ro-Ro,28,14,1236.2,882.4,2003.8,1999.6,1989.4,1990.0,1139.7,6306.2,5449.0,6098.9,183.0,1062.4,3320.7,3405.9,73.5,138.2,43.8,46.8,278.1,21230.9,21638.5,1207239.7,4391201.6,3143818.8,43115.7,102525.5,120549.5
Ferry-pax only,15,1,0.4,0.1,1981.0,1981.0,1981.0,1981.0,151.5,151.5,151.9,151.9,14.0,14.0,16.2,16.2,83.0,83.0,235.0,235.0,6.2,467.3,476.3,9374.6,19092.3,24050.4,625.0,1453.4,1916.0
Vehicle,7,3,280.6,87.2,1999.7,1993.0,2005.2,2002.5,1267.6,1171.6,1025.7,1017.2,207.0,212.2,265.3,260.4,28.0,208.0,100.0,111.4,39.9,3087.2,3146.5,88309.8,389351.6,450908.9,12615.7,47952.2,51607.1
Liquefied gas tanker,6,3,38.1,40.4,2002.0,2003.7,2003.2,2002.7,1309.7,984.3,1071.2,1089.6,245.0,212.2,283.0,285.9,119.5,137.5,186.8,185.6,21.0,1583.3,1613.7,30459.0,88244.7,97450.4,5076.5,27793.6,36549.3
Service - other,2,2,4.3,2.6,1990.5,1990.5,2014.1,2014.6,380.5,380.5,490.4,494.9,64.0,64.0,51.0,50.8,133.5,133.5,15.3,13.0,2.7,200.4,204.2,18051.0,37036.6,39909.2,9025.5,20083.2,22676.8
Ferry-RoPax,1,1,58.2,10.8,1987.0,1987.0,1987.0,1987.0,4493.6,4493.6,4493.6,4493.6,474.0,474.0,474.0,474.0,84.0,84.0,84.0,84.0,12.0,897.6,914.8,67115.6,165971.6,203648.2,67115.6,143265.1,130484.4
