Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Aden,421,175,7967.7,11782.0,1999.9,1999.4,2002.7,2002.1,733.8,1391.0,1138.5,1148.8,71.0,201.4,261.3,261.6,44.0,106.1,101.0,109.6,1050.7,80789.5,82340.6,7880991.4,22581387.2,27706966.2,18719.7,67698.2,82758.7
Hudaidah,216,126,5087.2,8242.4,2001.1,2001.9,2003.4,2003.9,1720.9,1609.2,1606.3,1612.5,220.0,276.3,289.7,286.3,59.5,112.5,113.2,113.3,971.6,74438.4,75867.6,5381029.9,14268437.7,17720165.9,24912.2,89966.8,110460.9
Al Mukalla,177,93,4952.0,8516.4,1995.8,1995.5,2001.6,2002.1,1277.3,1672.4,2620.1,2851.7,190.0,299.0,488.6,508.1,55.0,231.7,194.4,195.2,817.6,62362.4,63559.8,4777785.2,10633132.6,12802044.4,26993.1,87289.0,109584.3
Little Aden,60,45,953.8,1488.7,1996.5,1996.6,2002.0,2002.0,966.7,1215.5,1103.7,1145.6,168.5,261.3,240.3,240.7,60.0,143.8,99.4,100.9,207.5,15900.8,16206.1,1074862.0,3302619.0,3951893.8,17914.4,68200.3,85017.8
Saleef,42,39,1507.6,2589.0,2002.5,2002.8,2005.7,2005.6,1333.9,1527.3,1595.3,1591.3,166.5,212.4,270.7,268.6,23.5,92.9,65.1,65.3,160.4,12374.6,12612.2,1038323.8,2465234.7,3163877.5,24722.0,92328.1,111672.0
Perim Island,24,23,1702.8,2752.7,2004.5,2004.7,2004.5,2003.6,1513.6,2333.8,1772.0,1761.8,126.5,202.3,186.1,181.1,19.5,90.5,68.0,74.4,193.0,14822.4,15107.0,1680702.1,4233600.4,5187103.8,70029.3,218379.2,276977.6
Suqutra,18,6,48.0,63.4,2006.5,1997.0,2005.9,2004.5,1177.0,1177.6,1275.7,1295.8,168.0,254.9,255.5,269.7,258.0,187.2,328.1,293.7,86.8,6520.0,6645.2,209219.0,1304529.9,682372.0,11623.3,30613.1,42212.4
Mokha,11,11,695.2,1218.1,1999.8,1999.8,2008.2,2008.6,1610.9,1826.8,2041.9,2090.6,188.0,241.1,214.4,211.1,18.0,330.0,76.9,73.2,67.0,5170.5,5269.8,314301.8,1112734.4,1296553.1,28572.9,133455.3,167062.3
Balhaf,9,9,825.7,1452.3,1997.2,1997.2,2008.0,2008.9,1597.8,2260.1,2955.6,2983.7,278.0,253.9,296.5,299.3,49.0,85.8,21.5,19.3,65.9,5085.3,5182.9,811103.9,1651291.4,1855977.5,90122.7,227402.7,283094.6
Ras Isa Marine Terminal,8,8,481.5,851.8,2005.2,2005.2,2005.7,2005.4,1233.8,1650.9,1606.4,1599.5,220.0,223.8,244.7,234.6,78.5,85.1,50.8,51.5,60.5,4680.5,4770.3,300960.8,619435.0,743938.8,37620.1,118867.2,144406.5
Al Mukha,4,4,849.1,1629.2,2003.2,2003.2,2010.5,2010.5,1551.0,1717.5,2435.5,2451.7,145.0,153.8,244.7,245.8,35.0,383.5,976.8,986.6,61.8,4785.7,4877.6,401715.5,687382.1,728461.3,100428.9,275970.5,344122.9
