Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Marseille,953,62,8931.1,2128.9,1999.6,2002.2,2000.6,2001.1,225.7,562.0,302.3,321.6,13.0,80.8,19.8,24.3,11.0,118.3,47.1,50.3,2220.0,170567.3,173842.2,12845163.3,32203390.5,39312449.2,13478.7,29242.0,27021.7
Le Havre,691,187,2894.9,3563.9,2003.5,2006.1,2005.7,2005.9,173.4,364.5,250.1,263.7,27.0,72.8,157.9,171.0,18.0,28.7,154.3,160.9,770.3,58163.7,59280.4,7059686.7,17298822.1,19329074.7,10216.6,26971.1,31423.0
Montoir,588,139,3947.3,4648.9,2004.8,2005.9,2008.4,2007.8,191.1,453.1,570.9,530.9,32.0,58.8,161.8,131.1,17.0,38.0,32.7,35.4,748.5,55020.4,56076.8,5240780.9,14909061.5,16359312.7,8912.9,27750.5,33474.5
Ajaccio,442,34,3888.8,753.3,1996.9,1999.6,1995.7,1996.3,193.3,469.2,321.9,333.9,13.0,45.1,79.6,90.1,11.0,26.6,17.0,18.2,1012.6,77806.8,79300.7,4596194.5,11511983.9,14202926.3,10398.6,23173.0,22359.1
Donges,410,79,1268.2,2103.9,2006.0,2007.9,2009.9,2010.1,172.0,424.1,376.6,395.9,49.0,88.4,97.5,98.2,31.0,39.2,38.9,38.9,452.8,34481.6,35143.6,1498668.3,3799287.3,4428426.8,3655.3,11619.2,14268.9
Bastia,393,34,3681.1,792.3,1996.3,1992.9,1999.6,2002.2,263.2,302.5,361.2,372.2,13.0,19.1,42.2,36.4,9.0,14.6,12.7,15.1,966.5,74426.7,75855.7,4657109.8,11596541.8,14317972.7,11850.2,25948.7,24488.3
Grand Couronne,365,185,350.7,554.3,2004.5,2007.0,2008.6,2008.9,71.4,134.0,149.6,156.4,8.0,45.0,111.7,114.0,27.0,45.5,57.4,59.0,131.8,9971.8,10163.2,565719.0,1573021.7,2043098.7,1549.9,5323.9,6851.6
La Pallice,341,157,1143.9,1548.6,2005.8,2005.5,2007.9,2009.8,178.9,377.2,369.5,385.6,19.0,44.5,53.3,54.3,17.0,67.8,76.8,94.4,283.6,21613.4,22028.4,1700983.4,4514022.4,5403347.3,4988.2,15282.6,18196.6
Toulon,338,26,4099.5,645.4,1995.4,1996.4,1995.5,1996.1,263.3,295.4,483.8,490.4,13.0,66.4,50.6,56.4,13.0,57.7,38.0,55.7,1153.9,88727.7,90431.3,5021275.8,12314000.3,15479592.3,14855.8,33765.3,35602.4
Brest,325,96,592.4,614.1,2006.7,2003.5,2005.5,2006.1,201.2,235.7,228.1,220.7,22.0,35.0,96.1,49.8,13.0,57.4,74.3,68.4,228.5,17356.1,17689.3,1727044.3,4280680.5,4971996.2,5314.0,14186.5,16895.0
Macinaggio,300,23,4111.8,1114.5,2002.7,1998.7,2002.9,2004.5,413.6,392.9,448.4,456.9,12.0,24.7,31.5,42.8,12.0,13.5,12.3,14.9,920.7,70953.1,72315.4,6316476.9,15694123.1,19309978.3,21054.9,46241.4,43720.3
Lavera,284,58,428.0,608.1,2006.2,2007.4,2009.1,2009.2,225.1,612.2,456.2,448.0,54.0,124.6,163.9,155.4,22.0,41.8,77.6,82.7,378.1,28629.5,29179.2,1030063.8,2845184.9,3546506.4,3627.0,12003.2,15241.1
Nice,283,40,1537.3,289.2,1990.7,1992.9,1993.5,1994.6,146.2,244.7,322.3,351.6,13.0,40.8,31.7,37.7,9.0,34.6,23.2,34.3,527.2,40476.0,41253.2,1516038.5,3802761.2,4722616.0,5357.0,12180.2,11977.5
Fos Sur Mer,278,174,13033.6,14582.2,2005.0,2005.1,2005.2,2005.3,288.2,740.5,1466.4,1449.1,66.0,79.9,116.8,117.8,20.0,30.3,16.3,16.4,1770.2,136421.8,139041.1,11801176.2,28947059.5,32304153.8,42450.3,116292.4,132870.0
Gonfreville L'Orcher,267,81,373.8,422.3,2004.9,2006.4,2007.4,2009.0,224.9,268.6,277.1,345.1,53.0,52.3,81.1,91.8,21.0,29.5,29.3,28.5,180.2,13589.5,13850.5,721588.4,1980739.5,2427382.8,2702.6,8840.0,11041.5
Sete,211,69,889.5,324.5,2002.6,2002.7,1996.1,1999.7,94.1,265.0,177.3,233.9,12.0,73.9,48.9,121.8,21.0,89.4,24.0,66.6,245.9,18825.5,19187.0,741492.0,2235557.5,2456462.4,3514.2,10635.7,11339.7
Rouen,194,141,271.2,335.9,2004.5,2004.1,2004.3,2008.1,76.9,156.1,165.9,149.5,9.0,29.7,60.7,62.7,45.0,73.2,78.1,88.2,97.3,7371.9,7513.5,391258.3,1166859.7,1551031.7,2016.8,7244.0,9234.7
L'Ile Rousse,191,16,1663.0,290.6,1993.2,1996.0,1997.7,1996.8,183.8,281.8,409.5,387.5,14.0,32.8,68.1,64.6,9.0,6.0,58.5,49.4,442.7,34050.3,34704.0,1747890.3,4326133.6,5323665.9,9151.3,19879.9,18598.8
Dunkerque Est,187,136,713.5,1013.2,2006.4,2006.1,2006.2,2007.7,231.7,529.2,265.3,228.4,40.0,110.6,165.5,104.8,33.0,46.2,71.5,63.0,220.8,16646.7,16966.3,1246390.4,3294014.8,4207505.4,6665.2,20998.2,26032.0
Boulogne-Sur-Mer,181,71,94.6,105.5,2002.7,2000.2,1998.4,1999.2,302.7,591.6,418.2,386.9,29.0,75.0,121.0,94.0,52.0,116.0,296.3,252.1,101.7,7632.6,7779.1,604425.0,1514822.2,2022244.9,3339.4,9424.9,12603.7
St Nazaire,179,69,514.7,244.0,2002.1,2003.9,2011.0,2006.5,182.0,916.7,744.1,441.0,40.0,201.7,1652.4,594.5,37.0,110.9,298.7,154.2,227.4,17255.2,17586.5,665016.9,1911837.9,2420038.4,3715.2,11200.8,13814.0
