Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ferry-RoPax,2772,44,30842.9,6171.3,1997.2,1995.6,1998.4,1999.6,241.0,908.2,379.0,378.7,13.0,109.1,75.2,67.4,11.0,42.5,32.5,31.2,7786.1,598710.4,610205.6,38678574.2,95521934.6,117297155.9,13953.3,29799.3,27311.0
General cargo,2258,695,1887.8,2603.8,2000.7,2004.0,2004.8,2004.9,120.1,253.0,244.3,240.9,17.0,33.2,80.8,79.5,25.0,47.7,52.4,53.3,682.8,51655.0,52646.8,5066635.0,14824236.3,21038483.6,2243.9,8163.6,11147.8
Chemical tanker,1728,377,3903.9,5948.8,2006.9,2007.4,2008.1,2008.2,187.0,256.5,277.5,277.1,25.0,42.1,79.6,79.6,22.0,32.3,44.3,45.0,1886.6,143485.2,146240.1,6311939.3,20083445.2,24481839.1,3652.7,13205.6,16283.2
Service - other,1620,65,1601.5,2056.4,2005.8,2003.3,2006.3,2005.9,181.9,731.7,426.9,405.6,22.0,174.3,399.8,378.4,8.0,56.9,346.6,328.2,1049.0,78889.3,80403.9,14349905.4,29442855.5,31726459.8,8858.0,19710.5,22255.9
Service - tug,1487,76,316.7,274.1,2000.7,2001.8,1994.7,1992.1,154.4,279.6,374.8,401.3,52.0,145.0,459.0,416.6,25.0,67.9,284.0,286.3,788.1,59220.9,60358.0,7011551.6,16580208.9,22200003.6,4715.2,12175.6,16439.1
Container,858,191,18285.1,20847.5,2004.3,2005.9,2005.2,2005.2,318.0,636.6,662.1,649.9,29.0,45.2,89.7,88.3,15.0,19.1,17.5,17.5,2535.6,194525.2,198260.1,17964084.5,47262377.0,52373440.4,20937.2,59689.9,68240.9
Miscellaneous - fishing,480,72,135.4,77.7,1999.6,1997.8,1997.3,1995.7,286.4,726.3,639.3,621.6,39.0,124.8,480.1,375.8,23.0,82.1,116.2,117.5,259.0,19446.3,19819.7,546681.7,1212645.3,1378654.9,1138.9,2680.4,3177.4
Cruise,473,102,3447.6,373.5,1996.6,1997.6,2003.9,2001.7,144.4,184.2,199.9,196.3,15.0,21.3,63.1,52.3,10.0,12.6,29.5,25.0,1051.2,80947.9,82502.1,1371176.1,7456429.3,9316991.7,2898.9,13863.3,16008.6
Bulk carrier,438,206,2068.8,3526.7,2003.2,2006.8,2008.8,2009.0,158.0,254.8,270.9,271.4,18.5,37.3,84.1,85.0,56.0,94.8,110.5,113.1,309.1,23586.3,24039.2,1375532.7,3536542.6,4665273.2,3140.5,12579.1,15734.5
Oil tanker,285,59,1602.9,2807.8,2013.0,2009.7,2011.6,2011.4,162.5,365.9,353.9,367.9,28.0,61.9,102.5,105.9,24.0,33.2,33.2,33.4,549.4,41760.1,42561.9,1897516.8,3385513.2,3747978.4,6658.0,17876.6,22009.0
Liquefied gas tanker,259,54,2197.9,1880.7,2009.8,2007.4,2013.4,2012.9,289.8,578.1,888.7,791.3,39.0,68.5,268.7,250.0,23.0,45.8,174.3,170.4,479.9,33969.8,34622.0,732335.6,3525029.6,3264840.1,2827.6,19709.0,28476.7
Ro-Ro,103,16,648.9,329.9,2009.2,2004.0,2007.5,2007.0,167.4,850.5,830.6,1045.6,29.0,65.6,100.4,156.0,26.0,95.9,366.8,400.3,254.4,19277.2,19647.3,551044.3,2655572.4,1600340.6,5349.9,12818.8,16018.5
Vehicle,97,34,498.7,171.0,2007.4,2006.0,2005.2,2004.5,85.4,142.2,126.8,130.9,12.0,28.0,23.4,22.4,11.0,31.1,35.5,33.9,58.2,4457.2,4542.8,173120.5,763276.0,883951.4,1784.7,6783.8,7300.9
Ferry-pax only,52,11,42.0,6.6,1977.2,1971.9,1998.8,1991.2,204.2,1561.3,2123.7,1490.5,34.0,388.9,2924.2,3582.0,31.0,71.4,192.9,294.7,71.6,5378.0,5481.2,539212.6,1098156.9,1383338.4,10369.5,24113.7,31789.8
Refrigerated bulk,4,4,3.2,3.7,1995.5,1995.5,1995.1,1995.1,51.7,84.5,76.3,78.4,6.0,8.5,11.2,11.4,9.0,16.0,14.3,14.0,3.3,249.3,254.1,11041.7,24126.7,27176.5,2760.4,5882.5,6351.3
