Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,5641,1761,23778.8,33213.1,2002.8,2003.3,2005.9,2005.9,579.3,863.1,921.0,910.4,63.0,93.4,203.6,199.2,31.0,47.3,59.6,60.0,5651.2,429949.9,438204.9,44968485.3,134948308.7,192043288.4,7971.7,31165.9,42280.8
Ferry-RoPax,3942,85,46951.9,8853.4,1996.9,1995.6,1999.1,1999.3,154.6,1482.8,420.9,449.4,11.0,143.5,1119.0,1278.5,2.0,52.3,26.4,28.7,10865.1,825343.6,841190.2,55005351.9,136023882.1,166902177.7,13953.7,29785.5,27128.3
Container,3918,817,349282.1,381714.5,2006.9,2007.5,2010.4,2010.2,352.4,1168.0,1474.3,1454.9,35.0,78.2,230.3,226.2,18.0,22.6,24.2,23.9,37189.4,2867770.8,2922832.0,199372278.3,596453961.7,658853724.7,50886.2,172551.1,203641.0
Chemical tanker,3838,1055,37056.0,58580.2,2006.2,2007.7,2008.6,2008.7,409.8,948.1,951.1,966.4,56.0,101.0,211.7,214.0,25.0,43.9,50.8,51.0,9097.9,694088.3,707414.8,32194082.2,129731477.0,154877823.5,8388.2,38830.3,47771.8
Cruise,1310,162,30721.3,2840.9,2003.4,1999.9,2008.4,2007.0,208.3,292.5,283.1,286.7,16.0,38.4,68.8,60.7,10.0,37.6,21.3,21.8,7058.5,544212.0,554660.9,6330437.5,45616338.7,55852574.7,4832.4,30677.3,35571.1
Bulk carrier,1262,831,72848.8,131025.7,2006.9,2008.6,2010.0,2010.1,1249.1,1784.3,1954.3,1991.9,117.0,175.3,369.2,376.8,41.0,85.1,103.4,102.2,5888.7,452905.4,461601.2,36705669.9,89953239.7,113263463.9,29085.3,111477.8,135989.0
Liquefied gas tanker,1202,291,75187.1,61731.1,2007.7,2008.8,2011.6,2011.5,648.1,1828.5,2462.1,2331.7,64.0,148.5,440.4,434.7,25.0,41.0,55.3,56.6,9808.8,639954.9,652242.0,18124735.6,110692448.4,95944091.7,15078.8,118191.6,177507.7
Oil tanker,951,505,64456.2,118522.7,2009.5,2009.5,2009.9,2010.0,832.7,1318.6,1371.2,1376.4,103.0,155.9,247.3,248.5,25.0,47.8,52.8,52.6,6402.6,490996.9,500424.0,57593271.4,115195618.9,128874467.3,60560.7,155986.6,191883.7
Ro-Ro,879,78,19273.5,8712.6,2002.6,2004.2,2005.6,2005.4,656.3,811.6,928.3,851.5,47.0,58.2,113.3,104.4,13.0,26.6,21.2,23.7,3537.5,272945.2,278185.8,10555062.6,29465066.5,25220023.8,12008.0,28398.2,31870.5
Vehicle,829,185,17732.9,5926.5,2004.0,2005.8,2005.6,2005.3,336.7,659.0,596.9,597.9,30.0,50.6,135.6,137.6,13.0,18.1,19.3,19.3,1692.9,129995.4,132491.3,6001306.4,26459326.3,30642596.6,7239.2,27516.2,29613.5
Miscellaneous - fishing,658,166,323.4,213.0,1997.9,1997.0,1993.6,1992.4,355.5,1472.0,1143.8,1185.5,50.0,189.7,486.7,461.2,24.0,176.2,317.0,280.9,432.8,32512.2,33136.4,1497988.3,3322826.8,3777717.6,2276.6,5357.8,6351.4
Service - other,326,105,917.5,734.2,2002.3,2001.9,2000.8,2000.9,209.4,841.1,717.2,484.9,28.0,187.1,449.1,376.8,11.0,127.1,129.7,128.8,409.7,30888.5,31481.6,5123460.0,10512215.2,11327548.4,15716.1,34971.0,39487.3
Service - tug,281,97,130.3,109.3,2005.7,2003.4,2007.0,2006.6,205.0,630.5,360.5,359.9,60.0,108.0,193.2,190.5,20.0,72.3,104.0,101.4,174.3,13122.6,13374.5,2796400.4,6612645.2,8853974.5,9951.6,25696.8,34695.1
Refrigerated bulk,88,36,3286.7,3578.2,1999.1,1998.0,1997.7,1997.8,3695.7,3158.3,3243.2,3231.1,205.0,190.1,228.4,227.3,7.0,30.0,14.7,14.6,1247.8,95524.1,97358.2,10615238.1,23194810.7,26126772.8,120627.7,257056.3,277543.6
Ferry-pax only,53,12,17.2,2.5,1988.1,1974.7,1993.2,1982.0,265.8,1020.6,694.4,603.6,28.0,86.9,89.6,101.7,32.0,193.9,127.8,199.5,29.1,2183.7,2225.6,166655.1,353165.4,446649.6,3144.4,7466.7,9848.2
Other liquids tankers,4,2,12.7,19.0,1994.5,2001.0,2006.4,2005.1,578.2,489.8,375.5,387.0,76.0,60.5,45.7,48.4,28.0,51.0,63.2,60.5,6.1,464.5,473.4,9746.0,27827.7,59996.6,2436.5,8440.9,13639.7
