Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Muuga,186,47,204.8,284.8,1989.4,1999.7,2003.7,2003.8,94.8,267.4,228.6,220.6,23.0,113.9,63.2,58.0,30.0,31.9,45.5,49.3,145.8,10929.5,11139.3,340345.5,856099.3,1020508.7,1829.8,6323.8,7940.0
Sillamae,121,61,250.0,400.4,1991.7,2002.2,2005.3,2005.7,123.8,226.5,229.3,237.0,15.0,38.7,72.0,72.6,25.0,44.1,69.4,69.9,104.8,7866.8,8017.8,252993.7,787482.4,947509.7,2090.9,7841.8,9812.5
Tallinn Old City,111,16,332.3,57.6,1984.8,1990.0,2004.5,1998.0,113.1,187.2,514.9,241.9,23.0,224.8,17.6,31.2,27.0,42.2,68.1,61.4,126.2,9472.9,9654.8,353061.0,760346.8,965579.0,3180.7,7249.7,7543.3
Paljassaare,101,31,16.1,20.9,1984.5,1990.7,1986.3,1985.8,79.8,120.2,93.8,87.2,30.0,169.8,96.8,88.1,36.0,408.0,397.7,232.0,118.2,8872.1,9042.5,89566.6,80728.6,105926.4,886.8,2390.7,3055.2
Paldiski,93,35,138.4,100.5,1990.2,1999.6,1993.3,2001.0,191.3,213.4,213.5,146.4,33.0,112.5,66.6,55.7,11.0,24.8,34.4,38.1,90.3,6779.3,6909.5,297745.4,751403.2,926407.1,3201.6,7819.5,8010.4
Vene Balti,87,27,11.5,13.5,1988.9,1991.3,1990.5,1987.2,58.8,266.0,76.8,66.8,32.0,479.0,281.1,130.9,30.0,216.8,178.2,176.7,69.8,5239.6,5340.2,66414.3,86940.4,117604.1,763.4,2072.2,2709.5
Dirhami,61,15,4.9,1.5,1984.4,1985.2,1983.3,1981.1,263.3,392.6,646.5,634.9,42.0,48.4,1034.0,801.8,44.0,81.5,205.0,194.9,41.1,3088.9,3148.2,10570.6,23417.1,26600.6,173.3,407.4,482.6
Rohukula,60,10,216.0,39.2,2008.5,1995.3,2015.3,2012.6,664.9,1151.7,1381.2,1253.0,90.5,263.4,992.5,976.9,39.5,138.0,41.0,73.9,173.0,12988.1,13237.5,283723.4,679541.9,839416.3,4728.7,10283.4,10592.8
Kunda,54,41,44.7,47.3,1994.5,1996.1,1998.8,1999.8,153.0,226.2,300.1,265.1,19.0,102.4,117.9,92.2,20.5,29.5,31.8,35.2,36.6,2744.8,2797.5,135170.6,348769.9,455457.1,2503.2,7830.3,9987.9
Kalana,48,37,57.2,84.6,1995.3,1995.0,2002.1,2002.5,204.8,306.3,277.2,290.3,22.0,27.6,35.6,36.5,10.0,19.5,21.1,20.9,17.0,1279.9,1304.4,78656.0,257898.5,331710.7,1638.7,6605.4,8625.0
Miiduranna,45,7,1.6,0.4,1986.0,1987.0,1985.9,1985.7,282.3,293.6,297.3,291.8,36.0,38.1,52.0,54.9,121.0,121.1,264.8,256.3,22.3,1673.6,1705.7,3049.9,6765.4,7691.5,67.8,159.5,189.1
Osmussaar,40,19,7.4,6.2,1982.4,1984.1,1989.7,1993.3,294.2,995.5,405.0,330.7,43.5,128.7,140.4,66.0,13.0,71.3,172.0,62.7,22.7,1703.3,1736.0,20806.7,52079.6,65033.4,520.2,1480.3,1848.7
Heltermaa,38,12,122.9,24.7,2010.8,1998.4,2015.6,2013.0,430.6,220.7,750.6,466.5,44.0,108.9,78.3,74.9,56.5,43.4,509.9,436.5,80.1,6011.8,6127.2,138958.3,347942.0,433079.7,3656.8,8173.7,7928.5
Paldiski Pohjasadam,38,15,118.7,48.2,1989.5,1992.3,1988.8,1989.6,162.7,634.1,244.1,213.0,18.0,136.8,37.1,35.9,15.0,30.0,44.1,43.9,41.9,3144.5,3204.8,258039.3,638299.6,783424.4,6790.5,14940.3,13988.8
Virtsu,26,21,10.0,10.8,1988.8,1989.8,1992.0,1992.7,247.6,321.1,253.1,236.5,32.0,63.3,37.8,31.0,19.0,39.3,20.0,17.0,7.3,547.8,558.3,31803.1,92577.7,134712.6,1223.2,4116.0,5700.1
Ringsu,25,21,39.7,50.8,1993.8,1992.5,1998.7,1998.3,402.2,943.1,826.6,850.4,25.0,116.5,97.9,81.9,31.0,64.6,84.8,72.3,22.6,1698.1,1730.7,115281.2,315283.3,427718.2,4611.2,14253.4,18966.6
Vanasadam,24,11,485.6,68.2,1996.9,1991.8,2002.1,2002.2,197.6,336.0,1267.1,1316.6,64.5,60.3,255.8,259.9,5.5,12.8,0.2,0.2,122.3,9182.6,9358.9,422471.1,1066176.4,1314964.3,17603.0,38481.5,35720.1
Lehtma Kalurisadam,24,14,4.1,4.4,1984.0,1983.6,1981.1,1980.6,160.0,324.4,182.3,169.4,27.0,52.0,53.2,43.7,41.5,61.7,100.7,59.5,10.6,794.9,810.1,16250.3,43642.2,59670.5,677.1,2034.3,2812.4
Roomassaare,24,18,9.5,9.7,1993.0,1993.6,1989.8,1991.2,368.0,1390.4,488.4,380.4,43.5,157.3,459.4,338.8,78.5,479.7,929.4,671.1,32.8,2465.2,2512.5,56009.5,137215.1,181334.5,2333.7,6377.9,8603.2
Ruhnu,21,18,70.3,114.1,1996.3,1993.7,2006.3,2007.4,603.1,667.6,650.0,672.3,36.0,54.7,51.0,51.2,18.0,28.5,18.5,17.2,14.4,1079.5,1100.2,115757.1,280379.7,361903.8,5512.2,17287.5,22314.1
Lehtma,21,13,32.5,47.3,1989.2,1989.5,1999.0,1999.1,294.1,455.1,1551.5,1770.9,62.0,61.1,121.4,122.4,43.0,48.3,97.9,98.7,13.5,1014.9,1034.4,63143.4,175961.6,210353.0,3006.8,9356.6,11065.4
Saaremaa Sadam,20,17,17.3,17.3,1989.2,1990.8,1994.4,1997.7,192.9,391.2,257.0,373.0,15.5,57.7,34.1,35.3,9.5,25.8,20.6,24.2,8.7,655.2,667.7,36637.8,110219.9,147160.7,1831.9,6070.6,7841.1
