Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Muuga,937,437,9230.8,13545.4,2002.5,2003.9,2005.8,2008.2,406.5,726.1,733.9,752.9,47.0,96.5,226.5,188.8,17.0,42.5,47.7,52.9,1876.2,140886.6,143591.6,9736048.6,27791527.3,33816800.6,10390.7,35970.2,44222.5
Paldiski,730,285,4966.7,4782.3,2002.0,2003.3,2007.2,2006.8,235.3,469.7,478.8,532.3,25.0,53.0,91.0,124.7,13.0,35.8,27.3,40.3,1075.6,80775.5,82326.4,5076473.3,14259022.1,17739512.2,6954.1,21654.2,24956.6
Tallinn Old City,604,31,7698.8,965.5,2002.3,1989.9,2004.3,2004.3,245.5,483.9,317.5,322.6,17.0,84.6,21.4,26.5,7.0,26.6,27.8,28.8,1456.9,107494.5,109558.4,6010601.8,15000189.1,18515448.5,9951.3,21537.6,19968.6
Sillamae,558,301,4785.2,7569.0,2005.7,2005.3,2009.0,2008.9,248.6,649.9,660.4,667.4,33.0,71.3,138.9,147.2,27.0,51.4,67.6,71.4,1025.6,77073.7,78553.5,4485017.3,13078165.2,15944666.1,8037.7,31055.6,39104.6
Paldiski Pohjasadam,433,73,2345.6,1016.2,1998.2,2003.8,2000.0,2001.2,174.0,500.2,306.6,325.9,12.0,68.4,42.4,46.5,3.0,36.1,10.9,15.4,509.6,38261.6,38996.2,3586772.3,9190567.0,11371788.1,8283.5,19632.3,19570.3
Kunda,403,165,606.3,844.7,2001.4,2000.2,2004.3,2004.4,289.8,433.3,426.9,425.9,29.0,45.5,84.5,84.2,22.0,30.7,33.5,33.5,190.4,14288.4,14562.8,1715743.0,4938706.3,6857753.7,4257.4,15467.5,20448.1
Tilgu,376,260,9893.4,16645.2,2007.2,2007.0,2009.0,2009.0,746.4,858.2,1009.6,1010.6,87.5,92.1,176.4,174.7,5.0,10.8,12.9,13.2,1268.3,95534.0,97368.3,6704096.0,22455025.0,26101072.5,17830.0,72777.3,89831.5
Vanasadam,289,71,8808.4,912.1,2005.4,1999.5,2007.8,2007.0,244.6,378.9,412.1,414.1,18.0,27.9,39.6,40.0,8.0,7.2,7.4,7.5,1999.9,150178.0,153061.4,3321192.7,16893409.7,19067946.1,11492.0,51379.3,54210.1
Oti,277,215,3521.7,5929.3,2004.7,2005.1,2009.4,2009.6,176.8,513.0,739.5,754.7,28.0,65.4,180.6,182.9,4.0,9.4,19.9,20.8,463.6,34922.1,35592.6,2537021.9,8327208.8,9804169.5,9158.9,36259.8,45326.0
Piirivalvesadam,274,118,300.1,426.6,1996.8,2000.1,2002.7,2002.9,190.6,495.0,422.7,426.6,30.0,103.2,95.2,96.2,15.0,71.6,46.2,40.4,133.4,10019.1,10211.4,989130.9,2854635.8,4030390.4,3610.0,12759.1,17361.5
