Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Miscellaneous - fishing,498,33,52.1,20.3,1984.7,1984.4,1982.3,1979.9,280.1,396.8,694.6,693.7,44.0,59.3,730.3,708.6,25.0,51.9,515.4,671.2,335.9,25219.3,25703.5,142804.5,316767.8,360133.0,286.8,674.9,800.0
Oil tanker,329,29,243.2,416.6,1983.2,2003.8,2003.5,2004.0,57.4,142.9,136.0,138.7,23.0,49.7,72.9,70.8,23.0,34.6,44.8,44.5,347.5,26088.7,26589.6,554897.9,609734.3,700934.1,1686.6,4484.6,5595.7
General cargo,288,172,252.2,348.3,1996.7,1998.9,1998.9,1999.0,182.3,245.7,280.3,278.8,16.0,28.0,46.3,45.6,13.0,43.6,30.8,31.0,83.4,6266.7,6387.0,784512.1,2276250.4,3221394.1,2724.0,9731.0,13245.3
Service - tug,211,16,15.1,8.2,1986.3,1986.2,1982.5,1981.4,129.8,338.9,229.7,227.4,43.0,310.0,332.2,289.6,36.0,65.5,98.4,93.0,82.0,6155.6,6273.8,208671.2,493444.6,660695.6,989.0,2553.7,3447.9
Ferry-RoPax,181,11,1576.3,279.7,2006.6,1998.1,2004.1,2001.3,358.6,817.7,763.8,589.7,45.0,75.0,269.0,244.4,22.0,46.6,63.2,64.5,585.3,43948.5,44792.3,1855017.8,4543051.3,5606082.8,10248.7,21954.3,20903.0
Service - other,162,13,43.7,21.8,1993.5,1989.4,1992.4,1987.1,170.6,272.5,291.9,309.3,26.0,243.3,142.9,157.7,21.5,169.7,168.8,136.8,117.6,8832.4,9002.0,152018.4,311908.4,336100.1,938.4,2088.1,2357.7
Chemical tanker,86,66,433.9,687.7,2006.3,2007.3,2004.3,2004.3,135.7,217.4,287.9,282.0,18.5,34.5,71.4,70.9,22.0,38.4,59.0,59.3,160.9,12087.8,12319.9,395583.7,1512638.9,1783692.9,4599.8,20006.2,24141.4
Container,37,17,156.9,183.8,2000.8,2004.4,2004.6,2004.8,164.3,312.0,259.6,267.0,16.0,24.1,51.1,49.6,9.0,10.4,10.3,10.2,41.6,3102.6,3162.2,173029.9,663764.5,757219.4,4676.5,19343.2,23567.2
Cruise,26,9,77.7,11.2,1992.8,1992.1,1994.1,1994.7,194.4,235.0,297.7,276.4,15.5,15.8,19.0,19.2,7.0,7.3,8.3,8.6,22.8,1710.6,1743.4,43611.8,254135.3,426928.1,1677.4,9098.2,14004.8
Bulk carrier,21,18,177.1,302.0,2011.1,2011.2,2011.7,2011.8,149.4,244.4,310.0,313.0,16.0,23.2,46.4,47.4,12.0,32.7,21.1,21.2,17.4,1310.5,1335.7,87016.3,238455.3,315674.7,4143.6,18346.1,22930.2
Ferry-pax only,14,1,5.5,0.9,2012.0,2012.0,2012.0,2012.0,1561.0,1561.0,2311.9,2311.9,58.5,58.5,209.6,209.6,52.5,52.5,185.0,185.0,14.4,1083.2,1104.0,77410.1,157652.8,198593.8,5529.3,12858.1,16951.2
Liquefied gas tanker,10,4,8.5,8.7,2004.3,2007.5,2008.2,2007.8,189.7,165.4,125.9,124.9,10.5,11.2,15.5,16.1,12.5,16.1,15.6,15.9,4.2,313.6,319.6,6543.1,18956.5,20934.1,654.3,3582.3,4710.9
Refrigerated bulk,4,1,105.3,106.1,1993.0,1993.0,1993.0,1993.0,1592.0,1592.0,1872.7,1872.7,62.0,62.0,70.9,70.9,50.0,50.0,57.6,57.6,36.4,2729.7,2782.1,314666.1,687560.7,774472.5,78666.5,167637.5,180998.1
Vehicle,1,1,13.4,5.0,2000.0,2000.0,2000.0,2000.0,1454.8,1454.8,1454.8,1454.8,138.0,138.0,138.0,138.0,5.0,5.0,5.0,5.0,2.9,218.8,223.0,5029.6,22175.0,25680.9,5029.6,19117.3,20574.5
