Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Trelleborg,3619,72,13842.5,3688.1,1993.9,1998.4,1994.5,1994.9,100.0,419.3,128.7,144.2,8.0,48.6,21.1,28.8,1.0,96.0,6.6,12.6,3192.9,239746.8,244350.0,21516534.7,53258002.6,65365901.0,5945.4,12795.3,11771.6
Stockholm,2880,179,31522.1,4330.8,1998.3,2002.5,2000.2,2002.2,243.8,439.9,250.6,294.8,17.0,41.3,31.7,48.5,6.0,22.6,9.3,13.1,5705.6,425291.8,433457.4,18484301.6,55140945.0,67102681.0,6418.2,17036.0,16976.2
Malmo,1660,312,11715.9,5634.5,2000.7,2002.8,2005.3,2006.1,142.2,520.7,258.0,339.3,11.0,58.3,85.9,132.3,3.0,36.2,19.2,32.1,2192.7,163089.0,166220.3,13289809.5,36876381.2,44947554.1,8005.9,20874.2,21556.7
Ystad,1463,59,7191.7,1949.1,1992.7,1992.9,1994.0,1994.4,99.3,332.3,227.1,226.9,8.0,40.4,143.3,136.9,3.0,69.3,29.7,27.4,1637.7,122966.5,125327.4,11449843.1,28379943.0,34891136.5,7826.3,16860.5,15550.3
Foto,1411,1006,44238.4,70913.6,2006.5,2006.7,2009.4,2009.5,787.9,1521.5,1673.8,1665.3,75.0,145.9,359.9,356.4,39.0,84.4,93.2,93.4,6211.6,470762.9,479801.6,32667400.4,93854951.3,117466657.5,23151.9,91452.4,115151.5
Langedrag,1318,117,15612.0,9624.6,2003.7,2006.2,2003.8,2004.7,533.9,399.6,423.4,371.6,35.0,37.6,36.2,36.5,7.0,17.1,12.7,14.7,2963.7,222597.9,226871.8,9782167.9,22415844.6,25645321.2,7422.0,20308.4,22753.3
Goteborg,1186,350,12519.9,13636.2,2005.2,2006.7,2007.4,2007.5,474.3,800.2,812.1,850.7,41.0,80.5,211.6,191.0,17.0,34.0,37.0,46.4,2418.6,180492.3,183957.7,10564682.2,34414500.9,40302977.5,8907.8,32577.0,38667.9
Kapellskar,1182,9,5439.8,1481.7,1999.3,1995.1,1998.0,1998.2,127.3,236.9,155.0,157.1,10.0,24.4,72.0,42.8,2.0,57.4,6.6,7.4,1084.9,81458.6,83022.6,9206694.1,22766472.3,27934333.4,7789.1,16627.2,15145.9
Nynashamn,1077,93,6063.8,2820.2,2001.2,2000.6,2002.0,2004.4,214.4,526.7,242.7,338.3,14.0,75.3,43.6,112.5,5.0,154.8,19.3,42.4,1554.9,116594.8,118833.4,6774855.1,16732614.5,20500509.1,6290.5,15536.7,16311.0
Karlshamn,936,216,4046.1,2812.9,2001.2,2000.9,2003.1,2005.3,232.2,550.0,335.0,435.1,18.0,58.9,47.2,75.3,13.0,38.5,31.7,40.8,1067.1,80165.3,81704.4,7306927.2,19434188.0,24532101.4,7806.5,21333.1,23821.5
