Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ferry-RoPax,11895,79,74611.1,14187.2,1995.8,1994.6,1996.2,1996.4,139.4,524.1,194.1,182.4,10.0,63.5,53.5,52.0,2.0,57.7,14.4,14.2,15235.7,1139450.1,1161327.6,88144693.7,217974563.2,267456396.9,7410.2,15817.9,14406.9
General cargo,8161,1304,23193.4,32860.1,1999.8,2001.5,2004.2,2004.3,429.9,719.9,762.8,765.7,46.0,77.4,183.6,183.5,26.0,48.8,65.0,64.5,6357.8,479727.1,488937.8,54541472.4,161218308.1,229232069.8,6683.2,24977.7,34091.1
Chemical tanker,3176,630,25137.1,39547.9,2005.7,2007.4,2008.6,2008.6,472.0,919.4,839.9,868.8,46.0,92.6,185.7,192.3,20.0,35.3,44.0,44.6,6448.0,483305.2,492584.7,25049133.0,93843115.1,111988181.4,7887.0,33682.1,41138.8
Ro-Ro,1633,55,23304.0,11625.4,1999.8,2000.6,2001.0,2000.4,537.9,606.8,571.9,592.4,34.0,46.0,45.4,49.6,7.0,17.4,17.5,19.2,4600.9,345670.3,352307.2,12501076.0,23211477.4,26902650.7,7655.3,17994.4,19117.7
Container,1552,165,12105.6,14092.1,2005.5,2006.5,2006.0,2005.9,428.2,446.4,425.7,441.1,38.0,39.7,66.7,66.9,13.0,30.3,21.9,21.9,2727.6,204905.8,208840.0,14803206.0,49812780.5,56035241.3,9538.1,33737.7,40099.8
Oil tanker,1062,296,25924.4,46084.7,2004.0,2007.6,2005.9,2005.5,300.5,1145.6,1026.0,1043.8,35.5,123.2,251.7,252.9,17.0,72.4,381.4,444.7,4234.4,320778.0,326937.0,27609503.2,53257661.9,60740717.5,25997.6,67988.1,83548.3
Bulk carrier,793,483,31167.6,53317.8,2007.2,2009.0,2010.8,2010.9,621.5,1880.0,1783.6,1790.5,63.0,186.4,403.8,404.3,46.0,99.5,111.1,111.1,3257.0,248629.1,253402.8,18317838.4,44028934.1,56886856.9,23099.4,89154.1,108715.9
Service - tug,673,102,116.2,58.7,1990.0,1991.0,1992.2,1993.6,150.8,361.4,245.1,263.9,27.0,124.1,92.4,93.4,17.0,136.1,159.5,268.5,264.7,19872.1,20253.7,1500284.0,3547720.1,4750205.5,2229.2,5756.3,7772.0
Cruise,671,87,10301.6,1061.8,2002.6,1996.6,2007.2,2005.7,167.7,396.3,314.7,300.0,15.0,34.7,36.1,34.9,6.0,13.0,9.8,9.8,2424.4,182050.1,185545.5,3376314.6,19655365.1,23560777.8,5031.8,25593.9,28498.1
Vehicle,653,141,13944.0,4849.3,2004.1,2006.6,2007.0,2006.9,514.1,783.4,649.3,645.4,37.0,57.3,150.5,148.8,12.0,26.5,22.9,23.2,1319.2,97645.0,99519.8,4910541.1,21650220.9,25073162.4,7520.0,28583.4,30762.0
Liquefied gas tanker,640,105,7312.9,6967.8,2006.0,2009.1,2010.8,2010.5,513.7,1075.4,1152.3,1075.8,47.0,94.8,330.7,318.0,20.0,42.2,46.1,48.4,1476.7,106705.9,108754.7,3979550.4,14170751.0,14319135.8,6218.0,34997.2,47147.5
Miscellaneous - fishing,519,89,318.2,237.5,1989.7,1987.6,1993.0,1997.0,259.3,1117.1,1067.4,879.8,43.0,137.1,544.3,400.6,12.0,296.3,669.2,444.5,365.7,27478.2,28005.8,1670235.9,3704905.2,4212102.0,3218.2,7573.8,8978.3
Service - other,179,76,298.9,213.8,1993.1,1992.5,1998.6,2000.6,293.6,747.5,582.3,586.1,40.0,188.0,155.2,150.9,28.0,397.8,255.9,272.5,239.6,17814.0,18156.1,1492082.7,3061426.1,3298872.1,8335.7,18548.2,20943.6
Refrigerated bulk,62,42,1346.8,1392.2,1995.0,1994.4,1999.3,1999.0,639.3,2195.9,2664.2,2651.2,53.5,148.9,369.2,367.6,35.5,79.0,63.1,64.7,576.1,43773.2,44613.6,4130284.2,9024871.6,10165669.1,66617.5,141961.1,153275.4
Ferry-pax only,15,9,1.7,0.5,1961.8,1964.1,1978.4,1959.0,307.1,559.5,563.5,302.4,99.0,137.0,354.2,306.7,67.0,284.1,234.1,193.8,13.6,1023.6,1043.2,42979.6,87532.0,110263.3,2865.3,6663.1,8784.2
Other liquids tankers,3,1,288.4,409.6,2016.0,2016.0,2016.0,2016.0,3755.6,3755.6,3483.0,3483.0,310.0,310.0,490.9,490.9,60.0,60.0,87.0,87.0,30.7,2357.2,2402.5,210116.6,599947.1,1293485.7,70038.9,242641.2,392082.6
