Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,3223,619,4852.0,6748.7,1998.4,2000.8,2002.9,2002.7,266.0,364.4,435.5,427.3,26.0,36.8,75.1,74.7,18.0,32.8,52.0,42.6,1421.7,106818.8,108869.7,12966432.4,37970411.0,53923278.7,4023.1,14645.8,20028.4
Chemical tanker,1935,249,4083.8,6032.9,2006.3,2006.0,2006.9,2006.8,185.0,304.4,336.2,338.8,27.0,35.2,60.0,60.1,13.0,17.3,21.3,21.4,1791.0,133157.3,135713.9,8268339.4,24393221.8,29898739.8,4273.0,14091.2,17307.9
Oil tanker,1168,59,1395.3,2242.7,2001.1,2005.8,2001.1,1999.9,128.6,261.4,300.3,304.5,21.0,38.4,53.2,52.4,12.0,32.9,112.3,137.5,684.8,51453.5,52441.5,3535304.8,2902092.9,3337567.2,3026.8,8183.9,10409.9
Ferry-pax only,947,42,192.5,32.6,1976.9,1977.4,1990.3,1984.4,274.8,1128.5,675.6,654.4,38.0,352.4,1013.5,1430.7,22.0,58.9,238.6,186.8,514.5,38626.4,39368.1,2685036.6,5468328.3,6888403.7,2835.3,6593.4,8692.2
Service - tug,946,52,307.8,196.2,1998.0,1991.7,2001.9,1997.5,148.2,443.5,486.4,555.6,48.0,189.6,334.4,425.6,24.5,104.3,202.9,333.2,551.9,41436.1,42231.7,5018909.0,11868208.9,15890890.2,5305.4,13699.5,18496.6
Bulk carrier,902,71,2353.4,3494.7,1988.5,2006.8,1998.6,2001.4,237.0,496.2,436.9,450.9,24.0,56.8,67.7,70.3,14.0,78.2,60.8,66.1,585.6,43265.9,44096.6,3746689.0,8775376.4,10895390.1,4153.8,13545.1,16940.4
Ferry-RoPax,857,30,17146.0,3009.5,1996.9,1989.2,2002.5,2002.1,466.3,2086.1,625.5,598.1,39.0,533.8,308.5,335.7,9.0,288.8,16.4,25.5,4314.4,320345.4,326496.0,19937895.6,48836258.6,60258316.6,23264.8,49834.0,47416.7
Service - other,849,41,751.6,309.0,1996.3,1992.8,1989.3,1990.2,183.5,456.6,427.8,417.7,29.0,199.6,174.7,184.2,21.0,79.7,299.9,274.2,597.0,44810.2,45670.5,2156360.2,4424377.8,4767535.0,2539.9,5651.7,6381.5
Container,571,59,1799.1,2104.4,2004.5,2004.2,2005.4,2005.5,159.9,227.6,261.9,258.9,14.0,21.2,36.0,35.7,11.0,14.4,15.0,14.6,479.4,35999.7,36690.9,2507196.6,8387074.8,9517547.6,4390.9,15525.2,18492.3
Miscellaneous - fishing,433,47,111.2,104.8,1988.1,1988.6,1994.5,1999.0,224.5,483.8,507.7,509.0,39.0,114.2,282.7,194.0,17.0,51.5,279.1,353.4,241.9,18162.2,18510.9,736644.0,1634018.4,1857713.4,1701.3,4003.8,4746.3
Ro-Ro,412,12,3537.6,2132.7,1995.9,1994.0,1996.7,1996.7,386.2,499.0,548.6,537.7,31.0,37.3,60.8,59.6,5.0,14.3,8.9,9.4,846.1,63525.3,64744.9,2290229.7,4226948.9,4922172.9,5558.8,13065.5,13871.8
Liquefied gas tanker,169,29,217.3,241.9,2004.1,2006.6,2003.4,2003.3,325.6,227.5,298.2,302.4,31.0,22.8,42.5,42.7,14.0,20.6,22.0,22.0,121.2,9136.8,9312.3,182565.4,528921.8,584099.1,1080.3,5914.4,7777.6
Cruise,47,25,639.9,71.6,1991.3,1989.2,1997.8,1995.2,211.9,281.0,348.4,327.6,16.0,37.0,41.6,38.6,8.0,9.1,10.8,11.0,156.3,11735.9,11961.3,209631.5,1432515.9,1817333.5,4460.2,26041.0,30020.9
Vehicle,25,18,143.5,46.5,2003.6,2004.2,2005.0,2004.6,148.8,269.3,226.7,226.8,14.0,22.8,33.1,32.8,13.0,24.1,22.4,22.6,21.0,1574.7,1604.9,47111.8,207712.7,240552.5,1884.5,7162.9,7708.8
Refrigerated bulk,3,3,13.0,12.7,1985.7,1985.7,1987.3,1987.3,234.0,396.7,469.6,451.2,17.0,25.7,45.9,45.5,11.0,20.7,38.7,38.3,4.0,298.5,304.3,37755.0,82496.5,92924.5,12585.0,26818.5,28955.9
