Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ferry-RoPax,11908,77,76310.6,14442.2,1995.8,1994.7,1996.2,1996.4,138.2,279.2,198.3,185.4,10.0,27.5,109.2,68.6,2.0,25.9,14.1,14.8,15420.6,1152429.3,1174555.9,89729402.1,221893204.7,272264750.9,7535.2,16084.7,14649.9
General cargo,8188,1306,23418.0,32752.2,1999.8,2001.6,2004.1,2004.2,479.2,743.6,766.2,759.3,49.5,80.6,172.2,168.3,21.0,32.2,38.0,38.2,6278.6,473153.0,482237.5,56062982.7,165417349.0,235494426.2,6847.0,25340.0,34746.5
Chemical tanker,3181,631,21843.9,34022.4,2005.7,2007.5,2008.2,2008.2,501.8,742.0,728.6,746.1,50.0,82.6,152.5,156.7,16.0,23.5,26.1,26.3,5773.0,431928.3,440221.3,24503656.9,87416568.2,104825077.6,7703.1,31231.2,38181.1
Ro-Ro,1632,54,19031.0,9293.6,1999.8,2000.3,2001.9,2001.4,527.0,501.3,467.5,474.5,32.0,39.1,34.2,35.7,8.0,14.2,12.2,12.6,3764.4,282705.2,288133.1,10020456.1,18829115.2,21621050.6,6140.0,14434.7,15356.5
Container,1547,165,14154.2,15859.8,2005.5,2006.4,2007.5,2007.1,453.4,508.1,501.9,500.2,39.0,43.4,60.6,61.1,13.0,16.2,21.2,20.3,2699.0,202734.9,206627.4,14359843.4,48593947.4,54037911.3,9282.4,32816.6,38985.3
Oil tanker,1063,297,33970.0,61228.3,2004.0,2007.8,2008.9,2008.9,324.7,1372.3,1327.8,1370.9,43.0,148.5,318.9,326.2,16.0,30.0,28.1,28.2,4144.0,314131.4,320162.8,32104861.9,60289375.8,68722318.1,30202.1,77894.7,95931.1
Bulk carrier,802,487,24001.8,41705.2,2007.2,2009.1,2010.9,2011.0,578.8,1310.0,1343.0,1367.3,56.5,134.2,365.4,372.1,8.0,34.3,32.1,32.5,2296.0,174441.9,177791.2,13061069.3,32470244.2,41203685.4,16285.6,64329.3,78643.6
Service - tug,678,106,101.2,52.3,1990.0,1990.7,1992.5,1994.0,149.0,458.6,215.7,239.4,24.5,182.6,94.3,107.9,14.0,195.4,280.4,378.3,250.6,18815.5,19176.7,1336528.8,3160488.3,4231723.0,1971.3,5090.2,6872.6
Cruise,667,85,8901.4,935.1,2002.7,1996.6,2006.8,2005.5,160.7,312.1,272.3,264.6,14.0,24.2,30.1,30.3,4.0,28.4,11.8,11.7,2299.5,172667.3,175982.5,2788320.2,17082574.2,20674499.3,4180.4,22327.3,25089.9
Vehicle,646,140,15540.0,5454.1,2004.1,2006.6,2007.6,2007.5,543.9,862.6,732.5,735.4,40.0,63.4,119.6,120.6,14.0,23.7,25.7,26.0,1358.9,101419.0,103366.2,5522994.0,24350481.7,28200339.6,8549.5,32496.7,34973.6
Liquefied gas tanker,642,107,7701.9,7501.0,2006.0,2009.1,2010.6,2010.5,561.6,1109.3,1202.2,1149.8,48.0,90.4,292.0,279.5,17.0,30.9,26.9,27.7,1428.5,104531.2,106538.2,4302485.3,15274699.5,15431155.3,6701.7,37362.0,50201.3
Miscellaneous - fishing,503,89,201.7,153.0,1989.5,1987.9,1993.6,1997.0,213.0,548.9,688.0,586.4,36.0,133.9,876.6,662.3,13.0,38.6,41.5,45.6,265.1,19913.1,20295.4,1075930.0,2386620.2,2713345.4,2139.0,5034.1,5967.6
Service - other,173,70,213.7,152.1,1992.9,1993.1,2000.7,2002.4,254.8,669.6,433.2,441.9,39.0,274.9,240.1,205.3,14.0,139.2,170.1,166.3,192.3,14335.4,14610.7,1061399.6,2177759.0,2346667.2,6135.3,13652.0,15415.0
Refrigerated bulk,64,42,647.7,698.6,1995.3,1994.4,1997.2,1996.6,771.5,982.7,1214.6,1262.9,57.0,90.8,201.6,210.6,7.5,64.4,42.5,40.3,308.5,23251.2,23697.6,2072616.7,4528768.1,5101231.3,32384.6,69011.3,74511.5
Ferry-pax only,14,8,1.6,0.5,1961.6,1964.0,1975.9,1962.0,301.2,474.2,571.2,321.0,136.0,345.1,1121.2,857.4,14.5,31.5,61.3,48.6,12.6,946.1,964.3,44348.5,90319.9,113775.2,3167.8,7366.5,9711.4
Other liquids tankers,3,1,47.8,67.9,2016.0,2016.0,2016.0,2016.0,583.5,583.5,577.3,577.3,57.0,57.0,93.1,93.1,9.0,9.0,40.1,40.1,8.6,652.6,665.1,34828.6,99446.3,214406.2,11609.5,40219.8,64991.0
