Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Goteborg,787,129,1024.1,1436.5,2003.4,2005.5,2006.9,2007.0,113.4,277.5,321.2,326.8,23.0,40.9,61.7,62.1,12.0,21.9,22.3,23.2,533.1,39484.1,40242.2,2286518.6,5710228.4,6982043.9,2905.4,9030.9,11073.0
Brofjorden,485,74,690.0,1017.5,2006.6,2007.6,2007.4,2007.4,84.9,219.3,239.0,239.4,22.0,29.7,48.1,48.1,13.0,24.7,23.9,24.8,363.7,27134.8,27655.8,1428320.7,3844812.6,4704599.6,2945.0,9538.3,11789.3
Goteborg Fiskhamnen,482,36,8499.8,1758.2,1999.9,1990.3,2001.9,2001.8,467.1,582.5,467.3,457.1,39.0,299.8,41.8,41.6,8.0,79.3,9.0,9.2,1137.5,83274.3,84873.2,10595515.1,26057287.2,31973248.8,21982.4,47065.1,43249.8
Helsingborg,394,102,825.6,748.5,2002.9,2001.7,1999.9,2001.2,151.7,326.5,232.1,202.6,19.5,48.5,37.0,36.4,13.0,24.2,11.4,13.9,251.7,18880.7,19243.2,1235735.4,3184862.5,3856032.9,3136.4,9394.8,11444.3
Aspero,378,146,757.0,665.2,1999.8,2000.3,2002.5,2003.3,101.5,376.6,437.6,431.6,24.0,41.2,80.8,110.4,11.0,26.8,16.6,22.6,235.6,17595.1,17933.0,1440991.7,3682116.6,4787851.2,3812.1,11251.8,13926.2
Malmo,370,133,1200.1,945.1,1999.4,2001.5,1997.5,1999.3,205.4,285.2,417.1,352.1,26.0,35.0,43.5,43.0,13.0,23.5,12.5,14.0,352.8,26389.2,26895.9,1429023.3,3262090.9,3991657.7,3862.2,11457.8,13826.8
Stockholm,350,99,1661.4,664.8,1994.1,1996.1,2003.5,2004.1,221.4,390.9,441.8,320.7,19.5,59.7,73.5,45.6,14.0,34.8,28.3,23.7,396.3,29048.0,29605.7,1583153.2,4841223.2,5876606.6,4523.3,13865.8,15940.7
Norrkoping,293,136,620.1,817.9,1992.8,2000.2,2002.7,2003.0,275.8,361.1,353.6,364.1,26.0,40.2,49.3,51.3,12.0,29.5,30.9,31.8,215.1,16137.5,16447.3,1354149.1,3803019.5,4828457.7,4621.7,15319.6,19571.1
Slite,287,46,492.3,639.3,1990.0,1995.0,1991.2,1993.1,310.0,396.1,388.5,379.0,28.0,44.3,69.7,61.9,16.0,30.8,30.6,26.2,159.6,11631.4,11854.7,1784786.2,4171272.8,5282733.0,6218.8,18121.2,23302.0
Lulea,243,85,1051.4,1340.8,1997.0,2002.3,2000.1,2003.6,526.1,616.8,597.4,592.2,54.0,71.7,89.7,80.9,22.0,37.4,181.3,76.7,327.1,24452.2,24921.7,1871248.0,4892327.1,6354530.3,7700.6,25699.5,32771.8
Oxelosund,240,90,1021.6,1132.0,1998.8,2000.2,2004.2,2007.1,393.1,450.7,458.1,490.0,32.0,51.5,49.5,56.7,11.0,41.7,31.9,44.8,252.7,18973.1,19337.4,1186354.8,3362953.8,4276173.2,4943.1,16914.1,21379.1
Trollhattan,236,79,150.7,236.6,1988.8,1996.3,1999.8,2000.1,134.4,283.7,301.4,298.4,11.0,27.1,72.7,71.7,10.0,23.9,27.3,27.6,57.3,4328.6,4411.7,733064.7,1990592.6,2831532.7,3106.2,10058.8,14175.7
Visby,229,57,4867.0,855.5,1998.0,1992.9,2002.8,2003.1,244.9,749.4,1623.5,1111.1,23.0,63.8,906.2,826.7,7.0,112.1,12.1,46.8,2036.9,152939.0,155875.4,5235326.9,12696153.9,15681494.1,22861.7,50598.3,49021.6
Vasteras,204,78,249.8,357.3,2000.9,2000.1,2003.6,2004.1,217.1,345.1,347.3,349.1,16.0,31.6,45.0,46.0,15.0,31.7,31.5,28.2,107.6,8094.5,8249.9,753160.3,2098643.0,2793974.1,3692.0,12298.7,16540.6
Nynashamn,200,35,1242.5,357.5,1998.5,1999.8,2002.8,2004.0,361.3,702.0,604.9,468.3,22.0,238.3,79.9,71.1,20.0,33.2,41.0,56.6,527.1,39573.6,40333.4,1468907.9,3255598.2,3975612.4,7344.5,17747.9,18953.2
Donso,192,22,24.0,10.2,1995.2,1989.2,1999.7,2001.7,240.6,280.6,361.1,319.1,37.5,102.1,212.2,120.3,21.0,190.4,56.3,47.6,66.6,5000.7,5096.8,236292.3,493228.8,616456.7,1230.7,2906.0,3796.0
Saltholmen,188,18,61.6,40.2,1994.1,1983.3,1999.7,2004.6,342.7,870.5,612.3,510.6,59.5,337.2,385.0,184.4,26.5,86.2,55.0,23.3,112.9,8473.2,8635.9,459104.1,959252.1,1194425.6,2442.0,5880.3,7694.5
Karlshamn,187,85,434.2,628.1,2002.8,2003.6,2006.4,2006.5,278.8,428.4,394.8,397.4,29.0,50.3,62.7,63.2,16.0,27.3,29.1,28.1,162.2,12147.3,12380.5,806579.4,2340631.8,3034969.2,4313.3,15216.7,19686.1
Foto,180,161,1068.4,1621.7,2004.6,2004.5,2007.9,2008.2,516.6,542.4,584.0,581.1,55.0,54.8,78.1,76.9,33.5,64.1,99.6,103.0,262.0,19678.4,20056.2,1310911.7,3789105.1,5096669.9,7282.8,27684.9,36067.2
Sandvik (Styrso),168,61,313.8,493.0,1999.8,2001.9,2008.5,2009.0,63.9,432.8,464.0,479.6,18.0,49.6,114.8,116.2,14.5,46.4,69.9,66.9,103.2,7750.5,7899.3,397298.3,977648.8,1289296.2,2364.9,8498.7,10962.5
Kalmar,149,84,114.9,151.8,1995.0,1996.5,2000.3,2001.5,220.6,332.0,283.3,284.8,22.0,37.3,49.2,37.9,21.0,31.0,30.5,25.6,63.4,4760.2,4851.6,368554.1,979388.4,1300332.9,2473.5,7851.5,10417.9
Halmstad,148,91,252.8,297.9,2003.2,2003.1,2004.8,2004.9,138.9,350.4,288.8,272.0,24.0,41.0,70.6,69.9,18.0,79.1,46.7,38.2,100.9,7564.0,7709.3,595833.4,1566078.2,1937651.6,4025.9,12091.6,15067.5
Arsta/Stockholm,146,9,146.7,171.4,1974.4,1957.9,1975.6,1975.3,181.2,1574.3,289.4,292.0,17.0,69.0,38.8,39.3,9.0,158.6,58.9,62.3,64.8,4864.7,4958.1,384476.2,882584.5,1080440.6,2633.4,7908.1,9985.9
Lysekil,138,27,21.3,11.6,2001.3,1998.0,2003.1,2000.8,118.9,168.2,194.8,164.5,25.0,95.6,116.0,106.3,21.0,50.4,138.2,70.5,57.0,4281.6,4363.8,146963.9,331319.8,432542.0,1065.0,2725.9,3599.7
