Inventory,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
All Global Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
All International Voyages,1229088,41343,71953336.7,102531467.9,2003.7,2003.8,2009.2,2009.4,668.4,1825.5,2058.1,2438.9,67.0,228.6,428.3,471.9,22.0,79.5,68.9,76.8,7386879.1,561972489.7,572762361.5,42427448653.6,117844885887.1,135247567981.6,34519.5,120548.3,148093.0
All Domestic Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
Int. Arr. Inventory,31711,3665,246086.5,224318.3,1999.3,2003.5,2003.9,2007.2,263.0,838.5,397.0,718.9,22.0,97.1,168.9,230.5,8.0,36.5,22.8,28.2,46500.1,3488055.3,3555026.0,258081724.2,704060961.7,877196362.6,8138.6,24595.3,28943.1
Int. Dep. Inventory,31687,3664,249371.8,226906.4,1999.3,2003.4,2003.5,2006.5,261.3,945.8,402.8,730.2,23.0,100.4,159.0,233.2,10.0,68.7,75.8,140.2,49572.1,3721185.0,3792631.8,262279311.7,718849579.6,896025788.2,8277.2,25329.3,29743.2
Domestic Inventory,12487,1356,37544.1,26780.8,1997.1,2000.3,2001.9,2002.6,220.6,417.1,468.3,391.3,28.0,70.7,184.2,99.5,14.0,41.8,36.2,47.9,12330.7,920346.9,938017.6,64326101.1,161137964.8,204892464.8,5151.4,14528.7,17506.1
