Inventory,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
All Global Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
All International Voyages,1229088,41343,71953336.7,102531467.9,2003.7,2003.8,2009.2,2009.4,668.4,1825.5,2058.1,2438.9,67.0,228.6,428.3,471.9,22.0,79.5,68.9,76.8,7386879.1,561972489.7,572762361.5,42427448653.6,117844885887.1,135247567981.6,34519.5,120548.3,148093.0
All Domestic Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
Int. Arr. Inventory,3569,1472,165297.4,256149.2,2006.3,2007.0,2007.0,2006.8,1543.4,2511.3,2246.0,2327.5,129.0,248.0,370.4,398.8,126.0,178.1,287.6,307.9,23778.9,1832904.5,1868096.2,135711747.0,396627663.9,473749172.0,38025.1,144097.2,174677.3
Int. Dep. Inventory,3620,1480,141964.9,217604.9,2006.5,2007.5,2007.5,2007.7,1459.4,1873.5,1929.9,1983.8,156.0,300.5,594.9,628.8,26.0,87.4,69.2,72.9,18362.6,1415341.3,1442515.8,116396982.6,340019658.9,403457118.4,32153.9,120984.0,146149.5
Domestic Inventory,628,240,4773.7,7680.2,2005.0,2006.8,2004.9,2004.8,306.2,542.9,588.5,599.2,37.0,104.7,250.6,261.3,72.5,158.3,172.7,179.5,1028.9,78645.8,80155.8,4575540.9,9298409.6,11796173.6,7285.9,24567.1,29889.7
