Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1240,134,35358.9,43674.8,2006.6,2006.2,2008.1,2007.3,1442.1,1431.5,1438.4,1437.1,134.0,149.1,165.4,164.9,20.0,23.2,30.1,29.9,6244.0,480241.6,489462.3,39676341.8,148711272.7,167006120.8,31997.0,126363.2,151930.0
Bulk carrier,1176,780,66961.9,115689.1,2006.3,2008.1,2006.5,2006.5,1507.5,2018.6,2099.3,2106.5,272.5,373.4,517.2,518.1,50.0,96.5,94.6,94.8,6470.7,500614.0,510225.8,47516686.5,100971374.6,128071329.0,40405.3,138640.5,164449.3
General cargo,462,210,6214.7,8344.4,2006.8,2006.1,2006.9,2006.8,1126.5,1355.5,1429.9,1418.8,119.0,206.9,303.1,311.1,50.0,85.2,70.0,73.7,1285.7,98410.2,100299.7,5007940.4,16586962.4,23884097.9,10839.7,54300.4,72531.0
Chemical tanker,332,189,11654.5,18520.8,2007.0,2008.1,2009.1,2008.9,1512.5,1613.5,1872.8,1853.6,158.5,194.8,288.7,288.9,45.5,65.1,55.5,55.8,2025.8,156335.2,159336.8,6808836.4,32960747.4,38581708.6,20508.5,114608.8,139794.9
Liquefied gas tanker,197,47,2314.8,2614.6,2007.1,2006.8,2007.5,2007.6,1605.5,1956.4,1863.5,1870.3,143.0,196.3,274.3,282.4,23.0,69.2,68.5,69.5,711.5,54496.2,55542.5,1914166.0,5667052.3,6203919.8,9716.6,53678.8,70880.0
Oil tanker,136,80,14780.9,27051.7,2004.7,2006.4,2012.8,2013.3,1529.5,2271.6,3749.5,4088.2,167.0,269.3,2041.7,2152.6,44.0,88.6,54.2,52.3,1126.6,87019.3,88690.0,11640031.5,23498237.3,25794741.1,85588.5,245646.2,297308.7
Vehicle,42,10,4319.3,1360.8,2003.8,2003.3,1998.7,1998.8,1427.7,6396.5,3471.7,3266.0,108.0,464.8,1713.0,1644.1,12.0,14.8,17.0,17.1,314.4,24330.1,24797.2,1378007.1,6075533.6,7036087.1,32809.7,124709.6,134214.9
Service - tug,28,25,62.4,52.2,2007.6,2007.8,2006.4,2005.4,1454.2,2096.9,1857.0,1931.4,284.0,558.4,936.6,1123.3,60.0,349.4,524.5,549.8,58.2,4383.7,4467.8,1335320.5,3157631.0,4227897.2,47690.0,123144.2,166265.5
Service - other,6,4,77.4,59.8,2009.5,2010.8,2012.3,2011.1,1274.7,2329.1,2121.8,1821.6,310.0,500.5,547.8,602.8,13.0,80.8,54.7,40.1,23.6,1789.9,1824.3,417561.7,856744.9,923194.5,69593.6,154857.5,174856.0
Refrigerated bulk,1,1,220.1,236.7,1985.0,1985.0,1985.0,1985.0,17385.0,17385.0,17385.0,17385.0,1866.0,1866.0,1866.0,1866.0,1247.0,1247.0,1247.0,1247.0,102.2,7721.0,7869.3,702090.9,1534102.7,1728022.4,702090.9,1496147.9,1615390.2
