Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United Arab Emirates,1044,455,10122.0,15294.1,2003.5,2006.8,2008.5,2008.4,367.5,475.6,439.9,459.9,49.0,114.7,70.7,74.9,29.0,59.1,57.8,60.1,1653.0,127272.4,129716.0,9219276.6,24112732.6,28861871.5,8830.7,28490.6,35025.5
Saudi Arabia,362,246,4677.4,6363.7,2007.7,2008.4,2007.9,2007.3,158.7,352.5,271.5,345.6,16.0,96.3,99.0,124.2,27.0,80.7,43.9,49.8,545.7,42134.8,42943.8,3039296.6,7952785.8,9328423.1,8395.8,27083.9,33154.1
Kuwait,175,109,2704.1,1891.0,2008.2,2007.3,2009.1,2009.0,296.9,357.7,332.9,328.7,28.0,45.6,45.4,58.0,20.0,33.8,32.4,56.3,288.1,22283.6,22711.5,1456530.4,4968162.9,5787298.7,8323.0,28952.2,33440.7
Qatar,156,100,812.5,958.6,2006.0,2006.4,2006.0,2004.8,110.1,271.7,301.7,366.9,19.0,100.2,76.8,97.5,8.0,41.1,45.1,58.9,138.2,10647.2,10851.7,641586.0,1798959.2,2182949.8,4112.7,13681.9,16889.2
Iran (Islamic Republic of),80,47,377.8,577.2,1998.2,2002.9,2005.6,2005.3,249.3,322.5,394.0,386.2,53.0,113.4,281.5,304.5,9.5,22.3,21.3,19.8,151.5,11695.5,11920.1,459093.9,1172148.0,1432845.9,5738.7,18152.5,22605.3
Oman,54,34,1180.6,1789.8,2005.8,2008.4,2006.0,2005.6,534.0,668.0,649.2,619.0,48.5,65.4,73.1,71.6,59.0,53.9,65.8,74.6,168.4,13028.3,13278.4,877581.7,2381307.8,2848222.7,16251.5,57173.4,69498.9
India,27,24,1600.6,1862.5,2010.8,2010.2,2010.4,2010.8,1372.3,1488.3,1415.4,1538.5,119.0,131.4,139.2,169.0,38.0,51.5,47.6,51.9,140.5,10860.8,11069.3,897617.4,2606654.4,3045655.0,33245.1,125395.0,150320.6
Singapore,22,22,3358.5,5623.4,2007.1,2007.1,2008.3,2008.5,3729.3,3916.6,4312.8,4387.8,313.0,333.8,451.5,465.3,13.0,20.2,23.3,23.2,338.3,26194.4,26697.4,3047595.8,6841553.0,8332143.6,138527.1,416543.7,529138.2
Malaysia,21,10,872.0,1038.9,1994.1,2007.5,2010.2,2010.5,733.7,3619.5,3734.0,3705.0,105.0,464.2,333.6,348.9,26.0,30.1,38.5,33.6,103.3,7971.0,8124.1,973221.4,2225416.3,2780868.6,46343.9,137507.4,169610.3
China,9,8,871.6,1423.4,2008.8,2008.9,2009.5,2009.6,5117.8,3581.1,3234.8,3190.1,378.0,293.2,410.8,410.7,22.0,33.2,38.7,38.8,113.1,8763.2,8931.4,543110.7,1892771.8,2284614.8,60345.6,266586.3,329625.7
Pakistan,8,6,74.8,123.2,1996.4,1998.2,2006.5,2007.6,1303.4,1267.7,1225.9,1220.2,118.0,106.7,95.9,93.8,45.0,63.7,98.4,100.6,14.6,1114.4,1135.8,177085.5,209427.5,259119.7,22135.7,63856.4,79415.2
Egypt,8,8,710.4,1107.8,2006.6,2006.6,2007.0,2006.8,3193.2,3198.0,3170.3,3173.9,290.0,298.5,278.1,279.9,76.5,83.2,80.9,80.6,76.8,5934.2,6048.2,451794.8,1170783.2,1364296.3,56474.4,221797.4,280787.1
Japan,7,7,2516.4,4545.5,2013.1,2013.1,2012.8,2012.7,7014.3,6948.5,6977.5,6978.1,580.0,590.7,596.4,596.5,26.0,35.6,36.0,36.1,233.7,18099.2,18446.7,2772409.6,5179181.6,6191349.7,396058.5,946423.1,1186473.5
Iraq,7,7,122.2,211.8,2004.9,2004.9,2004.9,2005.2,328.8,597.1,379.9,367.6,70.0,57.9,74.2,76.2,63.0,74.3,59.6,61.9,18.0,1394.1,1420.9,74262.3,155340.7,192453.8,10608.9,33458.1,42577.6
Indonesia,5,5,998.3,1312.6,2008.2,2008.2,2008.1,2009.9,4945.3,5563.9,5630.0,6382.8,330.0,475.2,539.7,610.1,17.0,26.8,22.3,22.2,104.5,8092.6,8248.0,901056.3,2112272.8,2675861.3,180211.3,550679.4,678101.5
South Africa,5,5,1284.9,2387.3,2010.0,2010.0,2008.5,2008.3,4540.8,4851.7,4941.8,4949.0,431.0,505.6,499.9,499.0,56.0,106.0,122.3,124.9,89.1,6903.1,7035.6,565862.1,1574737.1,1829463.4,113172.4,425252.7,502437.1
Paraguay,4,1,0.2,0.0,2000.0,2000.0,2000.0,2000.0,62.7,62.7,261.5,261.5,111.5,111.5,579.4,579.4,13.0,13.0,13.8,13.8,1.8,137.8,140.4,229.3,470.6,507.0,57.3,127.6,144.1
Belgium,4,3,342.7,591.5,2008.0,2008.3,2008.1,2008.1,6715.4,6839.7,6836.4,6830.2,571.5,560.8,567.1,566.1,31.0,41.2,43.5,43.8,70.1,5404.6,5508.4,383132.2,1367882.0,1605884.9,95783.1,385890.0,460043.4
Italy,4,4,500.3,789.2,2015.5,2015.5,2016.3,2016.5,4463.7,4485.3,4465.8,4460.0,382.0,389.2,395.9,399.1,22.0,20.5,21.5,21.9,58.9,4555.8,4643.2,367132.8,1053595.8,1337748.9,91783.2,354684.3,447325.0
Argentina,4,1,0.1,0.0,2000.0,2000.0,2000.0,2000.0,86.1,86.1,90.3,90.3,19.5,19.5,22.3,22.3,10.0,10.0,32.1,32.1,0.4,33.1,33.7,79.2,162.5,175.1,19.8,44.0,49.7
Sri Lanka,3,3,134.5,221.3,2012.7,2012.7,2015.0,2015.1,2207.7,2210.7,2183.1,2182.9,175.0,182.0,173.4,173.0,7.0,6.0,2.2,2.1,17.2,1317.8,1343.1,163794.7,300115.0,420774.3,54598.2,148433.9,189499.2
"Korea, Republic of",3,3,811.6,1457.7,2008.3,2008.3,2008.5,2008.5,6533.2,4541.5,4597.0,6179.2,510.0,370.3,551.9,553.7,10.0,26.0,34.4,35.0,75.3,5835.3,5947.4,754346.0,1592556.2,1754162.5,251448.7,618367.1,772505.8
Thailand,3,3,435.0,723.3,2011.3,2011.3,2012.5,2012.5,4478.1,4511.2,4511.5,4510.3,391.0,406.0,403.3,402.8,27.0,99.0,76.1,74.1,39.2,3023.9,3081.9,405764.0,1012305.7,1215778.9,135254.7,421032.8,531937.6
Jordan,3,3,189.4,248.8,1999.0,1999.0,2001.8,2001.7,3318.6,3381.8,3466.1,3666.6,450.0,387.3,362.2,412.9,11.0,46.7,79.3,101.8,24.4,1887.8,1924.0,155304.7,321916.1,406370.1,51768.2,153902.3,182423.9
"Taiwan, Province of China",3,3,616.9,1066.8,2008.7,2008.7,2008.9,2009.0,5674.5,5680.3,5682.5,5681.4,459.0,453.3,460.5,463.0,65.0,81.0,85.5,85.3,71.5,5537.8,5644.1,713239.1,1357765.7,1778280.2,237746.4,635883.2,796861.8
