Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,480,116,79.4,62.2,2002.0,2006.1,2001.7,2000.4,163.6,369.2,280.3,274.1,54.5,244.3,455.6,414.7,45.0,161.9,148.3,153.6,137.0,10287.5,10485.0,1589740.8,3759258.4,5033443.7,3312.0,8552.1,11546.8
Bulk carrier,289,206,42790.0,81318.5,2008.9,2009.6,2010.0,2009.9,450.0,2657.5,3268.3,3397.5,77.0,296.5,805.1,811.8,87.0,132.0,99.9,99.1,2820.6,218353.5,222545.9,19168077.9,40308781.4,47221323.4,66325.5,205124.3,240344.5
Container,289,55,5056.8,5802.8,2006.1,2005.2,2007.6,2007.3,305.6,443.3,370.6,370.7,25.0,38.8,55.9,56.1,17.0,70.8,38.1,39.1,678.6,52467.0,53474.3,3947838.2,11514856.5,12966028.2,13660.3,44720.8,52680.2
Oil tanker,240,165,11600.1,20803.4,2005.7,2007.3,2008.8,2008.8,451.6,995.8,1157.3,1166.8,82.5,142.7,443.1,451.9,58.5,113.8,167.4,173.8,2475.4,191483.8,195160.3,10972428.0,20198657.4,23410125.3,45718.5,116126.8,144425.3
General cargo,222,79,2116.0,2710.3,1994.2,2003.7,2000.2,2000.4,318.1,1173.4,1144.7,1077.4,49.5,117.5,384.8,372.9,57.0,81.4,108.4,107.8,386.3,29655.5,30224.9,1498338.2,5041776.3,7329082.5,6749.3,34340.1,46643.1
Chemical tanker,205,137,3557.2,5800.3,2010.8,2010.8,2011.3,2011.3,451.1,718.7,810.6,818.5,64.0,95.0,209.0,210.1,32.0,67.3,66.2,66.3,779.8,60105.6,61259.7,1616005.5,9202310.2,10678127.0,7883.0,52310.4,63889.8
Vehicle,189,141,3867.4,1320.2,2008.3,2007.8,2006.1,2005.7,180.4,375.6,338.8,351.6,14.0,30.6,245.5,264.5,6.0,20.2,260.4,285.2,251.3,19461.9,19835.5,1336868.8,5894158.1,6826035.8,7073.4,26885.9,28935.1
Service - other,51,21,22.8,24.8,2006.0,2004.8,1999.6,1999.2,205.7,794.6,745.1,1016.0,54.0,451.2,620.1,776.2,54.0,568.6,476.7,492.4,59.3,4454.5,4540.0,173075.9,355113.7,382656.5,3393.6,7551.4,8526.6
Cruise,36,11,1534.0,144.9,2011.7,2009.6,2012.3,2011.9,255.7,762.1,464.9,472.9,17.0,188.4,461.1,436.2,9.0,10.5,7.4,7.6,400.5,31023.5,31619.1,302402.5,2234332.8,2683035.1,8400.1,54759.4,62689.3
Liquefied gas tanker,17,14,516.8,592.1,2010.9,2009.6,2013.9,2013.7,437.4,1006.8,975.4,965.9,39.0,73.7,203.2,202.9,53.0,89.0,76.3,76.3,86.6,6674.7,6802.8,251833.8,1127963.8,1067387.1,14813.8,99391.3,141768.6
Ro-Ro,10,8,151.8,82.3,2007.0,2005.5,2008.7,2007.6,331.1,374.5,362.9,366.4,23.0,42.2,58.0,58.5,125.0,180.4,275.4,267.9,39.1,3030.2,3088.3,88383.3,162862.9,189887.5,8838.3,20773.3,22051.3
