Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United Arab Emirates,974,493,12234.3,15492.7,2003.7,2007.2,2008.9,2008.4,331.1,417.1,412.1,428.0,49.0,94.0,142.0,113.5,39.0,105.7,83.4,108.6,3000.4,231637.6,236085.0,9107048.6,25123877.8,30082679.3,9350.2,31429.7,38705.7
Qatar,392,182,1908.3,1614.5,2006.0,2006.9,2009.3,2007.8,100.0,174.4,205.5,269.1,20.0,29.6,34.4,56.5,29.0,38.3,19.7,31.5,232.1,17881.9,18225.2,1082735.3,3312156.7,3875210.7,2762.1,9219.7,10744.2
Saudi Arabia,199,160,4627.5,7720.2,2007.0,2007.9,2008.1,2008.3,155.0,538.2,870.7,1087.6,32.0,194.0,696.3,767.8,41.0,179.3,249.3,277.2,659.1,50831.5,51807.4,2878010.8,6546189.3,7547151.7,14462.4,43382.1,53757.7
Kuwait,90,53,876.5,1123.8,2005.9,2006.4,2005.5,2005.4,298.4,422.4,393.9,402.5,26.0,69.1,77.2,88.5,26.0,108.2,85.9,87.4,149.8,11540.0,11761.6,686468.7,2092372.8,2515576.9,7627.4,28850.7,34897.3
Iran (Islamic Republic of),75,47,205.6,334.3,2002.4,2004.1,2006.4,2006.3,235.2,261.5,260.5,258.3,79.0,79.1,78.9,80.4,40.0,57.7,63.5,64.8,87.1,6694.6,6823.1,274497.6,702568.0,886887.4,3660.0,12213.6,15762.2
Iraq,57,20,881.2,1131.8,2007.5,2006.2,2007.6,2007.8,329.0,490.3,458.7,471.6,30.0,84.8,79.0,89.4,15.0,127.0,78.2,98.9,135.6,10486.8,10688.1,788096.4,2251006.0,2540065.7,13826.3,44659.2,52365.1
India,35,33,1522.0,2601.3,2006.7,2007.7,2010.3,2010.5,1385.6,1540.6,1491.2,1486.5,131.0,175.9,170.7,170.0,57.0,112.7,118.9,119.4,213.7,16492.4,16809.1,1136203.5,2734567.2,3261056.8,32463.0,114947.2,141282.9
Oman,30,26,880.9,897.9,2005.7,2005.5,2007.3,2007.5,745.7,780.3,853.1,857.5,69.0,151.1,139.5,165.3,46.5,247.0,104.8,155.4,160.7,12400.8,12638.9,709176.0,2077136.2,2305222.2,23639.2,77903.8,88064.6
Brazil,29,28,22447.7,43350.3,2010.1,2010.1,2010.2,2010.2,8515.1,8550.0,8549.4,8549.7,851.0,856.1,856.8,856.9,87.0,86.1,86.0,86.0,1240.3,96075.7,97920.4,9735882.1,19465740.7,22411154.5,335720.1,960911.0,1111424.9
Singapore,25,23,2897.7,4446.1,2008.2,2009.0,2008.9,2009.5,3738.4,3519.4,3663.4,3645.1,324.0,321.6,340.0,341.3,64.0,87.5,84.0,91.0,307.8,23801.0,24258.0,2549135.6,6005849.5,7608070.2,101965.4,329298.0,410751.1
