Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,1089,582,5464.9,7778.3,1998.9,1999.7,2002.6,2002.7,853.0,1018.8,1033.1,1037.6,96.0,123.2,175.3,175.5,34.0,55.6,64.1,64.3,1367.3,104420.4,106425.3,11365801.1,33860345.9,47827972.4,10436.9,40825.5,54461.2
Ferry-RoPax,702,24,11732.8,2059.9,2000.2,1998.3,2001.3,2000.5,460.3,516.8,517.6,485.9,23.5,26.4,28.5,27.3,8.0,19.3,33.9,30.8,2894.7,223077.0,227360.1,12798030.7,31648517.1,38832933.9,18230.8,38915.5,35443.9
Ro-Ro,609,28,6232.5,3662.6,1998.3,1999.9,2000.1,1999.4,471.8,588.3,526.5,525.9,32.0,84.8,42.8,42.7,12.0,28.0,22.7,23.4,1369.4,106020.9,108056.5,4047587.0,8422640.5,8940870.8,6646.3,15645.5,16847.7
Chemical tanker,356,251,5807.1,9373.3,2006.4,2007.4,2008.5,2008.5,756.6,1060.2,974.9,980.7,73.5,107.4,209.0,211.5,34.0,51.4,57.5,57.1,1196.3,92215.4,93985.9,4095368.0,18269536.8,21590135.8,11503.8,59119.9,72464.5
Container,350,96,2459.5,2993.3,2001.1,2001.5,2002.4,2002.2,562.7,668.3,688.3,686.3,61.0,73.5,96.6,96.7,23.5,32.2,38.2,38.3,660.8,50488.5,51457.9,4080221.2,12181504.5,13814501.0,11657.8,36607.4,42806.0
Bulk carrier,338,283,7993.8,13057.7,2005.9,2006.5,2007.7,2007.7,1002.6,1183.8,1195.6,1194.4,93.0,134.8,200.8,201.2,15.0,67.3,77.9,77.3,847.3,65386.0,66641.4,5463960.6,13256463.9,18567093.7,16165.6,64296.1,80028.3
Oil tanker,132,78,4799.3,8615.7,2008.7,2008.2,2008.4,2008.4,703.3,1015.4,1050.0,1064.1,57.5,98.5,213.9,216.3,31.0,46.4,49.1,48.8,614.1,47379.6,48289.3,4892783.9,9957190.8,11007354.3,37066.5,96290.1,119776.9
Liquefied gas tanker,125,35,1003.1,1066.0,2008.8,2009.7,2010.0,2010.1,710.7,758.3,824.7,814.2,64.0,70.3,102.0,100.3,24.0,31.1,40.5,39.6,273.7,20598.7,20994.2,706885.9,2247655.9,2392779.8,5655.1,32208.1,43108.9
Service - tug,78,32,66.6,55.5,2003.4,1997.2,2005.2,2005.0,404.8,754.6,710.3,714.1,110.0,250.8,692.0,687.7,9.5,264.5,206.2,194.9,55.7,4182.3,4262.6,1419207.5,3355998.5,4493500.6,18195.0,46982.7,63434.6
Vehicle,76,46,3052.0,990.0,2009.0,2008.2,2009.4,2009.3,706.6,948.2,862.9,877.5,47.0,63.8,85.4,86.3,10.0,19.8,19.9,20.6,190.1,14689.8,14971.8,1002553.5,4420186.0,5119025.9,13191.5,50140.9,53962.6
Miscellaneous - fishing,52,13,34.5,55.2,1988.8,1995.5,1987.6,1988.6,500.7,1043.6,1656.2,2085.5,46.5,137.8,177.0,201.9,40.0,162.8,459.0,535.8,42.2,3171.7,3232.6,388524.2,861821.6,979803.8,7471.6,17584.1,20844.9
Refrigerated bulk,28,20,147.8,167.8,1994.4,1993.3,1991.9,1991.8,667.2,784.7,837.0,849.4,70.0,74.0,120.2,121.1,58.0,69.7,82.0,79.9,96.3,7296.6,7436.7,497851.9,1087830.5,1225338.8,17780.4,37889.9,40909.7
Service - other,15,6,15.8,15.6,1980.5,1986.7,1987.3,1984.4,791.5,1372.9,760.5,673.3,109.0,259.5,190.9,243.9,20.0,58.7,44.3,35.2,13.1,982.7,1001.6,108841.2,223318.2,240638.9,7256.1,16146.0,18231.1
Ferry-pax only,2,2,0.3,0.1,2000.0,2000.0,2011.7,2011.9,369.2,369.2,364.8,535.2,46.0,46.0,81.0,81.6,16.0,16.0,1.4,1.2,0.2,14.1,14.4,7046.7,14351.3,18078.2,3523.4,8193.4,10801.6
