Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,357,20,100.6,93.1,1995.9,1998.3,2003.4,2002.5,103.5,364.1,233.9,213.2,19.0,273.3,394.8,344.8,21.0,97.4,89.4,82.3,83.4,6264.5,6384.8,2382113.5,5632981.4,7542257.7,6672.6,17229.8,23263.2
General cargo,271,163,348.3,496.0,1997.1,1997.3,1998.9,1998.7,220.9,292.1,287.7,293.4,22.0,36.9,45.9,47.4,46.0,67.4,92.9,95.1,129.7,9853.7,10042.9,784438.1,2323094.1,3277581.7,2894.6,11154.3,14878.2
Container,69,33,201.1,247.1,2001.1,2001.5,2001.6,2001.6,211.9,277.8,282.5,279.1,19.0,44.1,35.0,34.9,75.0,73.9,76.5,75.9,104.5,7916.1,8068.1,324593.7,1039828.0,1181560.4,4704.3,15887.0,18811.8
Chemical tanker,46,32,280.6,453.1,2004.3,2004.9,2004.9,2004.8,348.7,374.4,359.6,359.2,28.5,40.7,38.5,39.0,31.0,50.4,52.7,52.9,86.4,6659.2,6787.0,213594.1,900322.5,1057186.0,4643.4,22437.9,27184.6
Oil tanker,40,22,281.1,466.5,2010.2,2009.4,2008.7,2008.5,329.8,391.7,370.3,370.3,31.0,35.7,38.6,38.5,20.0,40.8,59.4,62.1,75.8,5827.3,5939.2,346317.9,624963.0,671850.8,8657.9,24826.3,31483.9
Miscellaneous - fishing,37,12,18.0,25.9,1988.4,1989.4,1985.7,1985.7,454.9,1192.9,1979.7,2595.9,45.0,187.5,909.3,949.7,41.0,139.8,89.7,68.1,29.8,2233.8,2276.6,181896.4,403481.2,458717.3,4916.1,11569.9,13715.4
Bulk carrier,32,28,233.7,365.2,2004.1,2004.3,2005.6,2005.7,183.4,417.6,427.0,422.9,17.5,46.9,65.7,65.9,58.0,124.6,85.9,86.0,33.8,2595.6,2645.4,176582.6,446509.5,648095.9,5518.2,22718.2,28832.7
Ro-Ro,21,3,35.7,34.1,1994.7,1997.3,1993.4,1993.0,192.3,101.7,143.8,163.9,20.0,19.8,21.2,21.7,8.0,84.7,68.7,49.4,27.9,2161.4,2202.9,36572.5,67391.7,78574.3,1741.5,4093.3,4345.1
Ferry-RoPax,16,5,204.7,77.6,2002.5,2004.2,2004.7,2012.0,245.8,2966.8,537.5,1208.1,19.0,240.8,287.7,594.6,27.5,159.4,1021.7,2295.9,130.2,9851.5,10040.7,2154807.2,4696851.6,6216001.1,134675.5,299972.3,419710.6
Service - other,16,6,3.5,3.1,1992.8,1994.3,1999.6,1990.2,139.1,242.3,211.7,176.6,50.5,650.3,1402.8,264.9,19.5,20.6,47.5,78.4,12.0,900.9,918.1,21749.0,44624.2,48085.3,1359.3,3024.7,3415.3
Liquefied gas tanker,14,9,36.8,42.5,2011.9,2011.3,2012.6,2012.5,358.8,333.1,325.7,333.9,29.0,28.8,31.6,31.5,41.0,59.2,65.6,64.6,20.5,1558.6,1588.6,32043.6,92835.6,102520.2,2288.8,12531.3,16478.9
Refrigerated bulk,1,1,5.1,5.5,1997.0,1997.0,1997.0,1997.0,571.7,571.7,571.7,571.7,16.0,16.0,16.0,16.0,97.0,97.0,97.0,97.0,2.8,214.5,218.7,16297.1,35610.0,40111.3,16297.1,34729.0,37496.9
Vehicle,1,1,1.5,0.4,2016.0,2016.0,2016.0,2016.0,19.6,19.6,19.6,19.7,23.0,23.0,23.0,23.0,13.0,13.0,13.0,13.0,0.3,25.7,26.2,437.4,1928.6,2233.5,437.4,1662.6,1789.4
Ferry-pax only,1,1,0.0,0.0,1988.0,1988.0,1988.0,1988.0,12.3,12.3,12.3,12.3,42.0,42.0,42.0,42.0,11.0,11.0,11.0,11.0,0.1,6.1,6.3,43.4,88.5,111.4,43.4,101.0,133.2
