Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Sfax,211,73,331.0,427.4,1997.2,2000.5,2003.6,2002.7,199.9,981.4,407.4,403.6,29.0,52.0,95.4,77.9,32.0,148.2,700.2,519.3,132.8,10064.8,10258.0,2495154.2,5790722.1,7686903.3,11825.4,30249.6,41286.3
Ashtart Oil Terminal,131,26,92.4,143.0,1995.6,1999.3,2005.5,2005.5,83.2,438.6,265.0,289.4,9.0,208.2,165.9,127.4,23.0,49.7,38.0,29.5,28.6,2164.2,2205.8,515212.8,1276788.2,1693947.7,3932.9,10971.4,14600.6
Zarzis,120,56,321.1,337.7,1999.8,2000.0,2003.0,2004.1,317.0,373.8,476.7,378.7,31.5,57.3,84.2,68.8,19.5,57.2,35.1,41.2,92.8,7101.8,7238.2,1227295.8,3125569.2,4102517.3,10227.5,28957.9,37731.1
Sousse,90,69,153.7,199.1,1999.6,1999.7,2001.3,2000.7,189.9,563.1,295.1,283.3,18.0,82.1,328.1,279.0,59.0,91.8,104.8,105.0,81.5,6162.9,6281.2,927923.4,2202581.4,2848462.7,10310.3,27122.8,36226.1
Bizerte,73,61,367.5,584.4,2000.2,2000.8,2005.9,2006.4,279.8,369.2,347.2,357.5,26.0,55.2,45.4,43.4,60.0,109.6,72.2,71.1,119.9,9175.4,9351.6,419398.3,1157096.4,1404649.9,5745.2,19002.0,23923.7
Didon Terminal,63,15,31.7,42.8,1997.3,1998.3,1994.8,1995.5,98.8,537.4,254.5,304.2,15.0,115.2,79.3,74.3,16.0,108.5,65.6,67.9,18.3,1387.4,1414.1,266502.9,639686.6,858860.3,4230.2,11416.0,15291.9
Gabes,54,47,91.2,126.5,1997.9,1997.5,2001.9,2001.0,307.1,325.9,339.6,336.7,26.0,43.8,60.1,65.5,42.0,65.7,65.7,65.1,33.7,2556.5,2605.6,181052.4,485540.7,655456.0,3352.8,12918.2,17322.5
Rades,48,35,63.0,62.2,2003.0,2002.1,2005.5,2006.2,176.8,174.9,129.7,162.2,37.5,96.3,64.7,64.2,21.0,81.9,50.6,53.3,69.7,5262.0,5363.0,116217.3,201628.1,232566.9,2421.2,7812.7,10009.5
Kelibia,19,17,33.9,44.0,1992.2,1993.2,2003.2,2003.2,195.2,318.4,424.7,422.1,21.0,38.4,27.8,27.9,14.0,21.6,27.9,27.6,8.4,643.4,655.8,56539.5,179727.8,227080.7,2975.8,11011.8,14067.4
La Goulette,18,15,38.5,15.4,1998.8,1998.8,2001.0,2004.9,80.7,147.2,157.3,101.6,37.5,65.1,24.5,42.2,38.0,91.5,45.4,80.2,23.9,1815.4,1850.2,32807.9,84822.5,103421.3,1822.7,5278.6,5782.5
