Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Rades,979,265,12074.2,9746.5,2000.2,2005.1,2004.1,2006.1,473.9,1022.1,661.2,813.0,37.0,184.5,193.0,316.5,27.0,95.5,70.8,114.5,2613.5,200995.4,204854.6,10152444.9,25500680.4,30692396.7,10370.2,29495.1,33026.3
La Goulette,753,119,11194.8,3681.9,2002.5,2004.9,2003.5,2004.5,461.6,731.0,478.5,581.8,24.0,123.5,51.9,115.9,5.0,83.1,31.8,86.3,2610.1,201035.3,204895.1,10118219.9,25783434.7,31295386.0,13437.2,32386.5,32128.5
Bizerte,452,350,6895.0,10138.5,2003.3,2003.6,2007.5,2007.5,731.6,1046.4,1157.1,1115.3,69.5,112.6,242.7,237.4,62.0,92.0,94.4,104.2,1306.2,98342.7,100230.9,6164018.3,19664453.9,24298930.2,13637.2,55797.0,71294.3
Sousse,441,275,1884.4,2557.6,1999.7,2000.5,2000.6,2000.8,542.8,826.0,723.7,733.3,55.0,90.4,158.2,151.7,81.0,113.3,118.1,120.1,643.8,49044.3,49986.0,4297434.4,11752307.7,15511114.2,9744.7,33201.4,42327.6
Sfax,440,321,5335.6,8038.4,1999.9,2000.2,2004.4,2004.8,900.6,1333.0,1406.8,1453.1,85.0,125.9,242.9,242.1,103.5,149.0,160.3,164.9,1144.9,87522.0,89202.5,7551518.8,20024707.7,26237484.5,17162.5,58687.2,73314.1
Gabes,260,190,4033.0,6268.3,2001.9,2001.7,2009.5,2009.7,863.7,1302.7,1660.6,1717.6,76.5,123.6,266.0,275.0,71.0,116.4,163.0,169.4,659.3,50573.5,51544.5,3872196.7,9773199.5,12964751.9,14893.1,57839.8,73626.2
Skhira,149,126,4936.3,8397.9,2007.4,2007.6,2008.9,2008.9,914.7,1182.9,1168.1,1172.3,79.0,142.0,251.5,256.6,64.0,69.4,64.8,63.9,818.3,63166.0,64378.8,3164794.1,11819245.8,13605481.1,21240.2,94047.7,115490.8
Zarzis,141,105,831.6,906.4,2000.2,2000.0,2002.7,2002.9,682.5,751.2,876.5,813.5,70.0,100.2,110.5,107.3,56.0,77.0,59.0,72.0,217.1,16613.6,16932.5,1205708.4,3602739.4,4899883.9,8551.1,31988.6,41541.2
Didon Terminal,73,27,1001.4,1748.8,2005.5,2004.9,2008.4,2008.5,227.2,653.4,803.7,810.7,31.0,84.7,137.5,139.6,9.0,18.1,31.8,32.8,88.1,6795.8,6926.2,1256119.0,2773051.3,3218302.8,17207.1,43374.2,54725.1
Kelibia,54,50,327.0,533.9,1994.4,1994.4,2006.9,2007.9,555.5,625.2,876.3,1014.8,63.5,69.5,191.1,206.0,26.0,36.2,17.5,16.1,51.1,3911.3,3986.4,405048.9,1134579.8,1505668.1,7500.9,27629.1,35808.7
Ashtart Oil Terminal,32,32,547.2,822.0,2002.9,2002.9,2004.0,2004.4,798.5,1212.5,1022.4,989.1,64.5,115.1,241.4,241.1,14.0,25.6,43.8,47.7,109.2,8422.0,8583.7,672353.5,1759477.5,2189720.6,21011.0,67720.6,82557.0
Menzel Bourguiba,26,25,162.3,179.1,2001.7,2002.3,2001.7,2002.5,577.4,796.4,726.4,728.2,71.0,109.3,142.2,134.1,89.0,194.7,230.7,166.6,96.9,7353.3,7494.4,232848.5,691244.3,869721.1,8955.7,30552.2,37856.0
Al Marsa,23,20,200.8,259.6,2003.1,2003.3,2010.1,2010.8,486.7,651.4,627.9,835.1,53.0,65.4,88.4,101.5,24.0,81.7,128.4,160.7,31.8,2439.6,2486.5,171579.7,461957.8,581281.3,7460.0,26679.7,32456.4
